QB99,,Q2FydGVy,,,,,Q2FydGVy,,
jR99,,W0JsYWNrc21pdGhdCk90aGVyIHRoYW4gXjAwOTlGRjUgQ3Vyc2VkIFJ1Ymllc14wMDAwMDAsIF4wMDk5RkYxMCBCbGFkZXMgTG9zdCBJbiBEYXJrbmVzc14wMDAwMDAsIAphbmQgXjAwOTlGRjEwMCBPZ3JlIFRlZXRoXjAwMDAwMCwgeW91IG11c3QgYWxzbyBicmluZyBtZSBeMDA5OUZGMSBPbGQgSGlsdF4wMDAwMDAgYXMgd2VsbC4uLgpLZWghIEkgZG9uJ3QgbW92ZSBhYm91dCBtdWNoIHRoZXNlIGRheXMsIGFuZCBJIGNhbid0IGV2ZW4gZmluZCBhIGhpbHQuIFNvcnJ5LiBBbm90aGVyIHRoaW5nLCBJIGhhdmUgdG8gdGVzdCBpZiB5b3UncmUgcXVhbGlmaWVkIHRvIGhhdmUgdGhpcyBkYWdnZXIuIEJyaW5nIG1lIGFuIF4wMDk5RkYxIEVtcGVyaXVtXjAwMDAwMCBhcyB3ZWxsIHRvIHNob3cgeW91ciB3b3J0aCE=,,,,,W0ZlcnJlaXJvXQpBbMOpbSBkZSBeMDA5OUZGNSBSdWJpcyBBbWFsZGnDp29hZG9zXjAwMDAwMCwgXjAwOTlGRjEwIEzDom1pbmFzIFBlcmRpZGFzIG5hIEVzY3VyaWTDo29eMDAwMDAwLCAKZSBeMDA5OUZGMTAwIE9ncmUgVGVldGheMDAwMDAwLCB2b2PDqiB0YW1iw6ltIGRldmUgbWUgdHJhemVyIF4wMDk5RkYxIE9sZCBIaWx0XjAwMDAwMC4uLgpLZWghIE7Do28gZXN0b3UgbWUgbW92aW1lbnRhbmRvIG11aXRvIGhvamUgZW0gZGlhIGUgbsOjbyBjb25zaWdvIG5lbSBlbmNvbnRyYXIgdW0gcHVuaG8uIERlc2N1bHBlLiBPdXRyYSBjb2lzYSwgdGVuaG8gcXVlIHRlc3RhciBzZSB2b2PDqiBlc3TDoSBxdWFsaWZpY2FkbyBwYXJhIHRlciBlc3NhIGFkYWdhLiBUcmFnYS1tZSB0YW1iw6ltIHVtIF4wMDk5RkYxIEVtcGVyaXVtXjAwMDAwMCBwYXJhIG1vc3RyYXIgc2V1IHZhbG9yIQ==,,
jh99,,W0JsYWNrc21pdGhdCkkgbXVzdCBzYXkgeW91IGtub3cgYWJzb2x1dGVseSBub3RoaW5nIGFib3V0IHRoZSBHcmltdG9vdGghIEhvdyBjYW4gSSBqdXN0IGZvcmdlIHRoZSBzd29yZCBmb3Igc3dhaW5zIGxpa2UgeW91IT8g,,,,,W0ZlcnJlaXJvXQpEZXZvIGRpemVyIHF1ZSB2b2PDqiBuw6NvIHNhYmUgYWJzb2x1dGFtZW50ZSBuYWRhIHNvYnJlIGEgR3JpbXRvb3RoISBDb21vIHBvc3NvIHNpbXBsZXNtZW50ZSBmb3JqYXIgYSBlc3BhZGEgcGFyYSBzdcOtbm9zIGNvbW8gdm9jw6o/,,
jx99,,W0JsYWNrc21pdGhdCllvdSB3YW50IHRoYXQgc3dvcmQ/IEhhaGFoYS4uLnlvdSdyZSBhIGZ1bm55IG9uZS4gQXJlIHlvdSBhd2FyZSB3aGF0IGtpbmQgb2YgYSBzd29yZCBpdCBpcz8KSXQncyB0aGUgc3dvcmQgdGhhdCBoYWQgYmVlbiB1c2VkIHRvIGJlaGVhZCBzZXJpb3VzIGNyaW1pbmFscy4uLk5vIHVzdWFsIHN3b3JkIGhhcyBjb21wYXJhYmxlIHBvd2VyLg==,,,,,W0ZlcnJlaXJvXQpWb2PDqiBxdWVyIGVzc2EgZXNwYWRhPyBIYWhhaGEuLi4gdm9jw6ogw6kgbXVpdG8gZW5ncmHDp2Fkby4gVm9jw6ogc2FiZSBxdWUgdGlwbyBkZSBlc3BhZGEgw6kgZXNzYT8Kw4kgYSBlc3BhZGEgcXVlIGZvaSB1c2FkYSBwYXJhIGRlY2FwaXRhciBjcmltaW5vc29zIGdyYXZlcy4uLiBOZW5odW1hIGVzcGFkYSBjb211bSB0ZW0gcG9kZXIgY29tcGFyw6F2ZWwu,,
kB99,,W0JsYWNrc21pdGhdClRoZSBzd29yZCBoYXMgYWJzb3JiZWQgdGhlIGJsb29kIGFuZCBzb3VsIG9mIGNvdW50bGVzcyBjcmltaW5hbHMsIGdpdmluZyBpdCBzdHJhbmdlIHBvd2Vycy4KVGhlIGV4ZWN1dGlvbmVyIGdyYWR1YWxseSBzZW5zZWQgdGhlIHN3b3JkJ3Mgb21pbm91cyB2aWJlcywgc28gSSB3YXMgYXNrZWQgdG8gZGVzdHJveSBpdC4gTm93IHlvdSB3YW50IG1lIHRvIG1ha2UgYW5vdGhlciBzd29yZCBsaWtlIHRoYXQ/,,,,,W0ZlcnJlaXJvXQpBIGVzcGFkYSBhYnNvcnZldSBvIHNhbmd1ZSBlIGEgYWxtYSBkZSBpbsO6bWVyb3MgY3JpbWlub3NvcywgZGFuZG8gYSBlbGEgcG9kZXJlcyBlc3RyYW5ob3MuCk8gY2FycmFzY28gZ3JhZHVhbG1lbnRlIHNlbnRpdSBhcyB2aWJyYcOnw7VlcyBzaW5pc3RyYXMgZGEgZXNwYWRhLCBlbnTDo28gbWUgcGVkaXJhbSBwYXJhIGRlc3RydcOtLWxhLiBBZ29yYSB2b2PDqiBxdWVyIHF1ZSBldSBmYcOnYSBvdXRyYSBlc3BhZGEgY29tbyBlc3NhPw==,,
kR99,,W0JsYWNrc21pdGhdCklmIHlvdSByZWFsbHkgd2FudCB0byBleHBlcmllbmNlIHRoZSBwb3dlciBvZiB0aGF0IHN3b3JkLAp5b3UgbXVzdCBwcmVwYXJlIF4wMDk5RkYyIHBhaXJzIG9mIEV4ZWN1dGlvbmVyJ3MgTWl0dGVuXjAwMDAwMCwKXjAwOTlGRjMgTmVja2xhY2Ugb2YgT2JsaXZpb25eMDAwMDAwCmFzIHdlbGwgYXMgXjAwOTlGRjEwIEJsb29keSBFZGdlXjAwMDAwMCBhbmQKdGhlIF4wMDk5RkY1MCBBbXVsZXRzXjAwMDAwMCB0aGF0IHJlY2FsbCBzcGlyaXRzLg==,,,,,W0ZlcnJlaXJvXQpTZSB2b2PDqiByZWFsbWVudGUgcXVpc2VyIGV4cGVyaW1lbnRhciBvIHBvZGVyIGRlc3NhIGVzcGFkYSwKdm9jw6ogZGV2ZSBwcmVwYXJhciBeMDA5OUZGMiBwYXJlcyBkZSBMdXZhcyBkbyBDYXJyYXNjb14wMDAwMDAsCl4wMDk5RkYzIENvbGFyIGRvIEVzcXVlY2ltZW50b14wMDAwMDAKYmVtIGNvbW8gXjAwOTlGRjEwIEJsb29keSBFZGdlXjAwMDAwMCBlCm9zIF4wMDk5RkY1MCBBbXVsZXRvc14wMDAwMDAgcXVlIGV2b2NhbSBlc3DDrXJpdG9zLg==,,
kh99,,W0JsYWNrc21pdGhdCkxhc3RseSwgSSBoYXZlIHRvIHRlc3QgaWYgeW91IGFyZSBxdWFsaWZpZWQgdG8gb3duIHRoZSBzd29yZC4uLgpCcmluZyBtZSBhbiBeMDA5OUZGMSBFbXBlcml1bV4wMDAwMDAgYXMgdGVzdGltb255LCB0aGVuIEknbGwgZm9yZ2UgdGhlIHN3b3JkIGZvciB5b3Uu,,,,,W0ZlcnJlaXJvXQpQb3IgZmltLCB0ZW5obyBxdWUgdGVzdGFyIHNlIHZvY8OqIGVzdMOhIHF1YWxpZmljYWRvIHBhcmEgcG9zc3VpciBhIGVzcGFkYS4uLgpUcmFnYS1tZSB1bSBeMDA5OUZGMSBFbXBlcml1bV4wMDAwMDAgY29tbyB0ZXN0ZW11bmhvIGUgZXUgZm9yamFyZWkgYSBlc3BhZGEgcGFyYSB2b2PDqi4=,,
kx99,,W0JsYWNrc21pdGhdCkkgbXVzdCBzYXkgeW91IGtub3cgYWJzb2x1dGVseSBub3RoaW5nIGFib3V0IHRoZSBFeGVjdXRpb25lciEgSG93IGNhbiBJIGp1c3QgZm9yZ2UgdGhlIHN3b3JkIGZvciBzd2FpbnMgbGlrZSB5b3UhPw==,,,,,W0ZlcnJlaXJvXQpEZXZvIGRpemVyIHF1ZSB2b2PDqiBuw6NvIHNhYmUgYWJzb2x1dGFtZW50ZSBuYWRhIHNvYnJlIG8gQ2FycmFzY28hIENvbW8gcG9zc28gc2ltcGxlc21lbnRlIGZvcmphciBhIGVzcGFkYSBwYXJhIHN1w61ub3MgY29tbyB2b2PDqj8=,,
lB99,,W0JsYWNrc21pdGhdCllvdSBhZ2Fpbj8gSG1mISBXaGF0IGlzIGl0IHRoaXMgdGltZT8=,,,,,W0ZlcnJlaXJvXQpWb2PDqiBkZSBub3ZvPyBIbWYhIE8gcXVlIGZvaSBkZXNzYSB2ZXo/,,
lR99,,W0JsYWNrc21pdGhdCkhtLi4uaGF2ZSB5b3UgYnJvdWdodCBldmVyeXRoaW5nIEkgbWVudGlvbmVkPyBXaGF0IGRvIHlvdSB3YW50IHRvIG1ha2U/,,,,,W0ZlcnJlaXJvXQpIbS4uLiB2b2PDqiB0cm91eGUgdHVkbyBvIHF1ZSBldSBtZW5jaW9uZWk/IE8gcXVlIHZvY8OqIHF1ZXIgZmF6ZXI/,,
lh99,,Q29uZmlybSB0aGUgbWF0ZXJpYWxzIGFnYWluLg==,,,,,Q29uZmlybWUgb3MgbWF0ZXJpYWlzIG5vdmFtZW50ZS4=,,
lx99,,SSdkIGxpa2UgdG8gaGF2ZSBhIHN3b3JkIG1hZGUu,,,,,R29zdGFyaWEgZGUgbWFuZGFyIGZhemVyIHVtYSBlc3BhZGEu,,
mB99,,W0JsYWNrc21pdGhdCkkgc2VlLi4ubWF0ZXJpYWxzIGZvciB3aGljaCBzd29yZD8=,,,,,W0ZlcnJlaXJvXQpFc3RvdSB2ZW5kby4uLiBtYXRlcmlhaXMgcGFyYSBxdWFsIGVzcGFkYT8=,,
mR99,,Rm9yIE15c3RlbHRhaW5uLg==,,,,,UGFyYSBNeXN0ZWx0YWlubi4=,,
mh99,,Rm9yIEdyaW10b290aC4=,,,,,UGFyYSBHcmltdG9vdGgu,,
mx99,,Rm9yIEV4ZWN1dGlvbmVyLg==,,,,,UGFyYSBFeGVjdXRvci4=,,
nB99,,SSdsbCBjb21lIGJhY2sgbmV4dCB0aW1lLg==,,,,,Vm9sdGFyZWkgbmEgcHLDs3hpbWEgdmV6Lg==,,
nR99,,W0JsYWNrc21pdGhdCkZvciB0aGUgTXlzdGVsdGFpbm4sIHlvdSBuZWVkCl4wMDk5RkYxIFlvdW5nIFR3aWdeMDAwMDAwCl4wMDk5RkYxIExva2kncyBXaGlzcGVyc14wMDAwMDAKXjAwOTlGRjEgTW90aGVyJ3MgTmlnaHRtYXJlXjAwMDAwMApeMDA5OUZGMSBGb29saXNobmVzcyBvZiBCbGluZF4wMDAwMDAKXjAwOTlGRjEgRW1wZXJpdW1eMDAwMDAwClRoYXQncyBpdC4=,,,,,W0ZlcnJlaXJvXQpQYXJhIG8gTXlzdGVsdGFpbm4sIHZvY8OqIHByZWNpc2EgZGUKXjAwOTlGRjEgWW91bmcgVHdpZ14wMDAwMDAKXjAwOTlGRjEgU3Vzc3Vycm9zIGRlIExva2leMDAwMDAwCl4wMDk5RkYxIE1vdGhlcidzIE5pZ2h0bWFyZV4wMDAwMDAKXjAwOTlGRjEgRm9vbGlzaG5lc3Mgb2YgQmxpbmReMDAwMDAwCl4wMDk5RkYxIEVtcGVyaXVtXjAwMDAwMArDiSBpc3NvIGHDrS4=,,
nh99,,W0JsYWNrc21pdGhdCkRvbid0IHRlbGwgbWUgeW91IGRvbid0IGtub3cgd2hhdCB0aGUgTXlzdGVsdGFpbm4gaXMuLi4=,,,,,W0ZlcnJlaXJvXQpOw6NvIG1lIGRpZ2EgcXVlIHZvY8OqIG7Do28gc2FiZSBvIHF1ZSDDqSBvIE15c3RlbHRhaW5uLi4u,,
nx99,,W0JsYWNrc21pdGhdCkZvciB0aGUgR3JpbXRvb3RoLCB5b3UgbmVlZApeMDA5OUZGMSBPbGQgSGlsdF4wMDAwMDAKXjAwOTlGRjEwIEJsYWRlcyBMb3N0IGluIERhcmtuZXNzXjAwMDAwMApeMDA5OUZGNSBDdXJzZWQgUnViaWVzXjAwMDAwMApeMDA5OUZGMTAwIE9ncmUgVGVldGheMDAwMDAwCl4wMDk5RkYxIEVtcGVyaXVtXjAwMDAwMApUaGF0J3MgYWxsLg==,,,,,W0ZlcnJlaXJvXQpQYXJhIG8gR3JpbXRvb3RoLCB2b2PDqiBwcmVjaXNhIGRlCl4wMDk5RkYxIE9sZCBIaWx0XjAwMDAwMApeMDA5OUZGMTAgTMOibWluYXMgUGVyZGlkYXMgbmEgRXNjdXJpZMOjb14wMDAwMDAKXjAwOTlGRjUgUnViaXMgQW1hbGRpw6dvYWRvc14wMDAwMDAKXjAwOTlGRjEwMCBEZW50ZXMgZGUgT2dyb14wMDAwMDAKXjAwOTlGRjEgRW1wZXJpdW1eMDAwMDAwCklzc28gw6kgdHVkby4=,,
oB99,,W0JsYWNrc21pdGhdCkRvbid0IHRlbGwgbWUgeW91IGRvbid0IGtub3cgd2hhdCB0aGUgRXhlY3V0aW9uZXIgc2lnbmlmaWVzLi4u,,,,,W0ZlcnJlaXJvXQpOw6NvIG1lIGRpZ2EgcXVlIHZvY8OqIG7Do28gc2FiZSBvIHF1ZSBzaWduaWZpY2EgbyBDYXJyYXNjby4uLg==,,
oR99,,W0JsYWNrc21pdGhdCkZvciB0aGUgRXhlY3V0aW9uZXIsIHlvdSdsbCBuZWVkCl4wMDk5RkYyIHBhaXJzIG9mIEV4ZWN1dGlvbmVyJ3MgTWl0dGVuXjAwMDAwMApeMDA5OUZGMTAgQmxvb2R5IEVkZ2VeMDAwMDAwCl4wMDk5RkYzIE5lY2tsYWNlIG9mIE9ibGl2aW9uXjAwMDAwMApeMDA5OUZGNTAgQW11bGV0XjAwMDAwMApeMDA5OUZGMSBFbXBlcml1bV4wMDAwMDAKVGhhdCdzIGFsbC4=,,,,,W0ZlcnJlaXJvXQpQYXJhIG8gRXhlY3V0b3IsIHZvY8OqIHByZWNpc2Fyw6EgZGUKXjAwOTlGRjIgcGFyZXMgZGUgTHV2YXMgZG8gQ2FycmFzY29eMDAwMDAwCl4wMDk5RkYxMCBCbG9vZHkgRWRnZV4wMDAwMDAKXjAwOTlGRjMgTmVja2xhY2Ugb2YgT2JsaXZpb25eMDAwMDAwCl4wMDk5RkY1MCBBbXVsZXReMDAwMDAwCl4wMDk5RkYxIEVtcGVyaXVtXjAwMDAwMApJc3NvIMOpIHR1ZG8u,,
oh99,,W0JsYWNrc21pdGhdCkRvbid0IHRlbGwgbWUgeW91IGRvbid0IGtub3cgd2hhdCB0aGUgR3JpbXRvb3RoIHN0YW5kcyBmb3IuLi4=,,,,,W0ZlcnJlaXJvXQpOw6NvIG1lIGRpZ2EgcXVlIHZvY8OqIG7Do28gc2FiZSBvIHF1ZSBzaWduaWZpY2EgbyBHcmltdG9vdGguLi4=,,
ox99,,W0JsYWNrc21pdGhdCkNvbWUgYmFjayB3aGVuIHlvdSBoYXZlIGV2ZXJ5dGhpbmcgcmVhZHkh,,,,,W0ZlcnJlaXJvXQpWb2x0ZSBxdWFuZG8gdGl2ZXIgdHVkbyBwcm9udG8h,,
pB99,,W0JsYWNrc21pdGhdCkkgc2VlLi4ud2hpY2ggc3dvcmQgZG8geW91IHdhbnQgbWUgdG8gZm9yZ2U/,,,,,W0ZlcnJlaXJvXQpFbnRlbmRvLi4uIHF1YWwgZXNwYWRhIHZvY8OqIHF1ZXIgcXVlIGV1IGZvcmplPw==,,
pR99,,W0JsYWNrc21pdGhdCkhtLi4uVGhlIE15c3RlbHRhaW5uLi4uSGF2ZSB5b3UgZ290dGVuIGV2ZXJ5dGhpbmcgSSB0b2xkIHlvdSB0byBnZXQ/IEJyaW5nIHRoZW0gdG8gbWUu,,,,,W0ZlcnJlaXJvXQpIbS4uLiBPIE15c3RlbHRhaW5uLi4uIFZvY8OqIHBlZ291IHR1ZG8gbyBxdWUgZXUgbGhlIGRpc3NlIHBhcmEgcGVnYXI/IFRyYWdhLW9zIHBhcmEgbWltLg==,,
ph99,,W0JsYWNrc21pdGhdCllvdSBmb3Jnb3QgdGhlIG1vc3QgaW1wb3J0YW50IHRoaW5nLiBUaGUgXjAwOTlGRllvdW5nIFR3aWdeMDAwMDAwIGlzIHRoZSBlc3NlbmNlIG9mIHRoZSBNeXN0ZWx0YWlubi4gR28gZmV0Y2ggaXQh,,,,,W0ZlcnJlaXJvXQpWb2PDqiBlc3F1ZWNldSBhIGNvaXNhIG1haXMgaW1wb3J0YW50ZS4gTyBeMDA5OUZGWW91bmcgVHdpZ14wMDAwMDAgw6kgYSBlc3PDqm5jaWEgZG8gTXlzdGVsdGFpbm4uIFbDoSBidXNjw6EtbGEh,,
px99,,W0JsYWNrc21pdGhdCllvdSBuZWVkIF4wMDk5RkZMb2tpJ3MgV2hpc3BlcnNeMDAwMDAwIHRvIGZvcmdlIHRoZSBNeXN0ZWx0YWlubi4uLmdvIGJyaW5nIGl0LiBRdWlja2x5IQ==,,,,,W0ZlcnJlaXJvXQpWb2PDqiBwcmVjaXNhIGRlIF4wMDk5RkZMb2tpJ3MgV2hpc3BlcnNeMDAwMDAwIHBhcmEgZm9yamFyIG8gTXlzdGVsdGFpbm4uLi4gdsOhIGJ1c2PDoS1sby4gUsOhcGlkbyE=,,
qB99,,W0JsYWNrc21pdGhdCkFzIG1lbnRpb25lZCBpbiB0aGUgc3RvcnksIHlvdSBjYW4ndCBsZWF2ZSBvdXQgdGhlIF4wMDk5RkZNb3RoZXIncyBOaWdodG1hcmVeMDAwMDAwIHdoZW4gZm9yZ2luZyB0aGUgTXlzdGVsdGFpbm4uIEdvIGZldGNoIGl0IQ==,,,,,W0ZlcnJlaXJvXQpDb21vIG1lbmNpb25hZG8gbmEgaGlzdMOzcmlhLCB2b2PDqiBuw6NvIHBvZGUgZGVpeGFyIGRlIGZvcmEgbyBeMDA5OUZGTW90aGVyJ3MgTmlnaHRtYXJlXjAwMDAwMCBhbyBmb3JqYXIgbyBNeXN0ZWx0YWlubi4gVsOhIGJ1c2PDoS1sbyE=,,
qR99,,W0JsYWNrc21pdGhdCllvdSBzZWVtIHRvIGhhdmUgZm9yZ290dGVuIEhvb2RsZXIncyBeMDA5OUZGRm9vbGlzaG5lc3Mgb2YgQmxpbmReMDAwMDAwOyBoZSBraWxsZWQgQmFsZHVyIGFmdGVyIGJlaW5nIHBlcnN1YWRlZCBieSBMb2tpLiBHbyBmZXRjaCBpdCE=,,,,,W0ZlcnJlaXJvXQpWb2PDqiBwYXJlY2UgdGVyIHNlIGVzcXVlY2lkbyBkYSBeMDA5OUZGRm9vbGlzaG5lc3Mgb2YgQmxpbmReMDAwMDAwIGRlIEhvb2RsZXI7IGVsZSBtYXRvdSBCYWxkdXIgZGVwb2lzIGRlIHNlciBwZXJzdWFkaWRvIHBvciBMb2tpLiBWw6EgYnVzY8OhLWxhIQ==,,
qh99,,W0JsYWNrc21pdGhdCllvdSBkbyBoYXZlIGFsbCB0aGUgbWF0ZXJpYWxzLCBidXQgeW91IGZvcmdvdCB0aGUgaXRlbSB0aGF0IHByb3ZlcyB5b3UncmUgd29ydGh5IG9mIHRoZSBzd29yZC4gSSBjYW4ndCBmb3JnZSB0aGUgc3dvcmQgd2l0aG91dCB0aGF0LiBCcmluZyB0aGUgXjAwOTlGRkVtcGVyaXVtXjAwMDAwMCBuZXh0IHRpbWUh,,,,,W0ZlcnJlaXJvXQpWb2PDqiB0ZW0gdG9kb3Mgb3MgbWF0ZXJpYWlzLCBtYXMgZXNxdWVjZXUgbyBpdGVtIHF1ZSBwcm92YSBxdWUgdm9jw6ogw6kgZGlnbm8gZGEgZXNwYWRhLiBOw6NvIHBvc3NvIGZvcmphciBhIGVzcGFkYSBzZW0gaXNzby4gVHJhZ2EgbyBeMDA5OUZGRW1wZXJpdW1eMDAwMDAwIGRhIHByw7N4aW1hIHZleiE=,,
qx99,,W0JsYWNrc21pdGhdCkdvb2QuLi5ldmVyeXRoaW5nJ3MgcmVhZHkuIEp1c3QgYSBtb21lbnQh,,,,,W0ZlcnJlaXJvXQpCb20uLi4gZXN0w6EgdHVkbyBwcm9udG8uIFPDsyB1bSBtb21lbnRvIQ==,,
rB99,,W0JsYWNrc21pdGhdCktlaCEgS2VoISBOb3cgSSBjYW4gdG91Y2ggdGhpcyBzd29yZCBhZ2FpbiEgSGVyZSEgSXQncyBkb25lISBLZWghIFlvdSB3b3VsZCB3YW50IHRvIHRvdWNoIGl0LCBobT8hCkRvbid0IHdvcnJ5LCBpdCB3b24ndCBkbyBhbnl0aGluZyB0byB5b3Uu,,,,,W0ZlcnJlaXJvXQpLZWghIEtlaCEgQWdvcmEgcG9zc28gdG9jYXIgbmVzdGEgZXNwYWRhIG5vdmFtZW50ZSEgQXF1aSEgRWxhIGVzdMOhIHByb250YSEgS2VoISBWb2PDqiBnb3N0YXJpYSBkZSB0b2PDoS1sYSwgaG0/IQpOw6NvIHNlIHByZW9jdXBlLCBlbGEgbsOjbyBmYXLDoSBuYWRhIGNvbSB2b2PDqi4=,,
rR99,,W0JsYWNrc21pdGhdCkFsbCByaWdodC4uLg==,,,,,W0ZlcnJlaXJvXQpNdWl0byBiZW0uLi4=,,
rh99,,W0JsYWNrc21pdGhdClVzZSB0aGlzIHN3b3JkIHdlbGwuIEtlaCE=,,,,,W0ZlcnJlaXJvXQpVc2UgYmVtIGVzc2EgZXNwYWRhLiBLZWgh,,
rx99,,W0JsYWNrc21pdGhdCkZyb20gdGhlbiBvbiwgdGhlIG90aGVyIEdvZHMgb2Z0ZW4gdGhyZXcgZGFuZ2Vyb3VzIHRoaW5ncyBhdCBCYWxkdXIsIGp1c3QgdG8gc2VlIGlmIEJhbGR1ciBoYWQgYmVjb21lIHJlYWxseSBpbW1vcnRhbC4KQW5kIGV2ZW4gYWZ0ZXIgdGhleSB3ZXJlIHN1cmUgdGhhdCBub3RoaW5nIGNvdWxkIGhhcm0gQmFsZHVyLCB0aGV5IGtlcHQgb24gdGhyb3dpbmcgZGFuZ2Vyb3VzIHRoaW5ncyBhdCBoaW0sIGp1c3QgZm9yIGZ1bi4=,,,,,W0ZlcnJlaXJvXQpBIHBhcnRpciBkZSBlbnTDo28sIG9zIG91dHJvcyBkZXVzZXMgZnJlcXVlbnRlbWVudGUgam9nYXZhbSBjb2lzYXMgcGVyaWdvc2FzIGVtIEJhbGR1ciwgYXBlbmFzIHBhcmEgdmVyIHNlIGVsZSBoYXZpYSBzZSB0b3JuYWRvIHJlYWxtZW50ZSBpbW9ydGFsLgpFIG1lc21vIGRlcG9pcyBkZSB0ZXJlbSBjZXJ0ZXphIGRlIHF1ZSBuYWRhIHBvZGVyaWEgZmVyaXIgQmFsZHVyLCBlbGVzIGNvbnRpbnVhcmFtIGEgam9nYXIgY29pc2FzIHBlcmlnb3NhcyBuZWxlLCBhcGVuYXMgcG9yIGRpdmVyc8Ojby4=,,
sB99,,W0JsYWNrc21pdGhdCk9uZSBvZiB0aGUgR29kcyB3YXMgZW52aW91cyBvZiBCYWxkdXIncyBpbnZpbmNpYmlsaXR5IHRob3VnaC4gVGhhdCB3YXMgTG9raS4gSGUgbWFkZSBpdCBoaXMgbWlzc2lvbiB0byBmaW5kIEJhbGR1cidzIHdlYWtuZXNzLgpIZSBsZWFybmVkIHRoYXQgdGhlcmUgd2FzIGEgY2VydGFpbiBraW5kIG9mIHBsYW50IHRoYXQgd2Fzbid0IGNvdmVyZWQgYnkgRnJpZ2cncyBzcGVsbC4gQW5kIHRoYXQgd2FzIHRoZSBwcmVkZWNlc3NvciBvZiBNeXN0ZWx0YWlubiAtIHRoZSB5b3VuZyB0d2lnLgpUaGUgR29kZGVzcyB0aG91Z2h0IHRoYXQgYSB3ZWFrIHBsYW50IGxpa2UgdGhhdCBjb3VsZCBub3QgaGFybSBoZXIgc29uLCBzbyBzaGUgcGFpZCBsaXR0bGUgYXR0ZW50aW9uIHRvIGl0LiA=,,,,,W0ZlcnJlaXJvXQpObyBlbnRhbnRvLCB1bSBkb3MgZGV1c2VzIHRpbmhhIGludmVqYSBkYSBpbnZlbmNpYmlsaWRhZGUgZGUgQmFsZHVyLiBFcmEgTG9raS4gRWxlIGZleiBkZSBzdWEgbWlzc8OjbyBlbmNvbnRyYXIgbyBwb250byBmcmFjbyBkZSBCYWxkdXIuCkVsZSBkZXNjb2JyaXUgcXVlIGhhdmlhIHVtIGNlcnRvIHRpcG8gZGUgcGxhbnRhIHF1ZSBuw6NvIGVyYSBjb2JlcnRvIHBlbG8gZmVpdGnDp28gZGUgRnJpZ2cuIEUgZXNzZSBlcmEgbyBhbnRlY2Vzc29yIGRlIE15c3RlbHRhaW5uIC0gbyBqb3ZlbSBnYWxoby4KQSBEZXVzYSBhY2hhdmEgcXVlIHVtYSBwbGFudGEgZnJhY2EgY29tbyBhcXVlbGEgbsOjbyBwb2RlcmlhIHByZWp1ZGljYXIgc2V1IGZpbGhvLCBwb3IgaXNzbyBuw6NvIGRldSBtdWl0YSBhdGVuw6fDo28gYSBlbGEu,,
sR99,,W0JsYWNrc21pdGhdCkxva2kga2VwdCBvbiB0ZW1wdGluZyBIb29kbGVyIHRvIHRocm93IHRoZSB5b3VuZyB0d2lnIGF0IEJhbGR1ci4gTG9raSBzdWNjZWVkZWQgYW5kIEhvb2xkZXIgdGhyZXcgaXQuCkF0IHRoYXQgaW5zdGFudCwgdGhlIHNvZnQgbGl0dGxlIGJyYW5jaCBiZWNhbWUgZGVhZGx5IHNoYXJwLCBwaWVyY2luZyBCYWxkdXIncyBoZWFydC4=,,,,,W0ZlcnJlaXJvXQpMb2tpIGNvbnRpbnVvdSB0ZW50YW5kbyBIb29kbGVyIGEgam9nYXIgbyBnYWxobyBqb3ZlbSBlbSBCYWxkdXIuIExva2kgY29uc2VndWl1IGUgSG9vbGRlciBvIGF0aXJvdS4KTmFxdWVsZSBpbnN0YW50ZSwgbyBwZXF1ZW5vIGdhbGhvIG1hY2lvIHNlIHRvcm5vdSBtb3J0YWxtZW50ZSBhZmlhZG8sIHBlcmZ1cmFuZG8gbyBjb3Jhw6fDo28gZGUgQmFsZHVyLg==,,
sh99,,W0JsYWNrc21pdGhdCkJlY2F1c2UgaXQga2lsbGVkIE9kaW4ncyBzb24sIEJhbGR1ciwgaXQgd2FzIGNvbmRlbW5lZC4gQnV0Li4ud2VsbC4uLmV2ZXJ5IG5vdyBhbmQgdGhlbiBzb21lb25lIGxpa2UgeW91IGNvbWVzIHRvIG1lLg==,,,,,W0ZlcnJlaXJvXQpQb3IgdGVyIG1hdGFkbyBvIGZpbGhvIGRlIE9kaW4sIEJhbGR1ciwgZWxhIGZvaSBjb25kZW5hZGEuIE1hcy4uLiBiZW0uLi4gZGUgdmV6IGVtIHF1YW5kbyBhbGd1w6ltIGNvbW8gdm9jw6ogdmVtIGF0w6kgbWltLg==,,
