oKN8Aw,,Um90ZXJ0,,,,,Um90ZXJ0,,Um90ZXJ0
6qN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpJIGFza2VkIHRoZSBFZGVuIEdyb3VwIGZvciBhaWQsIHNvIHRoZXJlIHdpbGwgYmUgb3RoZXIgYWR2ZW50dXJlcnMgY29taW5nIHRvIGhlbHAu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFdSBwZWRpIGFqdWRhIGFvIEdydXBvIMOJZGVuLCBlbnTDo28gb3V0cm9zIGF2ZW50dXJlaXJvcyB2aXLDo28gcGFyYSBhanVkYXIu,,W1NhY2VyZG90ZSBUZWJlbmlvXQpQZWTDrSBheXVkYSBhbCBHcnVwbyBkZSBFZMOpbiwgYXPDrSBxdWUgdmVuZHLDoW4gb3Ryb3MgdHJvdGFtdW5kb3MgYSBheXVkYXIu
66N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGVyZSBhcmUgdGhyZWUgSG9seSBHcm91bmRzIHRoYXQgbmVlZCB0byBiZSBwdXJpZmllZC4KV2hpY2ggYXJlYSBkbyB5b3Ugd2lzaCB0byBnbyB0bz8=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpIw6EgdHLDqnMgU2FudHXDoXJpb3MgZGUgUmFjaGVsIHF1ZSBwcmVjaXNhbSBzZXIgcHVyaWZpY2Fkb3MuClBhcmEgcXVhbCDDoXJlYSB2b2PDqiBkZXNlamEgaXI/,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFcyBuZWNlc2FyaW8gcHVyaWZpY2FyIHRyZXMgdGllcnJhcyBzYWdyYWRhcy4Kwr9BIHF1w6kgem9uYSBkZXNlYXMgaXI/
7KN8Aw,,V2VzdCBIb2x5IEdyb3VuZA==,,,,,U2FudHXDoXJpbyBkZSBSYWNoZWwgZG8gT2VzdGU=,,VGllcnJhIHNhZ3JhZGEgZGVsIG9lc3RlLg==
7aN8Aw,,RWFzdCBIb2x5IEdyb3VuZA==,,,,,U2FudHXDoXJpbyBkZSBSYWNoZWwgZG8gTGVzdGU=,,VGllcnJhIHNhZ3JhZGEgZGVsIGVzdGUu
7qN8Aw,,U291dGggSG9seSBHcm91bmQ=,,,,,U2FudHXDoXJpbyBkZSBSYWNoZWwgZG8gU3Vs,,VGllcnJhIHNhZ3JhZGEgZGVsIHN1ci4=
76N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGUgV2VzdCBzaG91bGQgYmUgdW5kZXIgc29tZSBsZXZlbCBvZiBjb250cm9sIG5vdy4KWW91IHNob3VsZCBnZXQgc29tZSByZXN0LgpZb3UgY2FuIGdvIGFnYWluIHRvbW9ycm93IG1vcm5pbmcu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPIE9lc3RlIGRldmUgZXN0YXIgc29iIGFsZ3VtIG7DrXZlbCBkZSBjb250cm9sZSBhZ29yYS4KVm9jw6ogZGV2ZSBkZXNjYW5zYXIgdW0gcG91Y28uClZvY8OqIHBvZGUgaXIgbm92YW1lbnRlIGFtYW5ow6MgZGUgbWFuaMOjLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbCBvZXN0ZSB5YSBkZWJlcsOtYSBlc3RhciBtw6FzIG8gbWVub3MgYmFqbyBjb250cm9sLgpEZWJlcsOtYXMgZGVzY2Fuc2FyLgpQdWVkZXMgdm9sdmVyIG1hw7FhbmEgcG9yIGxhIG1hw7FhbmEu
8KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpEaWQgeW91IHNsZWVwIHdlbGw/CkRvIHlvdSB3aXNoIHRvIHB1cmlmeSB0aGUgV2VzdD8KT3IgbmVlZCBtb3JlIHRpbWU/,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBkb3JtaXUgYmVtPwpEZXNlamEgcHVyaWZpY2FyIG8gT2VzdGU/Ck91IHByZWNpc2EgZGUgbWFpcyB0ZW1wbz8=,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv0Rvcm1pc3RlIGJpZW4/CsK/RGVzZWFzIHB1cmlmaWNhciBlbCBvZXN0ZT8Kwr9PIG5lY2VzaXRhcyBtw6FzIHRpZW1wbz8=
8aN8Aw,,R28ga2lsbCBWYW5iZXJrcyBhbmQgSXNpbGxhcy4=,,,,,VsOhIG1hdGFyIFZhbmJlcmtzIGUgSXNpbGxhcy4=,,SXLDqSBhIG1hdGFyIGEgbG9zIFZhbmJlcmsgeSBhIGxvcyBJc2lsbGEu
8qN8Aw,,SSdsbCBiZSBiYWNrLg==,,,,,RXUgdm9sdGFyZWku,,WWEgcmVncmVzby4=
86N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpQbGVhc2Uga2lsbCB0aGUgZXZpbCBeNEQ0REZGVmFuYmVya3MgYW5kIElzaWxsYXMgXjAwMDAwMGluIHRoZSBXZXN0IEhvbHkgR3JvdW5kLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpQb3IgZmF2b3IsIG1hdGUgb3MgbWFsdmFkb3MgXjRENERGRlZhbmJlcmtzIGUgSXNpbGxhcyBeMDAwMDAwbm8gU2FudHXDoXJpbyBkZSBSYWNoZWwgZG8gT2VzdGUu,,W1NhY2VyZG90ZSBUZWJlbmlvXQpNYXRhIGEgbG9zIG1hbHZhZG9zIF40RDRERkZWYW5iZXJrIGUgSXNpbGxhIF4wMDAwMDBlbiBsYSB0aWVycmEgc2FncmFkYSBkZWwgb2VzdGUu
9KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpEbyB5b3UgcmVtZW1iZXIgdGhlIGVudHJhbmNlPwpUaGUgc2VjcmV0IGhvbGUuCk1heSBGcmV5YSdzIGdyYWNlIGJlIHdpdGggeW91IQ==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBzZSBsZW1icmEgZGEgZW50cmFkYT8KTyBidXJhY28gc2VjcmV0by4KUXVlIGEgZ3Jhw6dhIGRlIEZyZXlhIGVzdGVqYSBjb20gdm9jw6oh,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv1JlY3VlcmRhcyBsYSBlbnRyYWRhPwpFbCBhZ3VqZXJvIHNlY3JldG8uCsKhUXVlIGxhIGdyYWNpYSBkZSBGcmV5YSB0ZSBhY29tcGHDsWUh
9aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpPaCwgc3VyZS4gR2V0IG1vcmUgcmVzdCEKQnV0IHBsZWFzZSBkbyBjb21lIGJhY2sgc29vbi4gT2theT8=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBaCwgY2xhcm8uIERlc2NhbnNlIG1haXMhCk1hcywgcG9yIGZhdm9yLCB2b2x0ZSBsb2dvLiBFc3TDoSBiZW0/,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBaCwgY2xhcm8uIMKhRGVzY2Fuc2EgbcOhcyEKUGVybyB2dWVsdmUgcHJvbnRvLCBwb3IgZmF2b3IuIMK/U8OtPw==
9qN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpZb3UgcHVyaWZpZWQgdGhlIGVudGlyZSBXZXN0IEhvbHkgR3JvdW5kIQpUaGFuayB5b3Ugc28gbXVjaC4KSSBkb24ndCBrbm93IHdoYXQgSSB3b3VsZCd2ZSBkb25lIHdpdGhvdXQgeW91Li4u,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBwdXJpZmljb3UgdG9kbyBvIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIE9lc3RlIQpNdWl0byBvYnJpZ2Fkby4KTsOjbyBzZWkgbyBxdWUgZXUgdGVyaWEgZmVpdG8gc2VtIHZvY8OqLi4u,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCoVB1cmlmaWNhc3RlIHRvZGEgbGEgdGllcnJhIHNhZ3JhZGEgZGVsIG9lc3RlIQpNdWNoYXMgZ3JhY2lhcy4KTm8gc8OpIHF1w6kgaHViaWVyYSBoZWNobyBzaW4gdGnigKY=
96N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpDYW4geW91IGNoZWNrIG90aGVyIEhvbHkgR3JvdW5kcyBhcyB3ZWxsPwpPciBjb21lIGJhY2sgYWdhaW4gYWZ0ZXIgeW91IGdldCBzb21lIHJlc3Qu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBwb2RlIHZlcmlmaWNhciBvdXRyb3MgU2FudHXDoXJpb3MgZGUgUmFjaGVsIHRhbWLDqW0/Ck91IHZvbHRlIG5vdmFtZW50ZSBkZXBvaXMgZGUgZGVzY2Fuc2FyIHVtIHBvdWNvLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv1B1ZWRlcyByZXZpc2FyIHRhbWJpw6luIG90cmFzIHRpZXJyYXMgc2FncmFkYXM/Ck8gdnVlbHZlIGRlc3B1w6lzIGRlIGRlc2NhbnNhciB1biBwb2NvLg==
+KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGUgV2VzdCBIb2x5IEdyb3VuZCBzcGF3bnMgXjRENERGRlZhbmJlcmtzIGFuZCBJc2lsbGFzXjAwMDAwMC4KVGhleSB3ZXJlIGFscmVhZHkgbHVuYXRpY3MgYmVmb3JlLApzbyBJJ20gbm90IHN1cmUgaWYgaXQncyByZWFsbHkgZXZpbCBzcGlyaXRzIHRha2luZyBvdmVyIHRoZWlyIGJvZGllcyBvciBpZiB0aGV5J3JlIGp1c3QgYmVpbmcgdGhlbXNlbHZlcy4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIE9lc3RlIGdlcmEgXjRENERGRlZhbmJlcmtzIGUgSXNpbGxhc14wMDAwMDAuCkVsZXMgasOhIGVyYW0gbHVuw6F0aWNvcyBhbnRlcywKcG9yIGlzc28gbsOjbyB0ZW5obyBjZXJ0ZXphIHNlIHPDo28gcmVhbG1lbnRlIGVzcMOtcml0b3MgbWFsaWdub3MgdG9tYW5kbyBjb250YSBkZSBzZXVzIGNvcnBvcyBvdSBzZSBlc3TDo28gYXBlbmFzIHNlbmRvIGVsZXMgbWVzbW9zLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbiBsYSB0aWVycmEgc2FncmFkYSBkZWwgb2VzdGUgYXBhcmVjZW4gXjRENERGRlZhbmJlcmsgZSBJc2lsbGFeMDAwMDAwLgpZYSBlcmFuIGx1bsOhdGljb3MgYW50ZXMsCmFzw60gcXVlIG5vIHPDqSBzaSBoYXkgZXNww61yaXR1cyBtYWxpZ25vcyBhcG9kZXLDoW5kb3NlIGRlIHN1cyBjdWVycG9zIG8gc2kgYXPDrSBzb24gZWxsb3MgbWlzbW9zLg==
+aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpXZSBjYW4ndCBqdXN0IGxldCB0aGlzIGJlLgpXaGF0IGRvIHlvdSB0aGluaz8=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpOw6NvIHBvZGVtb3Mgc2ltcGxlc21lbnRlIGRlaXhhciBpc3NvIGFjb250ZWNlci4KTyBxdWUgdm9jw6ogYWNoYT8=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpObyBwb2RlbW9zIGRlamFybG8gYXPDrS4Kwr9RdcOpIHBpZW5zYXM/
+qN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGVuLCBwbGVhc2UgZG8gc28uClBsZWFzZSBraWxsIHRoZSBldmlsIF40RDRERkZWYW5iZXJrcyBhbmQgSXNpbGxhcyBeMDAwMDAwaW4gdGhlIFdlc3QgSG9seSBHcm91bmQu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnTDo28sIHBvciBmYXZvciwgZmHDp2EgaXNzby4KUG9yIGZhdm9yLCBtYXRlIG9zIG1hbHZhZG9zIF40RDRERkZWYW5iZXJrcyBlIElzaWxsYXMgXjAwMDAwMG5vIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIE9lc3RlLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnRvbmNlcywgaGF6bG8sIHBvciBmYXZvci4KTWF0YSBhIGxvcyBtYWx2YWRvcyBeNEQ0REZGVmFuYmVyayBlIElzaWxsYSBeMDAwMDAwZW4gbGEgdGllcnJhIHNhZ3JhZGEgZGVsIG9lc3RlLg==
+6N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpZb3UgY2FuIGFsc28gdXNlIHRoZSBzZWNyZXQgaG9sZSBJIG1hZGUgb3V0c2lkZSB0aGUgdGVtcGxlIHRoYXQgbGVhZHMgZGlyZWN0bHkgdG8gdGhlIEhvbHkgR3JvdW5kIQpNYXkgRnJleWEncyBncmFjZSBiZSB3aXRoIHlvdSE=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiB0YW1iw6ltIHBvZGUgdXNhciBvIGJ1cmFjbyBzZWNyZXRvIHF1ZSBmaXogZm9yYSBkbyB0ZW1wbG8gZSBxdWUgbGV2YSBkaXJldGFtZW50ZSBhbyBTYW50dcOhcmlvIGRlIFJhY2hlbCEKUXVlIGEgZ3Jhw6dhIGRlIEZyZXlhIGVzdGVqYSBjb20gdm9jw6oh,,W1NhY2VyZG90ZSBUZWJlbmlvXQpUYW1iacOpbiBwdWVkZXMgdXNhciBlbCBhZ3VqZXJvIHNlY3JldG8gcXVlIGhpY2UgYWZ1ZXJhIGRlbCB0ZW1wbG8geSBxdWUgbGxldmEgZGlyZWN0YW1lbnRlIGEgbGEgdGllcnJhIHNhZ3JhZGEuCsKhUXVlIGxhIGdyYWNpYSBkZSBGcmV5YSB0ZSBhY29tcGHDsWUh
/KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpPaCwgZG8geW91IHdpc2ggdG8gY2hvb3NlIGEgSG9seSBHcm91bmQ/,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPaCwgdm9jw6ogZGVzZWphIGVzY29saGVyIHVtIFNhbnR1w6FyaW8gZGUgUmFjaGVsPw==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBaCwgwr9xdWllcmVzIGVsZWdpciB1bmEgdGllcnJhIHNhZ3JhZGE/
/aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGFua3MgdG8geW91ciBlZmZvcnQsIHRoZXkgc2hvdWxkIHJlc3QgaW4gcGVhY2UuCllvdSBzaG91bGQgZ2V0IHNvbWUgcmVzdC4KWW91IGNhbiBnbyBhZ2FpbiB0b21vcnJvdyBtb3JuaW5nLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpHcmHDp2FzIGFvIHNldSBlc2ZvcsOnbywgZWxlcyBkZXZlbSBkZXNjYW5zYXIgZW0gcGF6LgpWb2PDqiBkZXZlIGRlc2NhbnNhciB1bSBwb3Vjby4KVm9jw6ogcG9kZSBpciBub3ZhbWVudGUgYW1hbmjDoyBkZSBtYW5ow6Mu,,W1NhY2VyZG90ZSBUZWJlbmlvXQpHcmFjaWFzIGEgdHUgZXNmdWVyem8sIGRlYmVyw61hbiBkZXNjYW5zYXIgZW4gcGF6LgpEZWJlcsOtYXMgZGVzY2Fuc2FyLgpQdWVkZXMgdm9sdmVyIG1hw7FhbmEgcG9yIGxhIG1hw7FhbmEu
/qN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpEaWQgeW91IHNsZWVwIHdlbGw/CkRvIHlvdSB3aXNoIHRvIHB1cmlmeSB0aGUgRWFzdD8KT3IgbmVlZCBtb3JlIHRpbWU/,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBkb3JtaXUgYmVtPwpEZXNlamEgcHVyaWZpY2FyIG8gTGVzdGU/Ck91IHByZWNpc2EgZGUgbWFpcyB0ZW1wbz8=,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv0Rvcm1pc3RlIGJpZW4/CsK/RGVzZWFzIHB1cmlmaWNhciBlbCBlc3RlPwrCv08gbmVjZXNpdGFzIG3DoXMgdGllbXBvPw==
/6N8Aw,,S2lsbCBIb2RyZW1saW5zLg==,,,,,TWF0ZSBIb2RyZW1saW5zLg==,,TWF0YXIgYSBsb3MgSG9kcmVtbGluLg==
AKR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpQbGVhc2Uga2lsbCB0aGUgZXZpbCBeNEQ0REZGSG9kcmVtbGluc14wMDAwMDAgaW4gdGhlIEVhc3QgSG9seSBHcm91bmQu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpQb3IgZmF2b3IsIG1hdGUgb3MgbWFsaWdub3MgXjRENERGRkhvZHJlbWxpbnNeMDAwMDAwIG5vIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIExlc3RlLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpNYXRhIGEgbG9zIG1hbHZhZG9zIF40RDRERkZIb2RyZW1saW5eMDAwMDAwIGVuIGxhIHRpZXJyYSBzYWdyYWRhIGRlbCBlc3RlLg==
AaR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpZb3UgcHVyaWZpZWQgdGhlIGVudGlyZSBFYXN0IEhvbHkgR3JvdW5kIQpUaGFuayB5b3Ugc28gbXVjaC4KSSBkb24ndCBrbm93IHdoYXQgSSB3b3VsZCd2ZSBkb25lIHdpdGhvdXQgeW91Li4u,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBwdXJpZmljb3UgdG9kbyBvIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIExlc3RlIQpNdWl0byBvYnJpZ2Fkby4KTsOjbyBzZWkgbyBxdWUgZXUgdGVyaWEgZmVpdG8gc2VtIHZvY8OqLi4u,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCoVB1cmlmaWNhc3RlIHRvZGEgbGEgdGllcnJhIHNhZ3JhZGEgZGVsIGVzdGUhCk11Y2hhcyBncmFjaWFzLgpObyBzw6kgcXXDqSBodWJpZXJhIGhlY2hvIHNpbiB0aeKApg==
AqR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGUgRWFzdCBIb2x5IEdyb3VuZCBzcGF3bnMgXjRENERGRkhvZHJlbWxpbnNeMDAwMDAwLgpXZSBoYXZlIG5vIGlkZWEgd2hlcmUgdGhleSdyZSBjb21pbmcgZnJvbS4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIExlc3RlIGdlcmEgXjRENERGRkhvZHJlbWxpbnNeMDAwMDAwLgpOw6NvIHRlbW9zIGlkZWlhIGRlIG9uZGUgZWxlcyBlc3TDo28gdmluZG8u,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbiBsYSB0aWVycmEgc2FncmFkYSBkZWwgZXN0ZSBhcGFyZWNlbiBeNEQ0REZGSG9kcmVtbGluXjAwMDAwMC4KTm8gdGVuZW1vcyBuaSBpZGVhIGRlIGTDs25kZSB2aWVuZW4u
A6R8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGVuLCBwbGVhc2UgZG8gc28uClBsZWFzZSBraWxsIHRoZSBldmlsIF40RDRERkZIb2RyZW1saW5zXjAwMDAwMCBpbiB0aGUgRWFzdCBIb2x5IEdyb3VuZC4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnTDo28sIHBvciBmYXZvciwgZmHDp2EgaXNzby4KUG9yIGZhdm9yLCBtYXRlIG9zIG1hbGlnbm9zIF40RDRERkZIb2RyZW1saW5zXjAwMDAwMCBubyBTYW50dcOhcmlvIGRlIFJhY2hlbCBkbyBMZXN0ZS4=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnRvbmNlcywgaGF6bG8sIHBvciBmYXZvci4KTWF0YSBhIGxvcyBtYWx2YWRvcyBeNEQ0REZGSG9kcmVtbGluXjAwMDAwMCBlbiBsYSB0aWVycmEgc2FncmFkYSBkZWwgZXN0ZS4=
BKR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGUgU291dGggc2hvdWxkIGJlIHVuZGVyIHNvbWUgbGV2ZWwgb2YgY29udHJvbCBub3cuCllvdSBzaG91bGQgZ2V0IHNvbWUgcmVzdC4KWW91IGNhbiBnbyBhZ2FpbiB0b21vcnJvdyBtb3JuaW5nLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPIFN1bCBkZXZlIGVzdGFyIHNvYiBhbGd1bSBuw612ZWwgZGUgY29udHJvbGUgYWdvcmEuClZvY8OqIGRldmUgZGVzY2Fuc2FyIHVtIHBvdWNvLgpWb2PDqiBwb2RlIGlyIG5vdmFtZW50ZSBhbWFuaMOjIGRlIG1hbmjDoy4=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbCBzdXIgeWEgZGViZXLDrWEgZXN0YXIgbcOhcyBvIG1lbm9zIGJham8gY29udHJvbC4KRGViZXLDrWFzIGRlc2NhbnNhci4KUHVlZGVzIHZvbHZlciBtYcOxYW5hIHBvciBsYSBtYcOxYW5hLg==
BaR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpEaWQgeW91IHNsZWVwIHdlbGw/CkRvIHlvdSB3aXNoIHRvIHB1cmlmeSB0aGUgU291dGg/Ck9yIG5lZWQgbW9yZSB0aW1lPw==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBkb3JtaXUgYmVtPwpEZXNlamEgcHVyaWZpY2FyIG8gU3VsPwpPdSBwcmVjaXNhIGRlIG1haXMgdGVtcG8/,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv0Rvcm1pc3RlIGJpZW4/CsK/RGVzZWFzIHB1cmlmaWNhciBlbCBzdXI/CsK/TyBuZWNlc2l0YXMgbcOhcyB0aWVtcG8/
BqR8Aw,,S2lsbCBBZ2F2cyBhbmQgRWNoaW9zLg==,,,,,TWF0ZSBBZ2F2cyBlIEVjaGlvcy4=,,TWF0YXIgYSBsb3MgQWdhdiB5IEVjaGlvLg==
B6R8Aw,,W1ByaWVzdCBUZWJlbmlvXQpQbGVhc2Uga2lsbCB0aGUgZXZpbF40RDRERkZBZ2F2cyBhbmQgRWNoaW9zIF4wMDAwMDBpbiB0aGUgU291dGggSG9seSBHcm91bmQu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpQb3IgZmF2b3IsIG1hdGUgb3MgbWFsdmFkb3MgXjRENERGRkFnYXZzIGUgRWNoaW9zIF4wMDAwMDBubyBTYW50dcOhcmlvIGRlIFJhY2hlbCBkbyBTdWwu,,W1NhY2VyZG90ZSBUZWJlbmlvXQpNYXRhIGEgbG9zIG1hbHZhZG9zIF40RDRERkZBZ2F2IHkgRWNoaW8gXjAwMDAwMGVuIGxhIHRpZXJyYSBzYWdyYWRhIHN1ci4=
CKR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpZb3UgcHVyaWZpZWQgdGhlIGVudGlyZSBTb3V0aCBIb2x5IEdyb3VuZCEKVGhhbmsgeW91IHNvIG11Y2guCkkgZG9uJ3Qga25vdyB3aGF0IEkgd291bGQndmUgZG9uZSB3aXRob3V0IHlvdS4uLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpWb2PDqiBwdXJpZmljb3UgdG9kbyBvIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIFN1bCEKTXVpdG8gb2JyaWdhZG8uCk7Do28gc2VpIG8gcXVlIGV1IHRlcmlhIGZlaXRvIHNlbSB2b2PDqi4uLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCoVB1cmlmaWNhc3RlIHRvZGEgbGEgdGllcnJhIHNhZ3JhZGEgZGVsIHN1ciEKTXVjaGFzIGdyYWNpYXMuCk5vIHPDqSBxdcOpIGh1YmllcmEgaGVjaG8gc2luIHRp4oCm
CaR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGUgU291dGggSG9seSBHcm91bmQgc3Bhd25zIF40RDRERkZBZ2F2cyBhbmQgRWNoaW9zXjAwMDAwMC4KVGhleSB3ZXJlIGFscmVhZHkgbHVuYXRpY3MgYmVmb3JlLApzbyBJJ20gbm90IHN1cmUgaWYgaXQncyByZWFsbHkgZXZpbCBzcGlyaXRzIHRha2luZyBvdmVyIHRoZWlyIGJvZGllcyBvciBpZiB0aGV5J3JlIGp1c3QgYmVpbmcgdGhlbXNlbHZlcy4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpPIFNhbnR1w6FyaW8gZGUgUmFjaGVsIGRvIFN1bCBnZXJhIF40RDRERkZBZ2F2cyBlIEVjaGlvc14wMDAwMDAuCkVsZXMgasOhIGVyYW0gbHVuw6F0aWNvcyBhbnRlcywKcG9yIGlzc28gbsOjbyB0ZW5obyBjZXJ0ZXphIHNlIHPDo28gcmVhbG1lbnRlIGVzcMOtcml0b3MgbWFsaWdub3MgdG9tYW5kbyBjb250YSBkZSBzZXVzIGNvcnBvcyBvdSBzZSBlc3TDo28gYXBlbmFzIHNlbmRvIGVsZXMgbWVzbW9zLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbiBsYSB0aWVycmEgc2FncmFkYSBkZWwgc3VyIGFwYXJlY2VuIF40RDRERkZBZ2F2IHkgRWNoaW9eMDAwMDAwLgpZYSBlcmFuIGx1bsOhdGljb3MgYW50ZXMsCmFzw60gcXVlIG5vIHPDqSBzaSBoYXkgZXNww61yaXR1cyBtYWxpZ25vcyBhcG9kZXLDoW5kb3NlIGRlIHN1cyBjdWVycG9zIG8gc2kgYXPDrSBzb24gZWxsb3MgbWlzbW9zLg==
CqR8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGVuLCBwbGVhc2UgZG8gc28uClBsZWFzZSBraWxsIHRoZSBldmlsXjRENERGRkFnYXZzIGFuZCBFY2hpb3MgXjAwMDAwMGluIHRoZSBTb3V0aCBIb2x5IEdyb3VuZC4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnTDo28sIHBvciBmYXZvciwgZmHDp2EgaXNzby4KUG9yIGZhdm9yLCBtYXRlIG9zIG1hbGlnbm9zIF40RDRERkZBZ2F2cyBlIEVjaGlvcyBeMDAwMDAwbm8gU2FudHXDoXJpbyBkZSBSYWNoZWwgZG8gU3VsLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbnRvbmNlcywgaGF6bG8sIHBvciBmYXZvci4KTWF0YSBhIGxvcyBtYWx2YWRvcyBeNEQ0REZGQWdhdiB5IEVjaGlvIF4wMDAwMDBlbiBsYSB0aWVycmEgc2FncmFkYSBzdXIu
C6R8Aw,,QWxjaGVtaXN0IE1pbmdtaW4=,,,,,QWxxdWltaXN0YSBNaW5nbWlu,,QWxxdWltaXN0YSBNaW5nbWlu
DKR8Aw,,W01pbmdtaW5dCk1heSBMdWNpZmVyJ3MgTGFtZW50IGxlYWQgeW91IHRvIHRoZSBvbGQgY2l0eS4KSXQncyBvbmUgb2YgdGhlIHRhbGVzIG9mIEdlZmZlbmlhLi4u,,,,,W01pbmdtaW5dClF1ZSBvIExhbWVudG8gZGUgTMO6Y2lmZXIgbyBsZXZlIMOgIGNpZGFkZSBhbnRpZ2EuCsOJIHVtIGRvcyBjb250b3MgZGUgR2VmZmVuaWEuLi4=,,W01pbmdtaW5dClF1ZSBlbCBMYW1lbnRvIGRlIEx1Y2lmZXIgdGUgbGxldmUgYSBsYSBhbnRpZ3VhIGNpdWRhZC4KRXMgdW5vIGRlIGxvcyBjdWVudG9zIGRlIEdlZmZlbmlh4oCm
