wG1iCw,,TmVtbWE=,,,,,TmVtbWE=,,TmVtbWE=
/21iCw,,W1ByaWVzdGVzcyBOZW1tYV0KT2gsIHt9IHRyYXZlbGVyIQpOb3csIHlvdSBkb24ndCBuZWVkIHRvIHdvcnJ5LApUaGUgZG9vciBvcGVuZWQgZWFybGllciEKSSB3YXMgc28gc3VycHJpc2VkLi4u,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpPaCwge30gdmlhamFudGUhCk7Do28gcHJlY2lzYSBzZSBwcmVvY3VwYXIsCmEgcG9ydGEgYWJyaXUgbWFpcyBjZWRvIQpGaXF1ZWkgbXVpdG8gc3VycHJlc2EuLi4=,,W1NhY2VyZG90aXNhIE5lbW1hXQrCoUFoLCB7fSEKWWEgbm8gdGllbmVzIGRlIHF1w6kgcHJlb2N1cGFydGUuCsKhTGEgcHVlcnRhIHNlIGFicmnDsyBoYWNlIHVuIHJhdG8hCk1lIHNvcnByZW5kacOzIG11Y2hv4oCm
AG5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KRmFubyB0b29rIGNhcmUgb2YgaXQsCkl0J3MgdGhlIGZpcnN0IHRpbWUgc29tZXRoaW5nIGxpa2UgdGhpcyBoYXMgaGFwcGVuZWQsClNvbWV0aGluZyBpcyBoYXBwZW5pbmcKSSB3YXMgd29ycmllZCwgYnV0IGZvcnR1bmF0ZWx5LCBldmVyeXRoaW5nIGlzIG9rYXku,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBIEZhbm8gcmVzb2x2ZXUgdHVkby4Kw4kgYSBwcmltZWlyYSB2ZXogcXVlIGFsZ28gYXNzaW0gYWNvbnRlY2UuCkVzdGF2YSBhY29udGVjZW5kbyBhbGd1bWEgY29pc2EgZQpldSBmaXF1ZWkgcHJlb2N1cGFkYSwgbWFzLCBmZWxpem1lbnRlLCBlc3TDoSB0dWRvIGJlbS4=,,W1NhY2VyZG90aXNhIE5lbW1hXQpQYW5ubyBsbyBzb2x1Y2lvbsOzLgpFcyBsYSBwcmltZXJhIHZleiBxdWUgb2N1cnJlIGFsZ28gYXPDrS4KRXN0w6EgcGFzYW5kbyBhbGdvLgpNZSBwcmVvY3Vww6ksIHBlcm8gcG9yIHN1ZXJ0ZSB0b2RvIHNhbGnDsyBiaWVuLg==
AW5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KU3RpbGwsIG5leHQgdGltZSB5b3UnbGwgc3VkZGVubHkgcmVhbGl6ZSB0aGF0CldoZW4gdGhlIGRvb3Igd29uJ3Qgb3BlbiBhZ2Fpbi4uLgpJIHdpbGwgYmUgd29ycnlpbmcgYWJvdXQgaXQgYWdhaW4uLi4=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpNZXNtbyBhc3NpbSwgZGEgcHLDs3hpbWEgdmV6IHF1ZQphIHBvcnRhIG7Do28gYWJyaXIuLi4KRXUgdm91IG1lIGRlc2VzcGVyYXIgbm92YW1lbnRlLi4u,,W1NhY2VyZG90aXNhIE5lbW1hXQpEZSB0b2RhcyBmb3JtYXMsIGxhIHByw7N4aW1hIHZleiB2ZXLDoXMgZGUgcHJvbnRvIHF1ZeKApgpjdWFuZG8sIG90cmEgdmV6LCBsYSBwdWVydGEgbm8gc2UgYWJyYeKApgp2b2x2ZXLDqSBhIHByZW9jdXBhcm1l4oCm
Am5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVWgtb2h+,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpVaC1vaC4=,,W1NhY2VyZG90aXNhIE5lbW1hXQpBeSwgbm9+Lg==
A25iCw,,W1ByaWVzdGVzcyBOZW1tYV0KT2guLi4KV2hhdCBzaG91bGQgSSBkby4uLg==,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBaC4uLgpPIHF1ZSBkZXZvIGZhemVyLi4u,,W1NhY2VyZG90aXNhIE5lbW1hXQpBaOKApgrCv1F1w6kgZGVibyBoYWNlcuKApj8=
BG5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KTm93IHRoYXQgdGhlIGZ1bmRyYWlzaW5nIGlzIGZpbmlzaGVkLApOb3csIHBsZWFzZSBnbyBpbnNpZGUgYW5kCk5vdywgYWxsIHRoYXQncyBsZWZ0IGlzIGV4Y2hhbmdpbmcgdGhlIHJhZmZsZSB0aWNrZXRzLCByaWdodD8=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBZ29yYSBxdWUgYSBhcnJlY2FkYcOnw6NvIGRlIGZ1bmRvcyB0ZXJtaW5vdSwKcG9yIGZhdm9yLCBlbnRyZW0gZS4uLgpTw7MgZmFsdGEgdHJvY2FyIG9zIGJpbGhldGVzIGRhIHJpZmEsIGNlcnRvPw==,,W1NhY2VyZG90aXNhIE5lbW1hXQpZYSB0ZXJtaW7DsyBsYSByZWNhdWRhY2nDs24gZGUgZm9uZG9zLgpBaG9yYSwgeWEgcHVlZGVzIGVudHJhcgp5IHNvbG8gcXVlZGEgY2FuamVhciBsb3MgYm9sZXRvcyBkZSBsYSByaWZhLCDCv3PDrT8=
BW5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KT2gsIHRyYXZlbGVyIQpOb3csIHlvdSBkb24ndCBuZWVkIHRvIHdvcnJ5LApUaGUgZG9vciBvcGVuZWQgZWFybGllciEKSSB3YXMgc28gc3VycHJpc2VkLi4u,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBaCwgdmlhamFudGUhCk7Do28gcHJlY2lzYSBzZSBwcmVvY3VwYXIsCkEgcG9ydGEgYWJyaXUgbWFpcyBjZWRvIQpGaXF1ZWkgbXVpdG8gc3VycHJlc2EuLi4=,,W1NhY2VyZG90aXNhIE5lbW1hXQrCoUFoLCB2aWFqZXJvIQpZYSBubyB0aWVuZXMgZGUgcXXDqSBwcmVvY3VwYXJ0ZS4KwqFMYSBwdWVydGEgc2UgYWJyacOzIGhhY2UgdW4gcmF0byEKTWUgc29ycHJlbmRpw7MgbXVjaG/igKY=
Bm5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KTm93IHRoYXQgdGhlIGZ1bmRyYWlzaW5nIGlzIGZpbmlzaGVkLApOb3csIHRoZSBuZXh0IHRoaW5nIHRvIGRvIGlzLi4uCldoYXQgd2FzIGl0IGFnYWluLi4uCkhtbS4uLg==,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBZ29yYSBxdWUgYSBhcnJlY2FkYcOnw6NvIGRlIGZ1bmRvcyB0ZXJtaW5vdSwKYSBwcsOzeGltYSBjb2lzYSBhIGZhemVyIMOpLi4uCk8gcXVlIGVyYSBtZXNtby4uLgpIdW1tLi4u,,W1NhY2VyZG90aXNhIE5lbW1hXQpZYSB0ZXJtaW7DsyBsYSByZWNhdWRhY2nDs24gZGUgZm9uZG9zLgpCaWVuLCBsbyBwcsOzeGltbyBxdWUgaGF5IHF1ZSBoYWNlciBlc+KApgrCv1F1w6kgZXJhPwpNbW3igKY=
B25iCw,,W1ByaWVzdGVzcyBOZW1tYV0KU2hvdWxkIEkgYXNrIEZhbm8/,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpEZXZvIHBlcmd1bnRhciBhIEZhbm8/,,W1NhY2VyZG90aXNhIE5lbW1hXQrCv0xlIHByZWd1bnRvIGEgUGFubm8/
CG5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KSSByZW1lbWJlcmVkIQpJIHJlbWVtYmVyZWQsIEkgcmVtZW1iZXJlZCwKSXQgd291bGQgYmUgbmljZSB0byBoYXZlIHNvbWUgZmlyZXdvcmtzLg==,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpFdSBsZW1icmVpIQpFdSBsZW1icmVpLCBldSBsZW1icmVpIQpTZXJpYSBib20gdGVyIGFsZ3VucyBmb2dvcyBkZSBhcnRpZsOtY2lvLg==,,W1NhY2VyZG90aXNhIE5lbW1hXQrCoVlhIG1lIGFjb3Jkw6khCk1lIGFjb3Jkw6ksIG1lIGFjb3Jkw6kuCkVzdGFyw61hIGJ1ZW5vIGxhbnphciBmdWVnb3MgYXJ0aWZpY2lhbGVzLg==
CW5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KQXMgYSB0cmF2ZWxlciwgeW91IHByb2JhYmx5IGtub3cgd2hlcmUgdGhleSBzZWxsIHRoZW0sIHJpZ2h0PwpJZiB5b3UgY291bGQgZmluZCBzb21lIGZvciBtZS4uLiB1bS4uLgpJJ2xsIGdpdmUgeW91IHRoZSB0ZW1wbGUncyBibGVzc2luZyE=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpDb21vIHVtIHZpYWphbnRlLCB2b2PDqiBwcm92YXZlbG1lbnRlIHNhYmUgb25kZSBlbGVzIHPDo28gdmVuZGlkb3MsIGNlcnRvPwpTZSBwdWRlciBjb25zZWd1aXIgYWxndW5zIHBhcmEgbWltLi4uIGh1bS4uLgpFdSB2b3UgdGUgZGFyIGEgYsOqbsOnw6NvIGRvIHRlbXBsbyE=,,W1NhY2VyZG90aXNhIE5lbW1hXQpUw7ogcXVlIHZpYWphcyB0YW50bywgc2VndXJvIHNhYmVzIGTDs25kZSBzZSB2ZW5kZW4sIMK/Y2llcnRvPwpTaSBwdWVkZXMgY29uc2VndWlybWUgYWxndW5vcywgZWjigKYKwqF0ZSBkYXLDqSBsYSBiZW5kaWNpw7NuIGRlbCB0ZW1wbG8h
Cm5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KPElURU0+W0ZpcmV3b3Jrc108SU5GTz4xMjAxODwvSU5GTz48L0lURU0+IEkgdGhpbmsgaGF2aW5nIGp1c3QgMjAgc2hvdWxkIGJlIGVub3VnaC4KVGhlbiwgcGxlYXNlIHRha2UgY2FyZSBvZiBpdCE=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQo8SVRFTT5bRm9nb3MgZGUgYXJ0aWbDrWNpb108SU5GTz4xMjAxODwvSU5GTz48L0lURU0+IEFjaG8gcXVlIDIwIGRldmUgc2VyIHN1ZmljaWVudGUuClBvciBmYXZvciwgY3VpZGUgZGlzc28h,,W1NhY2VyZG90aXNhIE5lbW1hXQpDcmVvIHF1ZSBjb24gMjA8SVRFTT5bRnVlZ29zIGFydGlmaWNpYWxlc108SU5GTz4xMjAxODwvSU5GTz48L0lURU0+IGRlYmVyw61hIGJhc3Rhci4KT2PDunBhdGUgZGUgdHJhZXJsb3Mu
C25iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVGhlIHJlcXVlc3RlZCA8SVRFTT5bRmlyZXdvcmtzXTxJTkZPPjEyMDE4PC9JTkZPPjwvSVRFTT4sIDIwIG9mIHRoZW0sCkhhdmUgeW91IGJyb3VnaHQgdGhlbT8=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpWb2PDqiB0cm91eGUgb3MgMjAgPElURU0+W0ZvZ29zIGRlIGFydGlmw61jaW9dPElORk8+MTIwMTg8L0lORk8+PC9JVEVNPiBzb2xpY2l0YWRvcz8=,,W1NhY2VyZG90aXNhIE5lbW1hXQpUZSBwZWTDrSAyMDxJVEVNPltGdWVnb3MgYXJ0aWZpY2lhbGVzXTxJTkZPPjEyMDE4PC9JTkZPPjwvSVRFTT4uCsK/TG9zIHRyYWppc3RlPw==
DG5iCw,,Tm8sIHRoYXQncyBhIGJpdC4uLg==,,,,,TsOjbywgaXNzbyDDqSB1bSBwb3Vjby4uLg==,,Tm8sIGVzIHVuIHBvY2/igKY=
DW5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KTGV0J3Mgc2VlLi4u,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpWYW1vcyB2ZXIuLi4=,,W1NhY2VyZG90aXNhIE5lbW1hXQpWZWFtb3PigKY=
Dm5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVGhhbmsgeW91IQpQcmF5LCBtYXkgdGhlIGdvZGRlc3MncyBibGVzc2luZ3MgYmUgd2l0aCB5b3UuCkFsd2F5cyBiZSB3aXRoIHlvdS4uLg==,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpPYnJpZ2FkYSEKT3JlLCBlIHF1ZSBhcyBiw6puw6fDo29zIGRhIGRldXNhIGVzdGVqYW0gY29tIHZvY8OqLgpRdWUgZWxhcyBlc3RlamFtIHNlbXByZSBjb20gdm9jw6ouLi4=,,W1NhY2VyZG90aXNhIE5lbW1hXQrCoUdyYWNpYXMhClJ1ZWdvIHF1ZSB0ZSBhY29tcGHDsWVuIGxhcyBiZW5kaWNpb25lcyBkZSBsYSBkaW9zYS4KUXVlIHNpZW1wcmUgdGUgYWNvbXBhw7FlbuKApg==
D25iCw,,ID09IExldCdzIGxpc3RlbiB0byBQcmllc3QgTmVtbWEncyBwcmF5ZXIuID09CiA9PSBNeSBib2R5IGZlZWxzIGxpZ2h0ZXIuID09CiA9PSBJIGZlbHQgaXQgPT0=,,,,,PT0gVmFtb3Mgb3V2aXIgYSBvcmHDp8OjbyBkYSBzYWNlcmRvdGlzYSBOZW1tYS4gPT0KPT0gTWV1IGNvcnBvIGVzdMOhIG1haXMgbGV2ZS4gPT0KPT0gRXUgcG9zc28gc2VudGlyIGlzc28uID09,,ID09RXNjdWNoZW1vcyBsYSBvcmFjacOzbiBkZSBsYSBzYWNlcmRvdGlzYSBOZW1tYS49PQogPT1NaSBjdWVycG8gc2Ugc2llbnRlIG3DoXMgbGlnZXJvLj09CiA9PUxvIHNlbnTDrS49PQ==
EG5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVGhlIFBvcGUgd2lsbCBhbHNvIGJlIHBsZWFzZWQh,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpBIFBhcGlzYSB0YW1iw6ltIGZpY2Fyw6Egc2F0aXNmZWl0YSE=,,W1NhY2VyZG90aXNhIE5lbW1hXQrCoUxhIHBhcGlzYSB0YW1iacOpbiBlc3RhcsOhIGNvbnRlbnRhIQ==
EW5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVW0sIGl0IGRvZXNuJ3Qgc2VlbSBsaWtlIHRoZXJlIGFyZSAyMC4uLiBObyBtYXR0ZXIgaG93IG11Y2ggeW91IGRvbmF0ZSwgeW91IHNob3VsZCBmaWxsIHdoYXQgd2FzIHJlcXVlc3RlZC4uLiB1bS4uLiBTbywgdGhlIGluc3RydWN0aW9ucyBmcm9tIGFib3ZlLi4u,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpIdW0sIG7Do28gcGFyZWNlIHF1ZSB0ZW0gMjAuLi4gTsOjbyBpbXBvcnRhIG8gcXVhbnRvIHZvY8OqIGRvb3UsIHZvY8OqIGRldmUgY3VtcHJpciBvIHF1ZSBmb2kgc29saWNpdGFkby4uLiBodW0uLi4gRW50w6NvLCBhcyBpbnN0cnXDp8O1ZXMgcGFzc2FkYXMuLi4=,,W1NhY2VyZG90aXNhIE5lbW1hXQpFaCwgcGFyZWNlIHF1ZSBubyBoYXkgMjDigKYgU2luIGltcG9ydGFyIGN1w6FudG8gZG9uZXMsIGRlYmVyw61hcyBjdW1wbGlyIGxvIHF1ZSBzZSB0ZSBwaWRpw7PigKYgZWjigKYgRW50b25jZXMsIGxhcyBpbnN0cnVjY2lvbmVzIGRlIGFycmliYeKApg==
Em5iCw,,W1ByaWVzdGVzcyBOZW1tYV0KLi4uQW55d2F5LCBwbGVhc2UgcHJlcGFyZSB3aXRoIDIwLiBHb3QgaXQ/,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQouLi5EZSBxdWFscXVlciBmb3JtYSwgcG9yIGZhdm9yLCBjb25zaWdhIG9zIDIwLiBFbnRlbmRldT8=,,W1NhY2VyZG90aXNhIE5lbW1hXQpFbiBmaW4sIHByZXBhcmEgMjAuIMK/RW50ZW5kaWRvPw==
E25iCw,,W1ByaWVzdGVzcyBOZW1tYV0KVGhlbiB0aGVyZSdzIG5vdGhpbmcgZWxzZSBJIGNhbiBkby4uLgpUaGlzIGlzIGFsc28gbGlrZSBhIGRvbmF0aW9uLgpCZWNhdXNlIGl0J3Mgbm90IGZvcmNlZC4=,,,,,W1NhY2VyZG90aXNhIE5lbW1hXQpFbnTDo28gbsOjbyBow6EgbWFpcyBuYWRhIHF1ZSBldSBwb3NzYSBmYXplci4uLgpJc3NvIHRhbWLDqW0gw6kgY29tbyBzZSBmb3NzZSB1bWEgZG9hw6fDo28uClBvcnF1ZSBuw6NvIGVzdGFtb3MgdGUgZm9yw6dhbmRvIGEgZmF6ZXIu,,W1NhY2VyZG90aXNhIE5lbW1hXQpFbnRvbmNlcywgbm8gcHVlZG8gaGFjZXIgbmFkYSBtw6Fz4oCmCkVzdG8gdGFtYmnDqW4gZXMgY29tbyB1bmEgZG9uYWNpw7NuLgpQb3JxdWUgbm8gZXMgb2JsaWdhdG9yaWEu
FG5iCw,,RmFubw==,,,,,RmFubw==,,RmFubw==
FW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpIZWxsby4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk9sw6Eu,,W1NhY2VyZG90aXNhIFBhbm5vXQpIb2xhLg==
Fm5iCw,,QXJlIHlvdSBoZXJlIHRvIGV4Y2hhbmdlIHlvdXIgcmFmZmxlIHRpY2tldHM/,,,,,Vm9jw6ogZXN0w6EgYXF1aSBwYXJhIHRyb2NhciBzZXVzIGJpbGhldGVzIGRlIHJpZmE/,,wr9WaW5pc3RlIGEgY2FuamVhciBsb3MgYm9sZXRvcyBkZSBsYSByaWZhPw==
F25iCw,,RG8geW91IG5lZWQgZ3VpZGFuY2UgaW5zaWRlIHRoZSB0ZW1wbGU/,,,,,Vm9jw6ogcHJlY2lzYSBkZSBvcmllbnRhw6fDo28gZGVudHJvIGRvIHRlbXBsbz8=,,wr9OZWNlc2l0YXMgdW5hIGd1w61hIGVuIGVsIHRlbXBsbz8=
GG5iCw,,WWVzLCBoZWxsbz8=,,,,,U2ltLCBvbMOhPw==,,U8OtLCDCv2hvbGE/
GW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpJcyB0aGlzIGZvciB0aGUgZmVzdGl2YWwgZG9uYXRpb24gcmFmZmxlIHRpY2tldD8KSXQgc2VlbXMgbGlrZSBzb21lIHBlb3BsZSBzdGlsbCBoYXZlIHRoZW0uClRoZSBvbmUgd2hvIG9yZ2FuaXplcyB0aGUgd2FyZWhvdXNlIG5lYXRseSB3aWxsIGJlIG1vcmUgcG9wdWxhci4KLi4uQWhlbS4gSSBzcG9rZSB1bm5lY2Vzc2FyaWx5Lg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dCklzc28gw6kgcGFyYSBhIHJpZmEgZGUgZG9hw6fDo28gZG8gZmVzdGl2YWw/ClBhcmVjZSBxdWUgYWxndW1hcyBwZXNzb2FzIGFpbmRhIG9zIHTDqm0uCkFxdWVsZSBxdWUgYXJydW1hciBvIGRlcMOzc2l0byBkZSBmb3JtYSBvcmdhbml6YWRhIHNlcsOhIG1haXMgcG9wdWxhci4KLi4uT3BhLiBGYWxlaSBkZW1haXMu,,W1NhY2VyZG90aXNhIFBhbm5vXQrCv0VzIHBvciBlbCBib2xldG8gZGUgbGEgcmlmYSBwb3IgbGEgZG9uYWNpw7NuIHBhcmEgZWwgZmVzdGl2YWw/ClBhcmVjZSBxdWUgYWxndW5hcyBwZXJzb25hcyB0b2RhdsOtYSBsb3MgdGllbmVuLgpRdWllbiBvcmdhbmljZSBjb24gcHJvbGlqaWRhZCBlbCBkZXDDs3NpdG8gc2Vyw6EgbXV5IHBvcHVsYXIuCuKApkVqZW0uIEhhYmzDqSBkZSBtw6FzLg==
Gm5iCw,,W1ByaWVzdGVzcyBGYW5vXQpXb3VsZCB5b3UgbGlrZSB0byBleGNoYW5nZSB5b3VyIHByaXplPw==,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkdvc3RhcmlhIGRlIHRyb2NhciBzZXUgcHLDqm1pbz8=,,W1NhY2VyZG90aXNhIFBhbm5vXQrCv1F1aWVyZXMgY2FuamVhciB0dSBwcmVtaW8/
G25iCw,,W1ByaWVzdGVzcyBGYW5vXQpCZWZvcmUgZXhjaGFuZ2luZyB0aGUgcHJpemUsIHBsZWFzZSBvcmdhbml6ZSB0aGUgbHVnZ2FnZSBzbyBpdCBjYW4gaGF2ZSBtb3JlIHJvb20gaW4gaXQuCldoYXQgaWYgYSBiaWcgaXRlbSBjb21lcyBvdXQsIHdoYXQgYXJlIHlvdSBnb2luZyB0byBkbyB0aGVuPw==,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkFudGVzIGRlIHRyb2NhciBvIHByw6ptaW8sIHBvciBmYXZvciwgb3JnYW5pemUgc3VhIGJvbHNhIHBhcmEgcXVlIGVsYSB0ZW5oYSBtYWlzIGVzcGHDp28uCkUgc2Ugc2FpciB1bSBpdGVtIGdyYW5kZSwgbyBxdWUgdm9jw6ogdmFpIGZhemVyPw==,,W1NhY2VyZG90aXNhIFBhbm5vXQpBbnRlcyBkZSBjYW5qZWFyIGVsIHByZW1pbywgb3JnYW5pemEgdHUgYWxtYWPDqW4gcGFyYSBsaWJlcmFyIGVzcGFjaW8uCsK/UXXDqSBoYXLDoXMgc2kgdGUgdG9jYSB1biBvYmpldG8gZ3JhbmRlPw==
HG5iCw,,W1ByaWVzdGVzcyBGYW5vXQpQbGVhc2UgZ2l2ZSBtZSBvbmUgcmFmZmxlIHRpY2tldC4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dClBvciBmYXZvciwgbWUgZMOqIHVtIGJpbGhldGUgZGUgcmlmYS4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpEYW1lIHVuIGJvbGV0byBkZSByaWZhLg==
HW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpXaGF0IEkganVzdCBnYXZlIHlvdSBpcyBmcm9tIG91ciB0ZW1wbGUncyB3YXJlaG91c2UuCkFuIG9iamVjdCB0aGF0IGhhcyBiZWVuIGRvcm1hbnQgZm9yIGEgbG9uZyB0aW1lLApSYXRoZXIgdGhhbiB0aGUgY29tcGVuc2F0aW9uIGZvciB5b3VyIGRvbmF0aW9uLCBpdCdzIG1vcmUgbGlrZSBvdXJzCkkgaG9wZSB5b3Ugc2VlIGl0IGFzIGEgdG9rZW4gb2Ygb3VyIHNpbmNlcml0eS4KVGhhbmsgeW91LCBhbmQgaGF2ZSBhIGdyZWF0IHRpbWUu,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk8gcXVlIGV1IGFjYWJlaSBkZSBkYXIgcGFyYSB2b2PDqiDDqSBkbyBkZXDDs3NpdG8gZG8gbm9zc28gdGVtcGxvLgpVbSBvYmpldG8gcXVlIGZpY291IGRvcm1lbnRlIHBvciBtdWl0byB0ZW1wby4KRW0gdmV6IGRlIHNlciB1bWEgcmV0cmlidWnDp8OjbyBwb3Igc3VhIGRvYcOnw6NvLCDDqSB1bWEgcmV0cmlidWnDp8OjbyBub3NzYS4KRXNwZXJvIHF1ZSB2b2PDqiB2ZWphIGlzc28gY29tbyB1bSBzw61tYm9sbyBkZSBub3NzYSBzaW5jZXJpZGFkZS4KT2JyaWdhZG8gZSBib2EgZGl2ZXJzw6NvIQ==,,W1NhY2VyZG90aXNhIFBhbm5vXQpMbyBxdWUgdGUgZGkgZXMgZGVsIGRlcMOzc2l0byBkZSBudWVzdHJvIHRlbXBsby4KRXMgdW4gb2JqZXRvIHF1ZSBlc3R1dm8gaW5hY3Rpdm8gcG9yIG11Y2hvIHRpZW1wby4KRW4gdmV6IGRlIGNvbXBlbnNhciBwb3IgdHUgZG9uYWNpw7NuLCBlcyBtw6FzIGJpZW4gdW4gcHJlbWlvIHBhcmEgbm9zb3Ryb3PigKYKRXNwZXJvIHF1ZSBsbyBjb25zaWRlcmVzIHVuYSBtdWVzdHJhIGRlIG51ZXN0cmEgaG9uZXN0aWRhZC4KR3JhY2lhcy4gUXVlIGxhIHBhc2VzIG11eSBiaWVuLg==
Hm5iCw,,W1ByaWVzdGVzcyBGYW5vXQpObywgd2FpdC4KWW91IG5lZWQgdG8gZ2l2ZSBtZSB0aGUgcmFmZmxlIHRpY2tldCBmaXJzdC4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk7Do28sIGVzcGVyZS4KVm9jw6ogcHJlY2lzYSBtZSBkYXIgbyBiaWxoZXRlIGRhIHJpZmEgcHJpbWVpcm8u,,W1NhY2VyZG90aXNhIFBhbm5vXQpObywgZXNwZXJhLgpQcmltZXJvLCB0aWVuZXMgcXVlIGRhcm1lIGVsIGJvbGV0byBkZSBsYSByaWZhLg==
H25iCw,,SSBuZWVkIHRvIHJlY2VpdmUgYSBuZXcgcmFmZmxlIHRpY2tldCBub3cuCklmIHlvdSBkb24ndCBoYXZlIGl0LCB0aGVuIHRoZXJlJ3Mgbm8gd2F5LCBzby4uLgpUcnkgZ2V0dGluZyBpdCBmcm9tIGEgZnJpZW5kIG9yIGNvbGxlYWd1ZS4=,,,,,UHJlY2lzbyByZWNlYmVyIHVtIG5vdm8gYmlsaGV0ZSBkZSByaWZhIGFnb3JhLgpTZSB2b2PDqiBuw6NvIHRpdmVyIHVtLCBuw6NvIHRlbSBjb21vIHRyb2NhciwgZW50w6NvLi4uClRlbnRlIG9idGVyIHVtIGNvbSB1bSBhbWlnbyBvdSBjb2xlZ2Eu,,TWUgdGllbmVzIHF1ZSBkYXIgdW4gbnVldm8gYm9sZXRvIGRlIGxhIHJpZmEuClNpIG5vIGxvIHRpZW5lcywgbm8gaGF5IGZvcm1hIGRl4oCmCkbDrWphdGUgc2kgcHVlZGVzIGNvbnNlZ3VpcmxvIGEgdHJhdsOpcyBkZSBhbGfDum4gYW1pZ28gbyBjb2xlZ2Eu
IG5iCw,,SWYgeW91IGRvbid0IGhhdmUgaXQsIGZpcnN0Li4uCiBBc2sgUHJpZXN0IE5lbW1hIGluIGZyb250IG9mIHRoZSB0ZW1wbGUKUGxlYXNlIG1ha2UgYW4gb2ZmZXJpbmcu,,,,,U2Ugdm9jw6ogbsOjbyB0aXZlciB1bS4uLgpGYWxlIGNvbSBhIHNhY2VyZG90aXNhIE5lbW1hIGVtIGZyZW50ZSBhbyB0ZW1wbG8uClBvciBmYXZvciwgZmHDp2EgdW1hIG9mZXJ0YS4=,,U2kgbm8gbG8gdGllbmVzLCBwcmltZXJv4oCmCiBIYWJsYSBjb24gbGEgc2FjZXJkb3Rpc2EgTmVtbWEsIHF1ZSBlc3TDoSBmcmVudGUgYWwgdGVtcGxvLgpZIHByZXNlbnRhIHVuYSBvZnJlbmRhLg==
IW5iCw,,W1ByaWVzdCBGYW5vXQpPa2F5LCBpZiB5b3UgbmVlZCBhbnl0aGluZywganVzdCBsZXQgbWUga25vdy4KUGxlYXNlIGNvbWUgYmFjayBpZiB5b3UgbmVlZCBhbnl0aGluZy4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkNlcnRvLCBzZSBwcmVjaXNhciBkZSBhbGdvLCDDqSBzw7MgbWUgYXZpc2FyLgpWb2x0ZSBzZSBwcmVjaXNhciBkZSBhbGdvLg==,,W1NhY2VyZG90aXNhIFBhbm5vXQpCaWVuLiBBdsOtc2FtZSBzaSBuZWNlc2l0YXMgYWxnby4KVnVlbHZlIHNpIG5lY2VzaXRhcyBhbGdvLg==
