QL7WDA,,U29saXM=,,,,,U29saXM=,,U29saXM=
ir7WDA,,W0pheV0KQWghIElmIHlvdSBoYXZlIHRpbWUsIHBsZWFzZSBicmluZyBeMDAwMENEMTAgRnJhZ21lbnQgb2YgSGF0cmVkXjAwMDAwMC4gSWYgeW91IGRvLCB3ZeKAmWxsIGdpdmUgeW91IF4wMDAwQ0RhZGRpdGlvbmFsIHJld2FyZHNeMDAwMDAwLiBJdOKAmXMgbm90IG1hbmRhdG9yeSwgc28gZG9u4oCZdCBmZWVsIHByZXNzdXJlZC4=,,,,,W1RheV0KRSBeMDAwMENEMTAgRnJhZ21lbnRvIGRlIMOTZGlvXjAwMDAwMCwgc2UgcG9zc8OtdmVsLg==,,W1RheV0gIApZIF4wMDAwQ0QxMCBGcmFnbWVudG8gZGUgT2Rpb14wMDAwMDAsIHNpIGVzIHBvc2libGUu
i77WDA,,W1NvbGlzXQpUaGUgMTF0aCBmbG9vcj8gV293fiBXZSByYW4gYXdheSBhcyBzb29uIGFzIHdlIHN0ZXBwZWQgaW4uIEl0IHdhcyBzbyBmcnVzdHJhdGluZyBqdXN0IGNhdGNoaW5nIGEgZ2xpbXBzZSEgV2lsbCB5b3UgZ28gdG8gdGhlIDExdGggZmxvb3I/,,,,,W1NvbGlzXQoxMcK6IGFuZGFyPyBRdWVyIHRlbnRhcj8=,,W1NvbGlzXSAgCsK/MTHCuiBwaXNvPyDCv1F1aWVyZXMgaW50ZW50YXJsbz8=
jL7WDA,,W0pheV0KWW91IGJyb3VnaHQgdGhlIEZyYWdtZW50IG9mIEFnb255IHdlIG1lbnRpb25lZC4gVGhhbmsgeW91IHZlcnkgbXVjaC4=,,,,,W1RheV0KVm9jw6ogdHJvdXhlIEZyYWdtZW50byBkZSBBZ29uaWEuIE9icmlnYWRhLg==,,W1RheV0gIApUcmFqaXN0ZSBGcmFnbWVudG8gZGUgQWdvbsOtYS4gR3JhY2lhcy4=
jb7WDA,,W1NvbGlzXQpSaWdodCwgdGhhdOKAmXMgaXQuIFlvdSBuZWVkIHRvIGRlYWwgd2l0aCBeMDAwMENEQW5nZXIgb2YgVGhhbmF0b3MsIEhvcnJvciBvZiBUaGFuYXRvcywgUmVncmV0IG9mIFRoYW5hdG9zLCBhbmQgUmVzZW50bWVudCBvZiBUaGFuYXRvc14wMDAwMDAuIEFib3V0IF4wMDAwQ0QxMCBlYWNoXjAwMDAwMCwgY29ycmVjdD8=,,,,,W1NvbGlzXQpJc3NvIG1lc21vLiBeMDAwMENESXJhIGRlIFRoYW5hdG9zLCBIb3Jyb3IgZGUgVGhhbmF0b3MsIExhbWVudG8gZGUgVGhhbmF0b3MgZSBSYW5jb3IgZGUgVGhhbmF0b3NeMDAwMDAwLCBwb3IgZmF2b3IhIF4wMDAwQ0QxMCBkZSBjYWRhIHVtXjAwMDAwMC4=,,W1NvbGlzXSAgCkFzw60gZXMuIMKhXjAwMDBDRElyYSBkZSBUaGFuYXRvcywgSG9ycm9yIGRlIFRoYW5hdG9zLCBMYW1lbnRvIGRlIFRoYW5hdG9zIHkgUmVuY29yIGRlIFRoYW5hdG9zXjAwMDAwMCwgcG9yIGZhdm9yISBeMDAwMENEMTAgZGUgY2FkYSB1bm9eMDAwMDAwLg==
jr7WDA,,W0pheV0KQW5kIGlmIHlvdSBoYXZlIHRpbWUsIHBsZWFzZSBicmluZyBeMDAwMENEMTAgRnJhZ21lbnQgb2YgQWdvbnleMDAwMDAwLiBJZiB5b3UgZG8sIHdl4oCZbGwgZ2l2ZSB5b3UgXjAwMDBDRGFkZGl0aW9uYWwgcmV3YXJkc14wMDAwMDAuIEl04oCZcyBub3QgbWFuZGF0b3J5LCBzbyBkb27igJl0IGZlZWwgcHJlc3N1cmVkLg==,,,,,W1RheV0KRSBeMDAwMENEMTAgRnJhZ21lbnRvIGRlIEFnb25pYV4wMDAwMDAuIEhhdmVyw6EgXjAwMDBDRHJlY29tcGVuc2EgZXh0cmFeMDAwMDAwLg==,,W1RheV0gIApZIF4wMDAwQ0QxMCBGcmFnbWVudG8gZGUgQWdvbsOtYV4wMDAwMDAuIEhhYnLDoSBeMDAwMENEcmVjb21wZW5zYSBleHRyYV4wMDAwMDAu
j77WDA,,W1NvbGlzXQpIZWhlISBUaGFuayB5b3UuIFRoZW4gdG9kYXkgYXMgd2VsbCwgZGVhbCB3aXRoIF4wMDAwQ0RBbmdlciBvZiBUaGFuYXRvcywgSG9ycm9yIG9mIFRoYW5hdG9zLCBSZWdyZXQgb2YgVGhhbmF0b3MsIGFuZCBSZXNlbnRtZW50IG9mIFRoYW5hdG9zXjAwMDAwMC4gQWJvdXQgXjAwMDBDRDEwIGVhY2heMDAwMDAwIHNob3VsZCBiZSBlbm91Z2guPw==,,,,,W1NvbGlzXQpPYnJpZ2FkYSEgQ29udGludWUgaG9qZSBjb20gZXNzZXMgbW9uc3Ryb3Mu,,W1NvbGlzXSAgCsKhR3JhY2lhcyEgQ29udGluw7phIGhveSBjb24gZXNvcyBtb25zdHJ1b3Mu
kL7WDA,,W0pheV0KQWghIElmIHlvdSBoYXZlIHRpbWUsIHBsZWFzZSBicmluZyBeMDAwMENEMTAgRnJhZ21lbnQgb2YgQWdvbnleMDAwMDAwLiBJZiB5b3UgZG8sIHdl4oCZbGwgZ2l2ZSB5b3UgXjAwMDBDRGFkZGl0aW9uYWwgcmV3YXJkc14wMDAwMDAuIEl04oCZcyBub3QgbWFuZGF0b3J5LCBzbyBkb27igJl0IGZlZWwgcHJlc3N1cmVkLg==,,,,,W1RheV0KRSBeMDAwMENEMTAgRnJhZ21lbnRvIGRlIEFnb25pYV4wMDAwMDAsIHNlIHBvc3PDrXZlbC4=,,W1RheV0gIApZIF4wMDAwQ0QxMCBGcmFnbWVudG8gZGUgQWdvbsOtYV4wMDAwMDAsIHNpIGVzIHBvc2libGUu
kb7WDA,,W1NvbGlzXQpUaGUgMTJ0aCBmbG9vcj8gU2lnaCwgd2UgY291bGRu4oCZdCBldmVuIHNldCBmb290IHRoZXJlLiBZb3XigJlyZSB0cnVseSBicmF2ZSwgYWR2ZW50dXJlci4gV2lsbCB5b3UgZ28gdG8gdGhlIDEydGggZmxvb3I/,,,,,W1NvbGlzXQoxMsK6IGFuZGFyPyBRdWVyIHRlbnRhcj8=,,W1NvbGlzXSAgCsK/MTLCuiBwaXNvPyDCv1F1aWVyZXMgaW50ZW50YXJsbz8=
kr7WDA,,W1NvbGlzXQpOb3QgaW50ZXJlc3RlZCBpbiB0aGUgdG93ZXIgb3IgbW9uc3RlcnMgYXQgYWxsPyBUaGVuIGl0IGNhbuKAmXQgYmUgaGVscGVkLiBJZiB3ZSBtZWV0IGFnYWluLCBwbGVhc2UgaGVscCB1cyB0aGVuLg==,,,,,W1NvbGlzXQpTZW0gaW50ZXJlc3NlPyBRdWUgcGVuYS4gTm9zIGFqdWRlIGRhIHByw7N4aW1hIHZlei4=,,W1NvbGlzXSAgCsK/U2luIGludGVyw6lzPyBRdcOpIHBlbmEuIEF5w7pkYW5vcyBsYSBwcsOzeGltYSB2ZXou
k77WDA,,SmF5,,,,,VGF5,,VGF5
lL7WDA,,W0pheV0KWW91IGRvbuKAmXQgc2VlbSB0byBoYXZlIGEgY29udHJhY3QsIHNvIHdlIGNhbuKAmXQgd29yayB0b2dldGhlci4gUGxlYXNlIHJlY2VpdmUgY29udHJhY3QgZ3VpZGFuY2UgZnJvbSB0aGUgYXR0ZW5kYW50IG5leHQgdG8gbWUu,,,,,W1RheV0KUGFyZWNlIHF1ZSB2b2PDqiBuw6NvIHRlbSBjb250cmF0by4gTsOjbyBwb2RlbW9zIHRyYWJhbGhhciBqdW50YXMuIFByb2N1cmUgYSBSZWNlcGNpb25pc3RhIGFvIGxhZG8u,,W1RheV0gIApQYXJlY2UgcXVlIG5vIHRpZW5lcyBjb250cmF0by4gTm8gcG9kZW1vcyB0cmFiYWphciBqdW50YXMuIEJ1c2NhIGEgbGEgUmVjZXBjaW9uaXN0YSBkZSBhbCBsYWRvLg==
lb7WDA,,W0pheV0KSWYgSSBtYWtlIGl0IG91dCBhbGl2ZSBmcm9tIGhlcmUuLiByZWFsbHkuLiBpZiB5b3UgaGF2ZSBzb21ldGhpbmcgdG8gc2F5LCBzYXkgaXQgdG8gU29saXMuIEnigJltIGEgYml0IGJ1c3kuIElmIEkgY2FuIGp1c3QgZ2V0IG91dC4uLiE=,,,,,W1RheV0KU2UgZXUgc2FpciB2aXZhIGRhcXVpLi4uIHRlbmhvIGFsZ28gbXVpdG8gZmVpbyBwcmEgZGl6ZXIgYSBTb2xpcy4gRXN0b3Ugb2N1cGFkYSBhZ29yYS4=,,W1RheV0gIApTaSBzYWxnbyB2aXZhIGRlIGFxdcOtLi4uIHRlbmdvIGFsZ28gbXV5IGZlbyBxdWUgZGVjaXJsZSBhIFNvbGlzLiBFc3RveSBvY3VwYWRhIGFob3JhLg==
lr7WDA,,W0pheV0KV2F0Y2hpbmcgeW91IGZpZ2h0IG1vbnN0ZXJzIG1ha2VzIG1lIHRoaW5rLi4uIG1heWJlIHdlIHNob3VsZCBzdHVkeSBhZHZlbnR1cmVycyBpbnN0ZWFkIG9mIG1vbnN0ZXJzLiBXaGF0IGRvIHlvdSB0aGluaz8=,,,,,W1RheV0KVmVuZG8gdm9jw6ogbHV0YXIsIHBlbnNvLi4uIHRhbHZleiBkZXbDqnNzZW1vcyBlc3R1ZGFyIHZpYWphbnRlcyBlbSB2ZXogZGUgbW9uc3Ryb3MuIE8gcXVlIGFjaGE/,,W1RheV0gIApWaWVuZG8gY8OzbW8gbHVjaGFzLCBwaWVuc28uLi4gcXVpesOhcyBkZWJlcsOtYW1vcyBlc3R1ZGlhciBhIGxvcyB2aWFqZXJvcyBlbiBsdWdhciBkZSBhIGxvcyBtb25zdHJ1b3MuIMK/UXXDqSBvcGluYXM/
