YP8vAg,,QmFyZA==,,,,,QmFyZG8=,,QmFyZA==
XwEwAg,,W3swfV0KV2hhdD8hIEhlciBhYmlsaXR5IHdhcyB0YWtlbiBmcm9tIGhlciBhbmQgc2hlIHdhcyBmb3JjZWZ1bGx5IGRpc2NoYXJnZWQ/ClRoYXQncyByaWRpY3Vsb3VzIQpXYXMgc2hlIHNlbnRlbmNlZCB0byBkZWF0aCBhdCB0aGUgdHJpYWwgb3Igd2hhdD8KSmVzdXMgQ2hyaXN0LCB0aGF0IHdhcyBzbyBtZWFuLi4uClNoZSBtdXN0IGhhdmUgZmVsdCBodW1pbGlhdGVkIHdoZW4gaXQgaGFwcGVuZWQuLi4=,,,,,W3swfV0KLi4uUXXDqj8hIEVsYSB0ZXZlIHN1YXMgaGFiaWxpZGFkZXMgcmV0aXJhZGFzIGUgZm9pIGV4cHVsc2E/CkZvaSByaWTDrWN1bG8uCkVsYSBmb2kgY29uZGVuYWRhIMOgIG1vcnRlIG5vIGp1bGdhbWVudG8sIG91IGFsZ28gYXNzaW0/CkRldXMgZG8gQ8OpdSwgaXNzbyDDqSBjcnVlbCBkZW1haXMuCi4uLmVsYSBkZXZlIHRlciBzZSBzZW50aWRvIGh1bWlsaGFkYSBxdWFuZG8gYWNvbnRlY2V1Li4u,,W3swfV0KwqHCv1F1w6k/ISDCv0xlIHF1aXRhcm9uIHN1IGhhYmlsaWRhZCB5IGxhIGRpZXJvbiBkZSBiYWphIGEgbGEgZnVlcnphPwrCoUVzbyBlcyByaWTDrWN1bG8hCsK/RnVlIHNlbnRlbmNpYWRhIGEgbXVlcnRlIGVuIGVsIGp1aWNpbyBvIHF1w6k/Ckplc3VjcmlzdG8sIGVzbyBmdWUgdGFuIG1lenF1aW5vLi4uCkRlYmnDsyBzZW50aXJzZSBodW1pbGxhZGEgY3VhbmRvIHN1Y2VkacOzLi4u
YAEwAg,,MiB5ZWFycyBsYXRlciBhZnRlciB0aGUgYWNjaWRlbnQsCmFuIGV4cGVkaXRpb24gdGVhbSBmb3VuZCBzb21lIHJ1c3RlZCBhcm1vciwgYSBicm9rZW4gc3dvcmQgYW5kIHNvbWUgYmVsb25naW5ncwp3aGljaCB3ZXJlIGJlbGlldmVkIHRvIGJlbG9uZyB0byBMb3dlbiBFbGxlbmVuLgpIb3dldmVyLCB0aGlzIGluZm9ybWF0aW9uIHdhcyBvbmx5IHJlbGVhc2VkIHRvIHRoZSBtZW1iZXJzIGluIGNoYXJnZS4KT2ZmaWNpYWxseSwgc2hlIGRpZWQgZHVyaW5nIHRoZSBtaXNzaW9uLg==,,,,,Li4uMiBhbm9zIGRlcG9pcyBkbyBpbmNpZGVudGUsCnVtYSBlcXVpcGUgZGUgZXhwZWRpw6fDo28gZW5jb250cm91IHVtYSBhcm1hZHVyYSBlbmZlcnJ1amFkYSwgdW1hIGVzcGFkYSBxdWVicmFkYSBlIGFsZ3VucyBvYmpldG9zCnF1ZSBzdXBvc3RhbWVudGUgc2VyaWFtIGRlIExvd2VuIEVsbGVuZW4uCk5vIGVudGFudG8sIGVzc2EgaW5mb3JtYcOnw6NvIHPDsyBmb2kgbGliZXJhZGEgcGFyYSBvIGNvbWFuZG8uCk9maWNpYWxtZW50ZSwgZWxhIG1vcnJldSBkdXJhbnRlIGEgbWlzc8Ojby4=,,MiBhw7FvcyBkZXNwdcOpcyBkZWwgYWNjaWRlbnRlLAp1biBlcXVpcG8gZGUgZXhwZWRpY2nDs24gZW5jb250csOzIHVuYSBhcm1hZHVyYSBveGlkYWRhLCB1bmEgZXNwYWRhIHJvdGEgeSBhbGd1bmFzIHBlcnRlbmVuY2lhcwpxdWUgc2UgY3Jlw61hIHF1ZSBwZXJ0ZW5lY8OtYW4gYSBMb3dlbiBFbGxlbmVuLgpTaW4gZW1iYXJnbywgZXN0YSBpbmZvcm1hY2nDs24gc8OzbG8gc2UgZGlvIGEgY29ub2NlciBhIGxvcyBtaWVtYnJvcyBlbmNhcmdhZG9zLgpPZmljaWFsbWVudGUsIG11cmnDsyBkdXJhbnRlIGxhIG1pc2nDs24u
YQEwAg,,W3swfV0KRGlkIHRoZXkgdGhpbmsgc2hlIGRpc2dyYWNlZCB0aGUgQ3J1c2FkZXJzPwpTb3VuZHMgY29uZnVzaW5nIGFuZCBtZXNzeS4uLgpXaGF0IHNob3VsZCBJIGRvIG5vdy4uLgpTaG91bGQgSSBnbyBhaGVhZCBhbmQgbWVldCBoZXIgYWdhaW4/,,,,,W3swfV0KLi4uLi4uLi4gLi4uLiBlbGVzIGFjaGFyYW0gcXVlIGVsYSBkZXNvbnJvdSBvcyBUZW1wbMOhcmlvcz8KLi4uLm7Do28gbWUgY2hlaXJhIG5hZGEgYmVtLi4uCkFnb3JhLi4uIG8gcXVlIGRldm8gZmF6ZXIuLi4KU2Vyw6EgcXVlIGRldm8gdGVudGFyIGVuY29udHLDoS1sYSBkZSBub3ZvPw==,,W3swfV0Kwr9DcmXDrWFuIHF1ZSBoYWLDrWEgZGVzaG9ucmFkbyBhIGxvcyBDcnV6YWRvcz8KU3VlbmEgY29uZnVzbyB5IGRlc29yZGVuYWRvLi4uClF1w6kgZGVibyBoYWNlciBhaG9yYS4uLgrCv0RlYm8gc2VndWlyIGFkZWxhbnRlIHkgcmV1bmlybWUgY29uIGVsbGEgZGUgbnVldm8/
YgEwAg,,W0xpYnJhcmlhbl0KeWF3bn4KV2hhdCB0aGUgaGVsbD8hIFdobyBhcmUgeW91PyEKR2V0IHRoZSBoZWxsIG91dCBvZiBoZXJlIQ==,,,,,W0JpYmxpb3RlY8OhcmlvXQoqdWFhaGgqLi4uPyEKTWFzIHF1ZS4uLiBxdWVtIMOpIHZvY8OqPyEKQ2FpYSBmb3JhIGRhcXVpIQ==,,W0JpYmxpb3RlY2FyaW9dCmJvc3Rlem9+CsKhwr9RdcOpIGRlbW9uaW9zPyEgwqHCv1F1acOpbiBlcmVzPyEKwqFMw6FyZ2F0ZSBkZSBhcXXDrSE=
YwEwAg,,W0xpYnJhcmlhbl0KV2hhdCBhcmUgeW91IGRvaW5nIGhlcmU/CkRvbid0IHRvdWNoIGFueXRoaW5nIQ==,,,,,W0JpYmxpb3RlY8OhcmlvXQpPIHF1ZSB2b2PDqiBlc3TDoSBmYXplbmRvIGFxdWk/Ck7Do28gdG9xdWUgZW0gbmFkYSE=,,W0JpYmxpb3RlY2FyaW9dCsK/UXXDqSBoYWNlcyBhcXXDrT8KwqFObyB0b3F1ZXMgbmFkYSE=
ZAEwAg,,TGlicmFyaWFu,,,,,QmlibGlvdGVjw6FyaW8=,,QmlibGlvdGVjYXJpbw==
ZQEwAg,,W0xpYnJhcmlhbl0KLi4uLi4uLi4uLi4uLgouLi4uWnp6enouLi4uClp6enouLi4uLlp6eno=,,,,,W0JpYmxpb3RlY8OhcmlvXQouLi4uIC4gLi4uLi4gLi4uLgouLi4uLi4uLi4uLlp6enp6Li4KWnp6ei4uLi5aenp6ei4uLg==,,W0JpYmxpb3RlY2FyaW9dCi4uLi4uLi4uLi4uLi4KLi4uLlp6enp6Li4uLgpaenp6Li4uLi5aenp6
ZgEwAg,,XjMzNTVGRlRoZSBsaWJyYXJpYW4gc2VlbXMgdG8gYmUgZmFzdCBhc2xlZXAuIEl0J2QgYmUgd2lzZSBub3QgdG8gd2FrZSBoaW0gaWYgeW91IHdhbnQgdG8gY2hlY2sgdGhlIENydXNhZGVyIFBlcnNvbm5lbCBSZWNvcmRzLl4wMDAwMDA=,,,,,XjMzNTVGRkVzc2UgYmlibGlvdGVjw6FyaW8gcGFyZWNlIGVzdGFyIGRvcm1pbmRvIHByb2Z1bmRhbWVudGUuIFNlcmlhIG1lbGhvciBuw6NvIGFjb3Jkw6EtbG8sIHNlIHF1aXNlciB2ZXIgbyBSZWdpc3RybyBkZSBQZXNzb2FsIGRvcyBUZW1wbMOhcmlvcy5eMDAwMDAw,,XjMzNTVGRkVsIGJpYmxpb3RlY2FyaW8gcGFyZWNlIGVzdGFyIHByb2Z1bmRhbWVudGUgZG9ybWlkby4gU2Vyw61hIHBydWRlbnRlIG5vIGRlc3BlcnRhcmxlIHNpIHF1aWVyZXMgY29tcHJvYmFyIGxvcyByZWdpc3Ryb3MgZGUgcGVyc29uYWwgZGUgbG9zIGNydXphZG9zLl4wMDAwMDA=
ZwEwAg,,W0xpYnJhcmlhbl0KQWxsIGNvbmZpZGVudGlhbCBwZXJzb25uZWwgcmVjb3JkcyBhcmUga2VwdCBoZXJlIGluIHRoZSBSb3lhbCBMaWJyYXJ5LiBZb3Ugd2lsbCBuZWVkIGF1dGhvcml6YXRpb24gZm9yIGZ1bGwgYWNjZXNzLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpUb2RvcyBvcyByZWdpc3Ryb3MgY29uZmlkZW5jaWFpcyBkZSBwZXNzb2FsIHPDo28gbWFudGlkb3MgYXF1aSwgbmEgYmlibGlvdGVjYSByZWFsLiBObyBlbnRhbnRvLCB2b2PDqiBwcmVjaXNhIGRlIGF1dG9yaXphw6fDo28gcGFyYSB0ZXIgYWNlc3NvIGNvbXBsZXRvLg==,,W0JpYmxpb3RlY2FyaW9dClRvZG9zIGxvcyBleHBlZGllbnRlcyBwZXJzb25hbGVzIGNvbmZpZGVuY2lhbGVzIHNlIGd1YXJkYW4gYXF1w60sIGVuIGxhIEJpYmxpb3RlY2EgUmVhbC4gTmVjZXNpdGFyw6EgYXV0b3JpemFjacOzbiBwYXJhIHRlbmVyIGFjY2VzbyBjb21wbGV0by4=
aAEwAg,,W0xpYnJhcmlhbl0KRGlkIHlvdSBzYXkgdGhhdCB5b3UgbmVlZCB0byBmaW5kIHNvbWVvbmU/IFBsZWFzZSBnaXZlIG1lIHRoZSBwZXJzb24ncyBuYW1lLCBhcyB3ZWxsIGFzIHlvdXIgcmVsYXRpb25zaGlwIHRvIHRoZW0u,,,,,W0JpYmxpb3RlY8OhcmlvXQpWb2PDqiBkaXNzZSBxdWUgcHJlY2lzYSBlbmNvbnRyYXIgdW1hIHBlc3NvYT8gUG9yIGZhdm9yLCBtZSBkaWdhIG8gbm9tZSBkZXNzYSBwZXNzb2EsIGUgdGFtYsOpbSBvIHNldSByZWxhY2lvbmFtZW50byBjb20gZWxhLg==,,W0JpYmxpb3RlY2FyaW9dCsK/SGEgZGljaG8gcXVlIG5lY2VzaXRhIGVuY29udHJhciBhIGFsZ3VpZW4/IFBvciBmYXZvciwgZGFtZSBlbCBub21icmUgZGUgbGEgcGVyc29uYSwgYXPDrSBjb21vIHR1IHJlbGFjacOzbiBjb24gZWxsYS4=
aQEwAg,,TG93ZW4sIFNpYmxpbmc=,,,,,TG93ZW4sIG1pbmhhIGlybcOj,,TG93ZW4sIGhlcm1hbm8=
agEwAg,,TG93ZW4sIFNwb3VzZQ==,,,,,TG93ZW4sIG1pbmhhIGVzcG9zYQ==,,TG93ZW4sIEVzcG9zYQ==
awEwAg,,TG93ZW4sIEVuZW15,,,,,TG93ZW4sIG1pbmhhIGluaW1pZ2E=,,TG93ZW4sIEVuZW1pZ28=
bAEwAg,,TG93ZW4sIGEgRnJpZW5k,,,,,TG93ZW4sIG1pbmhhIGFtaWdh,,TG93ZW4sIHVuIGFtaWdv
bQEwAg,,W0xpYnJhcmlhbl0KSG93IGRhcmUgeW91IGxpZSB0byB0aGUgcm95YWwgbGlicmFyaWFuIQ==,,,,,W0JpYmxpb3RlY8OhcmlvXQpDb21vIG91c2EgbWVudGlyIHBhcmEgbyBiaWJsaW90ZWPDoXJpbyByZWFsPw==,,W0JpYmxpb3RlY2FyaW9dCsKhQ8OzbW8gdGUgYXRyZXZlcyBhIG1lbnRpcmxlIGFsIGJpYmxpb3RlY2FyaW8gcmVhbCE=
bgEwAg,,W0xpYnJhcmlhbl0KSXQgc2F5cyBoZXJlIGluIHRoZSByZWNvcmRzIHRoYXQgTG93ZW4gZGlkIG5vdCBoYXZlIGFueSBtYWxlIHNpYmxpbmdzIQ==,,,,,W0JpYmxpb3RlY8OhcmlvXQpEaXogYXF1aSBubyByZWdpc3RybyBxdWUgTG93ZW4gbsOjbyB0aW5oYSBuZW5odW0gaXJtw6NvIQ==,,W0JpYmxpb3RlY2FyaW9dCsKhQXF1w60gZW4gbG9zIHJlZ2lzdHJvcyBkaWNlIHF1ZSBMb3dlbiBubyB0dXZvIGhlcm1hbm9zIHZhcm9uZXMh
bwEwAg,,W0xpYnJhcmlhbl0KXjMzMzMzMyhPb3BzISBJIGp1c3QgZGlzY2xvc2VkIF42NjY2NjZjbGFzc2lmaWVkXjAwMDAwMCBeMzMzMzMzaW5mbyEpXjAwMDAwMC4=,,,,,W0JpYmxpb3RlY8OhcmlvXQpeMzMzMzMzKERyb2dhISBBY2FibyBkZSByZXZlbGFyIGluZm9ybWHDp8O1ZXMgXjY2NjY2NmNvbmZpZGVuY2lhaXMhXjAwMDAwMF4zMzMzMzMpXjAwMDAwMC4=,,W0JpYmxpb3RlY2FyaW9dCl4zMzMzMzMowqFVeSEgwqFBY2FibyBkZSByZXZlbGFyIF42NjY2NjZpbmZvcm1hY2nDs24gY2xhc2lmaWNhZGFeMDAwMDAwIF4zMzMzMzMhKV4wMDAwMDAu
cAEwAg,,W0xpYnJhcmlhbl0KVGhlIFJveWFsIExpYnJhcnkgd29uJ3QKdG9sZXJhdGUgaWRlbnRpdHkgZnJhdWQhClBsZWFzZSBsZWF2ZSE=,,,,,W0JpYmxpb3RlY8OhcmlvXQpBIEJpYmxpb3RlY2EgUmVhbApuw6NvIHRvbGVyYSBmcmF1ZGUgZGUgaWRlbnRpZGFkZSEKUG9yIGZhdm9yLCBzYWlhIQ==,,W0JpYmxpb3RlY2FyaW9dCkxhIEJpYmxpb3RlY2EgUmVhbCBubwrCoXRvbGVyYXLDoSBlbCBmcmF1ZGUgZGUgaWRlbnRpZGFkIQrCoVbDoXlhc2UsIHBvciBmYXZvciE=
cQEwAg,,W0xpYnJhcmlhbl0KWW91J3JlIHJlbGF0ZWQgdG8gTWlzcyBMb3dlbj8gSG93IGNvbWUgeW91IGhhdmVuJ3QgaGVhcmQgYW55IG5ld3MgZnJvbSBoZXIgYmVmb3JlPw==,,,,,W0JpYmxpb3RlY8OhcmlvXQpWb2PDqiDDqSBpcm3DoyBkYSBTcnRhLiBMb3dlbj8gQ29tbyB2b2PDqiBuw6NvIHJlY2ViZXUgbm90w61jaWFzIGRlbGEgYW50ZXM/,,W0JpYmxpb3RlY2FyaW9dCsK/RXJlcyBwYXJpZW50ZSBkZSBsYSBTcnRhLiBMb3dlbj8gwr9Dw7NtbyBlcyBxdWUgbm8gaGFzIHRlbmlkbyBub3RpY2lhcyBkZSBlbGxhIGFudGVzPw==
cgEwAg,,W0xpYnJhcmlhbl0KSSBzZWUuLi4Kc2VwYXJhdGVkIGF0IGJpcnRoLi4uClRoYXQncyB0cnVseSB0cmFnaWMuCk9rYXksIGxldCBtZSBjaGVjay4=,,,,,W0JpYmxpb3RlY8OhcmlvXQpFbnRlbmRvLi4uClNlcGFyYWRhcyBhbyBuYXNjZXIsCmlzc28gw6kgbWVzbW8gdHLDoWdpY28uCkNlcnRvLCBkZWl4ZS1tZSB2ZXIu,,W0JpYmxpb3RlY2FyaW9dCllhIHZlby4uLgpTZXBhcmFkb3MgYWwgbmFjZXIuLi4KRXNvIGVzIHJlYWxtZW50ZSB0csOhZ2ljby4KQmllbiwgZMOpamFtZSBjb21wcm9iYXJsby4=
cwEwAg,,W0xpYnJhcmlhbl0KSSBmZWVsIHRlcnJpYmxlIHRlbGxpbmcgeW91IHRoaXMsIGJ1dCBpdCdzIHRvbyBsYXRlIHRvIGZpbmQgTG93ZW4uIEFjY29yZGluZyB0byB0aGUgcmVjb3Jkcy4uLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQrDiSB0ZXJyw612ZWwgbGhlIGRpemVyIGlzc28sIG1hcyDDqSB0YXJkZSBkZW1haXMgcGFyYSBlbmNvbnRyYXIgTG93ZW4gRWxsZW5lbiwgZGUgYWNvcmRvIGNvbSBvcyByZWdpc3Ryb3Mu,,W0JpYmxpb3RlY2FyaW9dCk1lIHNpZW50byB0ZXJyaWJsZSBkaWNpw6luZG90ZSBlc3RvLCBwZXJvIGVzIGRlbWFzaWFkbyB0YXJkZSBwYXJhIGVuY29udHJhciBhIExvd2VuLiBTZWfDum4gbG9zIHJlZ2lzdHJvcy4uLg==
dAEwAg,,W0xpYnJhcmlhbl0KRHVyaW5nIHRoZSBtb25zdGVyIGV4dGVybWluYXRpb24gbWlzc2lvbiBpbiBHZWZmZW4gRHVuZ2Vvbiwgc2hlIHJlcG9ydGVkbHkgZGlzYXBwZWFyZWQgYW5kLi4uIHdhcyBwcm9ub3VuY2VkIGRlYWQu,,,,,W0JpYmxpb3RlY8OhcmlvXQpEdXJhbnRlIGEgbWlzc8OjbyBkZSBleHRlcm3DrW5pbyBkZSBtb25zdHJvcyBubyBjYWxhYm91w6dvIGRlIEdlZmZlbiwgcGVsbyBxdWUgY29uc3RhLCBlbGEgZGVzYXBhcmVjZXUgZS4uLiBodW0sIG1haXMgdGFyZGUgZm9pIGRhZGEgY29tbyBtb3J0YS4=,,W0JpYmxpb3RlY2FyaW9dCkR1cmFudGUgbGEgbWlzacOzbiBkZSBleHRlcm1pbmlvIGRlIG1vbnN0cnVvcyBlbiBsYSBNYXptb3JyYSBHZWZmZW4sIGRlc2FwYXJlY2nDsyB5Li4uIGZ1ZSBkZWNsYXJhZGEgbXVlcnRhLg==
dQEwAg,,W0xpYnJhcmlhbl0KSSdtIHNvcnJ5LCBidXQKdGhhdCdzIGFsbCBJIGtub3cuClRoYW5rIHlvdS4uLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpTaW50byBtdWl0bywgbWFzCmlzc28gw6kgdHVkbyBxdWUgc2VpLgpPYnJpZ2Fkby4uLg==,,W0JpYmxpb3RlY2FyaW9dCkxvIHNpZW50bywgcGVybwplc28gZXMgdG9kbyBsbyBxdWUgc8OpLgpHcmFjaWFzLi4u
dgEwAg,,W0xpYnJhcmlhbl0KU3BvdXNlPwpJIGd1ZXNzIHlvdSBsb29rIGxpa2UgYSBodXNiYW5kLiBJJ3ZlIGdvdCBhIGdpcmxmcmllbmQgbXlzZWxmLiBXZWxsLCBhdCBsZWFzdCBJIHRoaW5rIHNvLiBBbnl3YXkuLi4KUmlnaHQhIEdpdmUgbWUKYSBtaW51dGUu,,,,,W0JpYmxpb3RlY8OhcmlvXQpFc3Bvc2EuLi4/CsOJLCB2b2PDqiBwYXJlY2UgbWVzbW8gc2VyIHVtIG1hcmlkby4gSGVoLCBldSBtZXNtbyB0ZW5obyB1bWEgbmFtb3JhZGEuIEJlbSwgcGVsbyBtZW5vcyBldSBhY2hvIHF1ZSB0ZW5oby4gRGUgcXVhbHF1ZXIgZm9ybWEuLi4KY2VydG8sIG1lIGTDqiAKdW0gbWludXRvLg==,,W0JpYmxpb3RlY2FyaW9dCsK/RXNwb3NvPwpTdXBvbmdvIHF1ZSBwYXJlY2VzIHVuIG1hcmlkby4gWW8gdGFtYmnDqW4gdGVuZ28gbm92aWEuIEJ1ZW5vLCBhbCBtZW5vcyBlc28gY3Jlby4gRW4gZmluLi4uCsKhQmllbiEgRGFtZQp1biBtaW51dG8u
dwEwAg,,W0xpYnJhcmlhbl0KTG93ZW4gRWxsZW5lbgp0aGUgQ3J1c2FkZXIsIHJpZ2h0PwpZb3UgbWlnaHQgd2FudAp0byB0YWtlIGEgc2VhdC4KSSdtIHNvIHNvcnJ5Li4u,,,,,W0JpYmxpb3RlY8OhcmlvXQpMb3dlbiBFbGxlbmVuCmEgVGVtcGzDoXJpYSwgY2VydG8/CkV1Li4uIHNpbnRvIG11aXRvLgrDiSBtZWxob3Igdm9jw6ogCnNlIHNlbnRhci4=,,W0JpYmxpb3RlY2FyaW9dCkxvd2VuIEVsbGVuZW4KZWwgQ3J1emFkbywgwr92ZXJkYWQ/CkVzIHBvc2libGUgcXVlIGRlc2VlCnRvbWFyIGFzaWVudG8uCkxvIHNpZW50byBtdWNoby4uLg==
eAEwAg,,W0xpYnJhcmlhbl0KRHVyaW5nIHRoZSBtb25zdGVyIGV4dGVybWluYXRpb24gbWlzc2lvbiBpbiBHZWZmZW4gRHVuZ2Vvbiwgc2hlIGRpc2FwcGVhcmVkIGFuZCB3YXMgcHJvbm91bmNlZCBkZWFkLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpQb3IgZmF2b3IsIG1lIGVzY3V0ZS4gRHVyYW50ZSBvIGV4dGVybcOtbmlvIGRlIG1vbnN0cm9zIG5vIGNhbGFib3XDp28gZGUgR2VmZmVuLCBwZWxvIHF1ZSBjb25zdGEsIGVsYSBkZXNhcGFyZWNldS4gRSwgbWFpcyB0YXJkZSwgZWxhIGZvaSBkYWRhIGNvbW8gbW9ydGEu,,W0JpYmxpb3RlY2FyaWFdCkR1cmFudGUgbGEgbWlzacOzbiBkZSBleHRlcm1pbmlvIGRlIG1vbnN0cnVvcyBlbiBsYSBNYXptb3JyYSBHZWZmZW4sIGRlc2FwYXJlY2nDsyB5IGZ1ZSBkZWNsYXJhZGEgbXVlcnRhLg==
eQEwAg,,W0xpYnJhcmlhbl0KVGhhdCdzIGFsbCB0aGUgaW5mb3JtYXRpb24gSSBoYXZlLCBzaXIuIEknbSB0cnVseSBzb3JyeSBmb3IgeW91ciBsb3NzLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpFc3NhIMOpIHRvZGEgYSBpbmZvcm1hw6fDo28gcXVlIHRlbmhvLCBzZW5ob3IuIFNpbnRvIG11aXRvIHBvciBzdWEgcGVyZGEu,,W0JpYmxpb3RlY2FyaW9dCkVzYSBlcyB0b2RhIGxhIGluZm9ybWFjacOzbiBxdWUgdGVuZ28sIHNlw7Fvci4gU2llbnRvIG11Y2hvIHN1IHDDqXJkaWRhLg==
egEwAg,,W0xpYnJhcmlhbl0KSG1tbT8KU3BvdXNlPwpPciBeMzMzMzMzQWhlbV4wMDAwMDAKbGlmZSBwYXJ0bmVycz8=,,,,,W0JpYmxpb3RlY8OhcmlvXQpIbW1tLi4uPwpFc3Bvc2E/Ck91Li4uIF4zMzMzMzMqQXJyYW0qXjAwMDAwMApjb25jdWJpbmFzPw==,,W0JpYmxpb3RlY2FyaW9dCsK/SG1tbT8Kwr9Dw7NueXVnZT8KTyBeMzMzMzMzQWhlbV4wMDAwMDAKwr9Db21wYcOxZXJvcyBkZSB2aWRhPw==
ewEwAg,,XjMzNTVGRlRoZSBsaWJyYXJpYW4Kbm93IHNlZW1zIGF3ZnVsbHkKZGlzdHJhY3RlZCwgYXMgaWYKaGUgaXMgbG9zdCBpbgphIGRheWRyZWFtLi4uXjAwMDAwMA==,,,,,XjMzNTVGRk8gYmlibGlvdGVjw6FyaW8KYWdvcmEgcGFyZWNlIGVzdGFyCmRpc3RyYcOtZG8sIGNvbW8gc2UKZXN0aXZlc3NlIHNvbmhhbmRvCmFjb3JkYWRvLi4uXjAwMDAwMA==,,XjMzNTVGRkVsIGJpYmxpb3RlY2FyaW8KYWhvcmEgcGFyZWNlIHRlcnJpYmxlbWVudGUKZGlzdHJhw61kbywgY29tbyBzaQpwZXJkaWRvIGVuCnVuYSBlbnNvw7FhY2nDs24uLi5eMDAwMDAw
fAEwAg,,W3swfV0KSSdtIGxvb2tpbmcKZm9yIEVsbGVuZW4uCkxvd2VuIEVsbGVuZW4uCk15IHN3b3JuIGFyY2hlbmVteS4=,,,,,W3swfV0KRXN0b3UgcHJvY3VyYW5kbwpwb3IgRWxsZW5lbi4KTG93ZW4gRWxsZW5lbi4KTWluaGEgYXJxdWktaW5pbWlnYS4=,,W3swfV0KRXN0b3kgYnVzY2FuZG8KYSBFbGxlbmVuLgpMb3dlbiBFbGxlbmVuLgpNaSBhcmNoaWVuZW1pZ28ganVyYWRvLg==
fQEwAg,,W0xpYnJhcmlhbl0KQXJjaGVuZW15PwpVbS4uLiBeNjY2NjY2QWhlbSFeMDAwMDAwCkFsbCBJIGNhbiB0ZWxsIHlvdSBpcyB0aGF0IHRoZXJlIHdhcyBhIENydXNhZGVyIGJ5IHRoYXQgbmFtZS4=,,,,,W0JpYmxpb3RlY8OhcmlvXQpBcnF1aWluaW1pZ2EuLi4/ClVtLCB1aC4uLiBeNjY2NjY2KkFycmFtISpeMDAwMDAwClR1ZG8gbyBxdWUgcG9zc28gZGl6ZXIgw6kgcXVlIGhvdXZlIHVtYSBUZW1wbMOhcmlhIGNvbSBlc3NlIG5vbWUu,,W0JpYmxpb3RlY2FyaW9dCsK/QXJjZW5lbWlnbz8KVW0uLi4gXjY2NjY2NsKhQWhlbSFeMDAwMDAwClRvZG8gbG8gcXVlIHB1ZWRvIGRlY2lydGUgZXMgcXVlIGh1Ym8gdW4gQ3J1emFkbyBjb24gZXNlIG5vbWJyZS4=
fgEwAg,,W0xpYnJhcmlhbl0KSSdtIHNvcnJ5LCBidXQKSSBjYW4ndCB0ZWxsIHlvdQphbnkgbW9yZSB0aGFuIHRoYXQu,,,,,W0JpYmxpb3RlY8OhcmlvXQpEZXNjdWxwZSwgbWFzCm7Do28gcG9zc28gbGhlIGRpemVyCm5hZGEgYWzDqW0gZGlzc28u,,W0JpYmxpb3RlY2FyaW9dCkxvIHNpZW50bywgcGVybwpubyBwdWVkbyBkZWNpcmxlCm3DoXMgcXVlIGVzby4=
fwEwAg,,W0xpYnJhcmlhbl0KXjMzMzMzM0NvdWdoXjAwMDAwMApeNjY2NjY2TnV0Y2FzZSFeMDAwMDAw,,,,,W0JpYmxpb3RlY8OhcmlvXQpeMzMzMzMzKmNvZiBjb2YqXjAwMDAwMApeNjY2NjY2TWFsdXF1aWNlIV4wMDAwMDA=,,W0JpYmxpb3RlY2FyaW9dCl4zMzMzMzNUb3NeMDAwMDAwCnvCoU51dGNhc2Uh
gAEwAg,,W0xpYnJhcmlhbl0KQSBmcmllbmQ/CldlbGwsIHdlIGhhdmUgYSByZWNvcmQgb2Ygc29tZW9uZSBuYW1lZCBMb2hlbiBQaGVsaWNhLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpBbWlnYS4uLj8KQmVtLCB0ZW1vcyB1bSByZWdpc3RybyBkZSBhbGd1w6ltIGNoYW1hZG8gTG9oZW4gRmVsw61jaWEu,,W0JpYmxpb3RlY2FyaW9dCsK/VW4gYW1pZ28/CkJ1ZW5vLCB0ZW5lbW9zIHVuIHJlZ2lzdHJvIGRlIGFsZ3VpZW4gbGxhbWFkbyBMb2hlbiBQaGVsaWNhLg==
gQEwAg,,W0xpYnJhcmlhbl0KSGUgcmV0aXJlZCBmcm9tIHNlcnZpY2UgYSBmZXcgeWVhcnMgYWdvLiBJIHdvdWxkIGdpdmUgeW91IGhpcyBhZGRyZXNzLCBidXQgd2UgZG9uJ3QgaGF2ZSB0aGF0IGluZm9ybWF0aW9uLg==,,,,,W0JpYmxpb3RlY8OhcmlvXQpFbGUgc2UgYXBvc2VudG91IG5vIHNlcnZpw6dvIGjDoSBhbGd1bnMgYW5vcy4gR29zdGFyaWEgZGUgbGhlIGRhciBvIGVuZGVyZcOnbywgbWFzIG7Do28gdGVtb3MgZXNzYSBpbmZvcm1hw6fDo28u,,W0JpYmxpb3RlY2FyaW9dClNlIGp1Ymlsw7MgaGFjZSB1bm9zIGHDsW9zLiBUZSBkYXLDrWEgc3UgZGlyZWNjacOzbiwgcGVybyBubyB0ZW5lbW9zIGVzYSBpbmZvcm1hY2nDs24u
