wB4BDA,,UmVubw==,,,,,UmVubw==,,UmVubw==
Fh8BDA,,W1Jlbm9dClBsZWFzZSBrZWVwIHVwIG9uIGl0Lg==,,,,,W1Jlbm9dClBvciBmYXZvciwgY29udGludWUgc2V1IHRyYWJhbGhvLg==,,W1Jlbm9dClBvciBmYXZvciwgc2lnYSBjb24gZWxsby4=
Fx8BDA,,W1Jlbm9dCllvdSBhcmUgbm90IHVuZGVyIGFueSByZXF1ZXN0Lg==,,,,,W1Jlbm9dClZvY8OqIG7Do28gZXN0w6EgZmF6ZW5kbyBtaXNzw6NvLg==,,W1Jlbm9dClVzdGVkIG5vIGVzdMOhIGJham8gbmluZ3VuYSBwZXRpY2nDs24u
GB8BDA,,RXJyb3IgaGFzIGZvdW5kIGluIHJlbGF0aW9uIHRvIHRoZSByZXF1ZXN0IG9mIGNvbGxlY3Rpb24uIFRyeSBhZ2FpbiBhbmQgaWYgeW91IGZpbmQgdGhlIHNhbWUgcHJvYmxlbSwgcGxlYXNlIGNvbnRhY3QgdG8gb3BlcmF0aW5nIHRlYW0gYnkgY2FwdHVyaW5nIHRoZSBzY3JlZW4gc2hvdC4=,,,,,RXJybyBlbmNvbnRyYWRvIGVtIHJlbGHDp8OjbyDDoCByZXF1aXNpw6fDo28gZGUgY29sZXRhLiBUZW50ZSBub3ZhbWVudGUgZSwgc2UgZW5jb250cmFyIG8gbWVzbW8gcHJvYmxlbWEsIHBvciBmYXZvciwgZW50cmUgZW0gY29udGF0byBjb20gYSBDZW50cmFsIGRlIFN1cG9ydGUgZW52aWFuZG8gdW1hIFNjcmVlbnNob3QgZG8gRXJyby4=,,U2UgaGEgZW5jb250cmFkbyB1biBlcnJvciBlbiByZWxhY2nDs24gY29uIGxhIHNvbGljaXR1ZCBkZSBjb2Jyby4gSW50w6ludGVsbyBkZSBudWV2byB5IHNpIGVuY3VlbnRyYSBlbCBtaXNtbyBwcm9ibGVtYSwgcMOzbmdhc2UgZW4gY29udGFjdG8gY29uIGVsIGVxdWlwbyBvcGVyYXRpdm8gY2FwdHVyYW5kbyBsYSBwYW50YWxsYS4=
GR8BDA,,W1Jlbm9dCkRvIHlvdSB3YW50IHRvIGFjY3VtdWxhdGUgRW5lcmd5IENyeXN0YWwgaW5zaWRlIG9mIHlvdXIgYm9keSB0byByZWNlaXZlIGEgYnVmZj8=,,,,,W1Jlbm9dClF1ZXIgYWN1bXVsYXIgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBkZW50cm8gZG8gc2V1IGNvcnBvPw==,,W1Jlbm9dCsK/UXVpZXJlcyBhY3VtdWxhciBDcmlzdGFsIGRlIEVuZXJnw61hIGRlbnRybyBkZSB0dSBjdWVycG8gcGFyYSByZWNpYmlyIHVuIGJ1ZmY/
Gh8BDA,,QWNjdW11bGF0aW5nIEVuZXJneSBDcnlzdGFscz8=,,,,,QWN1bXVsYXIgZGVudHJvIGRvIGNvcnBvPw==,,wr9BY3VtdWxhciBjcmlzdGFsZXMgZGUgZW5lcmfDrWE/
Gx8BDA,,QWNjdW11bGF0ZSBSb3VnaCBFbmVyZ3kgQ3J5c3RhbA==,,,,,QWN1bXVsYXIgQ3Jpc3RhbCBCcnV0byBkZSBFbmVyZ2lh,,QWN1bXVsYXIgQ3Jpc3RhbCBkZSBFbmVyZ8OtYSDDgXNwZXJh
HB8BDA,,QWNjdW11bGF0ZSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbA==,,,,,QWN1bXVsYXIgQ3Jpc3RhbCBSZWZpbmFkbyBkZSBFbmVyZ2lh,,QWN1bXVsYXIgQ3Jpc3RhbCBkZSBFbmVyZ8OtYSBQdXJpZmljYWRh
HR8BDA,,QWNjdW11bGF0ZSBIaWdoIEVuZXJneSBDcnlzdGFs,,,,,QWN1bXVsYXIgQ3Jpc3RhbCBkZSBBbHRhIEVuZXJnaWE=,,QWN1bXVsYXIgY3Jpc3RhbCBkZSBhbHRhIGVuZXJnw61h
Hh8BDA,,W1Jlbm9dCkVuZXJneSBDcnlzdGFscyBhcmUgYWNjdW11bGF0ZWQgaW4geW91ciBib2R5IHdoZW4geW91IGh1bnQgdGhlIG1vbnN0ZXJzIHdlIGFzayB5b3UgdG8u,,,,,W1Jlbm9dCk5vIGNvbWXDp28gZGEgYXNzb2NpYcOnw6NvLCBhcGVuYXMgY29sZXTDoXZhbW9zIENyaXN0YWlzIGRlIEVuZXJnaWEgcXVlIHNlIGFjdW11bGF2YSBubyBjb3JwbyBkZSBtb25zdHJvcyBmb3J0ZXMu,,W1Jlbm9dCkxvcyBjcmlzdGFsZXMgZGUgZW5lcmfDrWEgc2UgYWN1bXVsYW4gZW4gdHUgY3VlcnBvIGN1YW5kbyBjYXphcyBsb3MgbW9uc3RydW9zIHF1ZSB0ZSBwZWRpbW9zLg==
Hx8BDA,,W1Jlbm9dCk91ciByZXNlYXJjaCBzaG93cyBzb21lIG1ldGhvZHMgZW5hYmxlcyBodW1hbnMgdG8gYWNjdW11bGF0ZSB0aGUgRW5lcmd5IENyeXN0YWwgaW5zaWRlIG9mIHRoZSBib2R5IGluIHRoZSBmb3JtIG9mIGEgYnVmZi4=,,,,,W1Jlbm9dCkVudHJldGFudG8sIGEgcGVzcXVpc2EgbW9zdHJhIHF1ZSBhbGd1bnMgbcOpdG9kb3MgcGVybWl0ZW0gcXVlIGh1bWFub3MgYWN1bXVsZW0gQ3Jpc3RhaXMgZGUgRW5lcmdpYSBlbSBzZXVzIGNvcnBvcy4=,,W1Jlbm9dCk51ZXN0cmEgaW52ZXN0aWdhY2nDs24gbXVlc3RyYSBhbGd1bm9zIG3DqXRvZG9zIHF1ZSBwZXJtaXRlbiBhIGxvcyBodW1hbm9zIGFjdW11bGFyIGVsIENyaXN0YWwgRW5lcmfDqXRpY28gZGVudHJvIGRlbCBjdWVycG8gZW4gZm9ybWEgZGUgYnVmZi4=
IB8BDA,,W1Jlbm9dCklmIHlvdSBzcGVuZCBhYm91dCAzIGhvdXJzLCB5b3Ugd2lsbCBiZSBhYmxlIHRvIGdhaW4gc21hbGwgYW1vdW50IG9mIEVuZXJneSBDcnlzdGFscy4gU28gZG8geW91IHdhbnQgdG8gcmVjZWl2ZSB0aGUgYnVmZj8=,,,,,W1Jlbm9dClNlIHZvY8OqIHJldG9ybmFyIGVtIDMgaG9yYXMsIGRhcmVpIG8gQ3Jpc3RhbCBlc2NvbGhpZG8uIEVudMOjbywgcXVlIHRhbCB1bSBkZXNhZmlvIHBhcmEgYWN1bXVsYXIgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBzZSBlc3RpdmVyIGRpc3BvbsOtdmVsPw==,,W1Jlbm9dClNpIHBhc2FzIHVuYXMgMyBob3JhcywgcG9kcsOhcyBnYW5hciB1bmEgcGVxdWXDsWEgY2FudGlkYWQgZGUgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hLiDCv1F1aWVyZXMgcmVjaWJpciBsYSBtZWpvcmE/
IR8BDA,,W1Jlbm9dCllvdSBmaW5pc2hlZCEgSWYgeW91IGFjY3VtdWxhdGUgZGlmZmVyZW50IEVuZXJneSBDcnlzdGFsLCBpdCBkb2VzIG5vdCBodXJ0IHlvdXIgYm9keSBidXQgaWYgeW91IGFjY3VtdWxhdGUgdGhlIHNhbWUgRW5lcmd5IENyeXN0YWw/IEl0IHdvdWxkIGh1cnQgeW91ciBib2R5Lg==,,,,,W1Jlbm9dClZvY8OqIHRlcm1pbm91ISBBY3VtdWxhciB1bSBDcmlzdGFsIGRlIEVuZXJnaWEgZGlmZXJlbnRlIG7Do28gbWFjaHVjYSBzZXUgY29ycG8sIG1hcyBzZSBhY3VtdWxhciBvIG1lc21vIENyaXN0YWwgZGUgRW5lcmdpYSBwb2RlIGNhdXNhciBwcm9ibGVtYXMu,,W1Jlbm9dCsKhSGFzIHRlcm1pbmFkbyEgU2kgYWN1bXVsYXMgZGlmZXJlbnRlcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEsIG5vIGRhw7FhIHR1IGN1ZXJwbyBwZXJvIMK/c2kgYWN1bXVsYXMgZWwgbWlzbW8gQ3Jpc3RhbCBkZSBFbmVyZ8OtYT8gRGHDsWFyw61hIHR1IGN1ZXJwby4g
Ih8BDA,,W1Jlbm9dCkhtbSwgeW91IGFyZSBub3QgaGlnaCBsZXZlbCBlbm91Z2ggdG8gYWNjdW11bGF0ZSBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMuIEl0IGlzIHJlcXVpcmVkIHRoYXQgeW91IGJlIGF0IGxlYXN0IGxldmVsIDYwIHNvIHRoYXQgeW91ciBib2R5IGNhbiB3aXRoc3RhbmQgdGhlIGFjY3VtdWxhdGluZyBlZmZlY3Qu,,,,,W1Jlbm9dCk1hcyB2b2PDqiBuw6NvIGVzdMOhIGJlbSBvIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFsIEJydXRvIGRlIEVuZXJnaWEuIMOJIG5lY2Vzc8OhcmlvIHBlbG8gbWVub3MgbsOtdmVsIDYwIHBhcmEgbWFudGVyIHNldSBjb3JwbyBzw6NvLCBvdSBpc3NvIHZhaSBtYWNodWNhciB2b2PDqi4=,,W1Jlbm9dCkhtbSwgbm8gdGllbmVzIGVsIG5pdmVsIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFsZXMgZGUgRW5lcmfDrWEuIEVzIG5lY2VzYXJpbyBxdWUgc2VhcyBhbCBtZW5vcyBkZSBuaXZlbCA2MCBwYXJhIHF1ZSB0dSBjdWVycG8gcHVlZGEgc29wb3J0YXIgZWwgZWZlY3RvIGRlIGFjdW11bGFjacOzbi4=
Ix8BDA,,W1Jlbm9dCkFjY211bGF0aW5nIEVuZXJneSBDcnlzdGFsIGhhcyBhbHJlYWR5IGJlZ3VuLiBJIGFtIHNvcnJ5IGJ1dCBpdCBpcyBpbXBvc3NpYmxlIHRvIGFjY3VtdWxhdGUgdHdvIGRpZmZlcmVudCB0eXBlcyBvZiBFbmVyZ3kgQ3J5c3RhbHMgYXQgYSB0aW1lLg==,,,,,W1Jlbm9dCkEgYWN1bXVsYcOnw6NvIGRlIENyaXN0YWwgZGUgRW5lcmdpYSBqw6EgY29tZcOnb3UuIE1lIGRlc2N1bHBlLCBtYXMgw6kgaW1wb3Nzw612ZWwgYWN1bXVsYXIgZG9pcyB0aXBvcyBkaWZlcmVudGVzIGRlIENyaXN0YWwgZGUgRW5lcmdpYSBkZSB1bWEgdmV6Lg==,,W1Jlbm9dCkxhIGFjdW11bGFjacOzbiBkZSBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgeWEgaGEgY29tZW56YWRvLiBMbyBzaWVudG8gcGVybyBlcyBpbXBvc2libGUgYWN1bXVsYXIgZG9zIHRpcG9zIGRpZmVyZW50ZXMgZGUgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIGEgbGEgdmV6Lg==
JB8BDA,,W1Jlbm9dCkl0IHRha2VzIDMgaG91cnMgZm9yIHlvdXIgYm9keSB0byBhY2N1bXVsYXRlIDIgdG8gNCBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMuCkRvIHlvdSB3YW50IHRvIHN0YXJ0Pw==,,,,,W1Jlbm9dClByZWNpc28gcXVlIHZvY8OqIHJldG9ybmUgZW0gMyBob3Jhcy4gQXNzaW0sIHZvY8OqIGFjdW11bGEgZGUgMiBhIDQgQ3Jpc3RhaXMgZGUgRW5lcmdpYS4gUXVlciBjb21lw6dhcj8=,,W1Jlbm9dClNlIG5lY2VzaXRhbiAzIGhvcmFzIHBhcmEgcXVlIHR1IGN1ZXJwbyBhY3VtdWxlIGRlIDIgYSA0IENyaXN0YWxlcyBkZSBFbmVyZ8OtYSDDgXNwZXJhLgrCv1F1aWVyZXMgZW1wZXphcj8=
JR8BDA,,Q2FuY2Vs,,,,,Q2FuY2VsYXI=,,Q2FuY2VsYXI=
Jh8BDA,,U3RhcnQ=,,,,,Q29tZcOnYXI=,,SW5pY2lv
Jx8BDA,,W1Jlbm9dCkkgcmVjb21tZW5kIHRoYXQgeW91IHRyeSB0byBhY2N1bXVsYXRlIEVuZXJneSBDcnlzdGFsIHdoZW4geW91IGhhdmUgdGltZS4=,,,,,W1Jlbm9dClJlY29tZW5kbyBxdWUgdGVudGUgYWN1bXVsYXIgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBxdWFuZG8gdGl2ZXIgdGVtcG8u,,W1Jlbm9dClRlIHJlY29taWVuZG8gcXVlIGludGVudGVzIGFjdW11bGFyIENyaXN0YWwgZGUgRW5lcmfDrWEgY3VhbmRvIHRlbmdhcyB0aWVtcG8u
KB8BDA,,W1Jlbm9dCllvdSBtaWdodCBmZWVsIGEgc2xpZ2h0IHRpbmdsZS4=,,,,,W1Jlbm9dClZvY8OqIHBvZGUgc2VudGlyIHVtIGxldmUgZm9ybWlnYW1lbnRvLg==,,W1Jlbm9dClB1ZWRlIHF1ZSBzaWVudGFzIHVuIGxpZ2VybyBjb3NxdWlsbGVvLg==
KR8BDA,,UHVjaw==,,,,,UHVjaw==,,UHVjaw==
Kh8BDA,,W1Jlbm9dCkV2ZXJ5dGhpbmcgc2VlbXMgdG8gYmUgaW4gb3JkZXIuIExldCdzIHN0YXJ0IGFjY3VtdWxhdGluZyBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMuClJlbWVtYmVyIHRvIGNvbWUgYmFjayB0byBtZSBhZnRlciAzIGhvdXJzIHRvIGdldCB0aGUgUm91Z2ggRW5lcmd5IENyeXN0YWxzLg==,,,,,W1Jlbm9dClZvY8OqIHBhcmVjZSBlc3RhciBiZW0sIGVudMOjbyB2YW1vcyBjb21lw6dhciBhIGFjdW11bGFyIG8gQ3Jpc3RhbCBCcnV0byBkZSBFbmVyZ2lhLiBeRkYwMDAwVm9sdGUgZW0gMyBob3Jhcy5eMDAwMDAw,,W1Jlbm9dClRvZG8gcGFyZWNlIGVzdGFyIGVuIG9yZGVuLiBFbXBlY2Vtb3MgYSBhY3VtdWxhciBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMuClJlY3VlcmRhIHZvbHZlciBhIG3DrSBkZXNwdcOpcyBkZSAzIGhvcmFzIHBhcmEgY29uc2VndWlyIGxvcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgUm91Z2gu
Kx8BDA,,W1Jlbm9dCkhtbSwgeW91IGFyZSBub3QgaGlnaCBsZXZlbCBlbm91Z2ggdG8gYWNjdW11bGF0ZSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMuIEl0IGlzIHJlcXVpcmVkIHRoYXQgeW91IGJlIGF0IGxlYXN0IDgwIHNvIHRoYXQgeW91ciBib2R5IGNhbiB3aXRoc3RhbmQgdGhlIGFjY3VtdWxhdGluZyBlZmZlY3Qu,,,,,W1Jlbm9dCk1hcyB2b2PDqiBuw6NvIGVzdMOhIGJlbSBvIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFpcyBCcnV0b3MgZGUgRW5lcmdpYS4gw4kgbmVjZXNzw6FyaW8gcGVsbyBtZW5vcyBuw612ZWwgODAgcGFyYSBtYW50ZXIgc2V1IGNvcnBvIHPDo28sIG91IHZhaSB0ZSBtYWNodWNhci4=,,W1Jlbm9dCkhtbSwgbm8gdGllbmVzIGVsIG5pdmVsIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgUHVyaWZpY2FkYS4gU2UgcmVxdWllcmUgcXVlIHRlbmdhcyBhbCBtZW5vcyA4MCBwYXJhIHF1ZSB0dSBjdWVycG8gcHVlZGEgc29wb3J0YXIgZWwgZWZlY3RvIGRlIGFjdW11bGFjacOzbi4=
LB8BDA,,W1Jlbm9dCkl0IHRha2VzIDMgaG91cnMgZm9yIHlvdXIgYm9keSB0byBhY2N1bXVsYXRlIDIgdG8gNCBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMuCkRvIHlvdSB3YW50IHRvIHN0YXJ0Pw==,,,,,W1Jlbm9dClBhcmEgYWN1bXVsYXIgQ3Jpc3RhbCBSZWZpbmFkbyBkZSBFbmVyZ2lhLCBzw6NvIG5lY2Vzc8OhcmlhcyAzIGhvcmFzLCBwZXJtaXRpbmRvIGEgYWN1bXVsYXIgMiBhIDQgQ3Jpc3RhaXMgZGUgRW5lcmdpYS4gUXVlciBjb21lw6dhcj8=,,W1Jlbm9dClR1IGN1ZXJwbyB0YXJkYSAzIGhvcmFzIGVuIGFjdW11bGFyIGRlIDIgYSA0IENyaXN0YWxlcyBkZSBFbmVyZ8OtYSBQdXJpZmljYWRhLgrCv1F1aWVyZXMgZW1wZXphcj8=
LR8BDA,,RG8gbm90,,,,,TsOjbw==,,Tm8gbG8gaGFnYQ==
Lh8BDA,,W1Jlbm9dCkkgcmVjb21tZW5kIHRoYXQgeW91IHRyeSB0byBhY2N1bXVsYXRlIEVuZXJneSBDcnlzdGFscyB3aGVuIHlvdSBoYXZlIHRpbWUu,,,,,W1Jlbm9dClJlY29tZW5kbyBxdWUgdGVudGUgYWN1bXVsYXIgQ3Jpc3RhbCBkZSBFbmVyZ2lhIHF1YW5kbyB0aXZlciB0ZW1wby4=,,W1Jlbm9dClRlIHJlY29taWVuZG8gcXVlIGludGVudGVzIGFjdW11bGFyIENyaXN0YWxlcyBkZSBFbmVyZ8OtYSBjdWFuZG8gdGVuZ2FzIHRpZW1wby4=
Lx8BDA,,W1Jlbm9dCkV2ZXJ5dGhpbmcgc2VlbXMgdG8gYmUgaW4gb3JkZXIuIExldCdzIHN0YXJ0IGFjY3VtdWxhdGluZyBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMuClJlbWVtYmVyIHRvIGNvbWUgYmFjayB0byBtZSBhZnRlciAzIGhvdXJzIHRvIGdldCB0aGUgUHVyaWZpZWQgRW5lcmd5IENyeXN0YWxzLg==,,,,,W1Jlbm9dClZvY8OqIHBhcmVjZSBlc3RhciBiZW0sIGVudMOjbyB2YW1vcyBjb21lw6dhciBhIGFjdW11bGFyIG8gQ3Jpc3RhbCBSZWZpbmFkbyBkZSBFbmVyZ2lhLiBeRkYwMDAwVm9sdGUgZW0gMyBob3Jhcy5eMDAwMDAw,,W1Jlbm9dClRvZG8gcGFyZWNlIGVzdGFyIGVuIG9yZGVuLiBFbXBlY2Vtb3MgYSBhY3VtdWxhciBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgUHVyaWZpY2FkYS4KUmVjdWVyZGEgdm9sdmVyIGEgbcOtIGRlc3B1w6lzIGRlIDMgaG9yYXMgcGFyYSBjb25zZWd1aXIgbG9zIENyaXN0YWxlcyBkZSBFbmVyZ8OtYSBQdXJpZmljYWRhLg==
MB8BDA,,W1Jlbm9dCkhtbSwgeW91IGFyZSBub3QgaGlnaCBsZXZlbCBlbm91Z2ggdG8gYWNjdW11bGF0ZSBIaWdoIEVuZXJneSBDcnlzdGFscy4gSXQgaXMgcmVxdWlyZWQgdGhhdCB5b3UgYmUgYXQgbGVhc3QgOTAgc28gdGhhdCB5b3VyIGJvZHkgY2FuIHdpdGhzdGFuZCB0aGUgYWNjdW11bGF0aW5nIGVmZmVjdC4=,,,,,W1Jlbm9dCk1hcyB2b2PDqiBuw6NvIGVzdMOhIGJlbSBvIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFpcyBkZSBFbmVyZ2lhLiDDiSBuZWNlc3PDoXJpbyBwZWxvIG1lbm9zIG7DrXZlbCA5MCBwYXJhIG1hbnRlciBzZXUgY29ycG8gc8Ojbywgb3UgdmFpIHRlIG1hY2h1Y2FyLg==,,W1Jlbm9dCkhtbSwgbm8gdGllbmVzIGVsIG5pdmVsIHN1ZmljaWVudGUgcGFyYSBhY3VtdWxhciBDcmlzdGFsZXMgZGUgQWx0YSBFbmVyZ8OtYS4gU2UgcmVxdWllcmUgcXVlIHRlbmdhcyBhbCBtZW5vcyA5MCBwYXJhIHF1ZSB0dSBjdWVycG8gcHVlZGEgc29wb3J0YXIgZWwgZWZlY3RvIGRlIGFjdW11bGFjacOzbi4=
MR8BDA,,W1Jlbm9dCkFjY211bGF0aW5nIEVuZXJneSBDcnlzdGFsIGhhcyBhbHJlYWR5IGJlZ3VuLiBJIGFtIHNvcnJ5IGJ1dCBpdCBpcyBpbXBvc3NpYmxlIHRvIGFjY3VtdWxhdGUgdHdvIGRpZmZlcmVudCB0eXBlcyBvZiBFbmVyZ3kgQ3J5c3RhbCBhdCBhIHRpbWUu,,,,,W1Jlbm9dCkEgYWN1bXVsYcOnw6NvIGRlIENyaXN0YWwgZGUgRW5lcmdpYSBqw6EgY29tZcOnb3UuIE1lIGRlc2N1bHBlLCBtYXMgw6kgaW1wb3Nzw612ZWwgYWN1bXVsYXIgZG9pcyB0aXBvcyBkaWZlcmVudGVzIGRlIENyaXN0YWwgZGUgRW5lcmdpYSBkZSB1bWEgdmV6Lg==,,W1Jlbm9dCkxhIGFjdW11bGFjacOzbiBkZSBDcmlzdGFsIGRlIEVuZXJnw61hIHlhIGhhIGNvbWVuemFkby4gTG8gc2llbnRvLCBwZXJvIGVzIGltcG9zaWJsZSBhY3VtdWxhciBkb3MgdGlwb3MgZGlmZXJlbnRlcyBkZSBDcmlzdGFsIGRlIEVuZXJnw61hIGEgbGEgdmV6Lg==
Mh8BDA,,W1Jlbm9dCkFuIGVycm9yIGhhcyBvY2N1cnJlZCB1cG9uIHRoZSByZXF1ZXN0LCBidXQgaXQgaXMgbm93IGNvcnJlY3RlZC4gU29ycnkgZm9yIGluY29udmVuaWVuY2UuIA==,,,,,W1Jlbm9dCk9jb3JyZXUgdW0gZXJybyBuYSBzb2xpY2l0YcOnw6NvLCBtYXMgZWxhIGrDoSBmb2kgY29ycmlnaWRhLiBEZXNjdWxwZSBwZWxvIGluY8O0bW9kby4=,,W1Jlbm9dClNlIGhhIHByb2R1Y2lkbyB1biBlcnJvciBlbiBsYSBzb2xpY2l0dWQsIHBlcm8geWEgZXN0w6EgY29ycmVnaWRvLiBEaXNjdWxwZSBsYXMgbW9sZXN0aWFzLiA=
Mx8BDA,,W1Jlbm9dCkl0IHRha2VzIDMgaG91cnMgZm9yIHlvdXIgYm9keSB0byBhY2N1bXVsYXRlIDIgdG8gNCBIaWdoIEVuZXJneSBDcnlzdGFscy4KRG8geW91IHdhbnQgdG8gc3RhcnQ/,,,,,W1Jlbm9dClBhcmEgYWN1bXVsYXIgQ3Jpc3RhbCBQdXJvIGRlIEVuZXJnaWEsIHPDo28gbmVjZXNzw6FyaWFzIDMgaG9yYXMsIHBlcm1pdGluZG8gYSBhY3VtdWxhciAyIGEgNCBDcmlzdGFpcyBkZSBFbmVyZ2lhLiBRdWVyIGNvbWXDp2FyPw==,,W1Jlbm9dClR1IGN1ZXJwbyB0YXJkYSAzIGhvcmFzIGVuIGFjdW11bGFyIGRlIDIgYSA0IENyaXN0YWxlcyBkZSBBbHRhIEVuZXJnw61hLgrCv1F1aWVyZXMgZW1wZXphcj8=
NB8BDA,,W1Jlbm9dCkkgcmVjb21tZW5kIHlvdSB0cnkgdG8gYWNjdW11bGF0ZSBFbmVyZ3kgQ3J5c3RhbCB3aGVuIHlvdSBoYXZlIHRpbWUu,,,,,W1Jlbm9dClJlY29tZW5kbyBxdWUgdGVudGUgYWN1bXVsYXIgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBxdWFuZG8gdGl2ZXIgdGVtcG8u,,W1Jlbm9dClRlIHJlY29taWVuZG8gcXVlIGludGVudGVzIGFjdW11bGFyIENyaXN0YWwgZGUgRW5lcmfDrWEgY3VhbmRvIHRlbmdhcyB0aWVtcG8u
NR8BDA,,W1Jlbm9dCkV2ZXJ5dGhpbmcgc2VlbXMgdG8gYmUgaW4gb3JkZXIuIExldCdzIHN0YXJ0IGFjY3VtdWxhdGluZyBIaWdoIEVuZXJneSBDcnlzdGFscy4KUmVtZW1iZXIgdG8gY29tZSBiYWNrIHRvIG1lIGFmdGVyIDMgaG91cnMgdG8gZ2V0IHRoZSBIaWdoIEVuZXJneSBDcnlzdGFscy4=,,,,,W1Jlbm9dClZvY8OqIHBhcmVjZSBlc3RhciBiZW0sIGVudMOjbyB2YW1vcyBjb21lw6dhciBhIGFjdW11bGFyIG8gQ3Jpc3RhbCBQdXJvIGRlIEVuZXJnaWEuIF5GRjAwMDBWb2x0ZSBlbSAzIGhvcmFzLl4wMDAwMDA=,,W1Jlbm9dClRvZG8gcGFyZWNlIGVzdGFyIGVuIG9yZGVuLiBFbXBlY2Vtb3MgYSBhY3VtdWxhciBDcmlzdGFsZXMgZGUgQWx0YSBFbmVyZ8OtYS4KUmVjdWVyZGEgdm9sdmVyIGEgbcOtIGRlc3B1w6lzIGRlIDMgaG9yYXMgcGFyYSBjb25zZWd1aXIgbG9zIENyaXN0YWxlcyBkZSBBbHRhIEVuZXJnw61hLg==
Nh8BDA,,W1Jlbm9dCkRvIHlvdSB3YW50IHRvIGNvbXByZXNzIHRoZSBFbmVyZ3kgQ3J5c3RhbD8=,,,,,W1Jlbm9dClZvY8OqIHF1ZXIgdHJvY2FyIENyaXN0YWlzIGRlIEVuZXJnaWE/,,W1Jlbm9dCsK/UXVpZXJlcyBjb21wcmltaXIgZWwgQ3Jpc3RhbCBkZSBFbmVyZ8OtYT8=
Nx8BDA,,V2hhdCBkb2VzIGNvbXByZXNzaW5nIGRvPw==,,,,,Q29tbyBmdW5jaW9uYT8=,,wr9RdcOpIGhhY2UgbGEgY29tcHJlc2nDs24/
OB8BDA,,Q29tcHJlc3MgUm91Z2ggdG8gUHVyaWZpZWQgQ3J5c3RhbA==,,,,,VHJvY2FyIENyaXN0YWwgQnJ1dG8gZGUgRW5lcmdpYQ==,,Q29tcHJpbWlyIENyaXN0YWwgw4FzcGVybyBhIFB1cmlmaWNhZG8=
OR8BDA,,Q29tcHJlc3MgUHVyaWZpZWQgdG8gSGlnaCBDcnlzdGFs,,,,,VHJvY2FyIENyaXN0YWwgUmVmaW5hZG8gZGUgRW5lcmdpYQ==,,Q29tcHJpbWlyIHB1cmlmaWNhZG8gYSBhbHRvIGNyaXN0YWw=
Oh8BDA,,W1Jlbm9dCkFyZSB5b3UgY3VyaW91cyBhYm91dCBFbmVyZ3kgQ3J5c3RhbCBjb21wcmVzc2lvbj8gSSBjYW4gY29tcHJlc3MgbG93ZXIgbGV2ZWwgRW5lcmd5IENyeXN0YWxzIGludG8gaGlnaGVyIG9uZXMu,,,,,W1Jlbm9dCsOJIHNpbXBsZXMsIHZvY8OqIG1lIGTDoSB1bWEgcXVhbnRpZGFkZSBkZSBDcmlzdGFpcyBkZSBuw612ZWwgYmFpeG8gcGFyYSByZWNlYmVyIDEgQ3Jpc3RhbCBkZSBuw612ZWwgbWFpcyBhbHRvLg==,,W1Jlbm9dCsK/U2llbnRlcyBjdXJpb3NpZGFkIHBvciBsYSBjb21wcmVzacOzbiBkZSBDcmlzdGFsZXMgZGUgRW5lcmfDrWE/IFB1ZWRvIGNvbXByaW1pciBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgZGUgbml2ZWwgaW5mZXJpb3IgZW4gb3Ryb3Mgc3VwZXJpb3Jlcy4=
