wM3bCQ,,V2VkZGluZyBHdWlkZQ==,,,,,QXJjb2JhbGVubw==,,QXJjb2JhbGVubw==
Fs7bCQ,,W0FyY29iYWxlbm9dCk1ha2Ugc3VyZSB0aGF0IHlvdXIgcGFydG5lciBoYXMgYWxzbyBjb21wbGV0ZWQgdGhlIGFwcGxpY2F0aW9uIHByb2NlZHVyZXMuIElmIHlvdSBhcmUgYm90aCByZWFkeSwgc3BlYWsgdG8gdGhlIG9mZmljaWFudCE=,,,,,W0FyY29iYWxlbm9dClBvciBmYXZvciwgdmVqYSBzZSBzdWEgcGVzc29hIGFtYWRhIGrDoSBjb21wbGV0b3UgZXNzZSBwcm9jZXNzby4gU2UgYW1ib3MgZXN0aXZlcmVtIHByb250b3MsIHBvZGVtIGlyIGF0w6kgbyBQZXBlcm9jaW5vLg==,,W0FyY29iYWxlbm9dCkFzZWfDunJhdGUgZGUgcXVlIHR1IHBhcmVqYSB0YW1iacOpbiBoYXlhIGNvbXBsZXRhZG8gbG9zIHByb2Nlc29zIGRlIHNvbGljaXR1ZC4gU2kgYW1ib3MgZXN0w6FuIGxpc3RvcywgwqFoYWJsZW4gY29uIGVsIG9maWNpYW50ZSE=
F87bCQ,,W0FyY29iYWxlbm9dCldvbmRlcmZ1bC4gUGxlYXNlIHdyaXRlIHlvdXIgbmFtZSBoZXJlLg==,,,,,W0FyY29iYWxlbm9dCkJhY2FuYSwgcHJlZW5jaGEgY29tIHNldSBub21lIGFxdWksIHBvciBmYXZvci4=,,W0FyY29iYWxlbm9dCsKhTWFyYXZpbGxvc28hIFBvciBmYXZvciwgZXNjcmliZSB0dSBub21icmUgYXF1w60u
GM7bCQ,,W0FyY29iYWxlbm9dCk1ha2Ugc3VyZSB5b3VyIHBhcnRuZXIgaGFzIGFsc28gY29tcGxldGVkIHRoZSBhcHBsaWNhdGlvbiBwcm9jZXNzLiBJZiB5b3UgYXJlIGJvdGggcmVhZHksIHNwZWFrIHRvIHRoZSBvZmZpY2lhbnQh,,,,,W0FyY29iYWxlbm9dClBvciBmYXZvciwgdmVqYSBzZSBzdWEgcGVzc29hIGFtYWRhIGrDoSBjb21wbGV0b3UgZXNzZSBwcm9jZXNzby4gU2UgYW1ib3MgZXN0aXZlcmVtIHByb250b3MsIHBvZGVtIGlyIGF0w6kgbyBQZXBlcm9jaW5vLg==,,W0FyY29iYWxlbm9dCkFzZWfDunJhdGUgZGUgcXVlIHR1IHBhcmVqYSB0YW1iacOpbiBoYXlhIGNvbXBsZXRhZG8gZWwgcHJvY2VzbyBkZSBzb2xpY2l0dWQuIFNpIGFtYm9zIGVzdMOhbiBsaXN0b3MsIMKhaGFibGVuIGNvbiBlbCBvZmljaWFudGUh
Gc7bCQ,,W0FyY29iYWxlbm9dCk1ha2Ugc3VyZSB5b3VyIHBhcnRuZXIgaGFzIGFsc28gY29tcGxldGVkIHRoZSBhcHBsaWNhdGlvbiBwcm9jZXNzLiBJZiB5b3UgYm90aCBhcmUgcmVhZHksIHNwZWFrIHRvIHRoZSBvZmZpY2lhbnQh,,,,,W0FyY29iYWxlbm9dClBvciBmYXZvciwgdmVqYSBzZSBzdWEgcGVzc29hIGFtYWRhIGrDoSBjb21wbGV0b3UgZXNzZSBwcm9jZXNzby4gU2UgYW1ib3MgZXN0aXZlcmVtIHByb250b3MsIHBvZGVtIGlyIGF0w6kgbyBQZXBlcm9jaW5vLg==,,W0FyY29iYWxlbm9dCkFzZWfDunJhdGUgZGUgcXVlIHR1IHBhcmVqYSB0YW1iacOpbiBoYXlhIGNvbXBsZXRhZG8gZWwgcHJvY2VzbyBkZSBzb2xpY2l0dWQuIFNpIGFtYm9zIGVzdMOhbiBsaXN0b3MsIMKhaGFibGVuIGNvbiBlbCBvZmljaWFudGUh
Gs7bCQ,,W0FyY29iYWxlbm9dCkknbSBzb3JyeSwgYnV0IHlvdSBjYW4ndAphcHBseSBmb3IgYW5vdGhlciBtYXJyaWFnZSE=,,,,,W0FyY29iYWxlbm9dCkRlc2N1bHBlLCBtYXMgdm9jw6ogbsOjbwpwb2RlIHNlIGNhc2FyIQ==,,W0FyY29iYWxlbm9dCkxvIHNpZW50bywgwqFwZXJvIG5vIHB1ZWRlcwphcGxpY2FyIHBhcmEgb3RybyBtYXRyaW1vbmlvIQ==
G87bCQ,,W0FyY29iYWxlbm9dCkRvIHlvdSB3aXNoIHRvIGNoYW5nZSB5b3VyIHJlc2VydmF0aW9uPw==,,,,,W0FyY29iYWxlbm9dClF1ZXIgbW9kaWZpY2FyIGEgcmVzZXJ2YSByZWFsaXphZGE/,,W0FyY29iYWxlbm9dCsK/RGVzZWFzIGNhbWJpYXIgdHUgcmVzZXJ2YT8=
HM7bCQ,,W0FyY29iYWxlbm9dCkFoLCB5b3UgZ2F2ZSB1cyB3cm9uZyBpbmZvcm1hdGlvbiBvZiB5b3VyIHBhcmVudCdzIHJhY2UuIFBsZWFzZSBnaXZlIG1lIGEgbW9tZW50Lg==,,,,,W0FyY29iYWxlbm9dCkFoLCB2b2PDqiBub3MgaW5mb3Jtb3UgZXJyYWRvIHNvYnJlIGEgcmHDp2EgZGEgcGVzc29hIGFtYWRhPw==,,W0FyY29iYWxlbm9dCkFoLCBub3MgZGlzdGUgaW5mb3JtYWNpw7NuIGluY29ycmVjdGEgc29icmUgbGEgcmF6YSBkZSB0dXMgcGFkcmVzLiBEYW1lIHVuIG1vbWVudG8u
Hc7bCQ,,W0FyY29iYWxlbm9dCllvdSBoYXZlIGEgcmVzZXJ2YXRpb24gd2l0aCB5b3VyIEh1bWFuIHBhcnRuZXIu,,,,,W0FyY29iYWxlbm9dClZvY8OqIHRlbSB1bWEgcmVzZXJ2YSBjb20gdW1hIHBlc3NvYSBkYSByYcOnYSBIdW1hbmEu,,W0FyY29iYWxlbm9dClRpZW5lcyB1bmEgcmVzZXJ2YSBjb24gdHUgcGFyZWphIGh1bWFuYS4=
Hs7bCQ,,W0FyY29iYWxlbm9dCllvdSBoYXZlIGEgcmVzZXJ2YXRpb24gd2l0aCB5b3VyIERvcmFtIHBhcnRuZXIu,,,,,W0FyY29iYWxlbm9dClZvY8OqIHRlbSB1bWEgcmVzZXJ2YSBjb20gdW1hIHBlc3NvYSBkYSByYcOnYSBEb3JhbS4=,,W0FyY29iYWxlbm9dClRpZW5lcyB1bmEgcmVzZXJ2YSBjb24gdHUgcGFyZWphIERvcmFtLg==
H87bCQ,,W0FyY29iYWxlbm9dCllvdSBkb24ndCBoYXZlIGEgcmVzZXJ2YXRpb24uIFBsZWFzZSBtYWtlIG9uZSBub3cu,,,,,W0FyY29iYWxlbm9dClZvY8OqIG7Do28gdGVtIHVtYSByZXNlcnZhLi4uIEZhw6dhIHVtYSBhZ29yYSE=,,W0FyY29iYWxlbm9dCk5vIHRpZW5lcyB1bmEgcmVzZXJ2YS4gSGF6IHVuYSBhaG9yYS4=
IM7bCQ,,W0FyY29iYWxlbm9dCkRvIHlvdSB3aXNoIHRvIGNoYW5nZSB0aGUgcmVzZXJ2YXRpb24/,,,,,W0FyY29iYWxlbm9dClF1ZXIgbW9kaWZpY2FyIGEgcmVzZXJ2YT8=,,W0FyY29iYWxlbm9dCsK/RGVzZWFzIGNhbWJpYXIgbGEgcmVzZXJ2YT8=
Ic7bCQ,,Tm8sIHRoYW5rcw==,,,,,TsOjbywgdmFsZXU=,,Tm8sIGdyYWNpYXMu
Is7bCQ,,WWVzLCBwbGVhc2U=,,,,,U2ltLCBwb3IgZmF2b3I=,,U8OtLCBwb3IgZmF2b3Iu
I87bCQ,,W0FyY29iYWxlbm9dCk9rYXkhIElmIHlvdSBib3RoIGNvbXBsZXRlZCB0aGUgYXBwbGljYXRpb24gcHJvY2VzcywgcGxlYXNlIHNwZWFrIHRvIHRoZSBvZmZpY2lhbnQgdG8gZ2V0IG1hcnJpZWQu,,,,,W0FyY29iYWxlbm9dClNlIGFtYm9zIGNvbXBsZXRhcmFtIGVzc2EgZXRhcGEsIHbDoSBhdMOpIG8gUGVwZXJvY2lubyBwYXJhIGNvbXBsZXRhciBvIGNhc2FtZW50by4=,,W0FyY29iYWxlbm9dCsKhRGUgYWN1ZXJkbyEgU2kgYW1ib3MgY29tcGxldGFyb24gZWwgcHJvY2VzbyBkZSBzb2xpY2l0dWQsIGhhYmxlbiBjb24gZWwgb2ZpY2lhbnRlIHBhcmEgY2FzYXJzZS4=
JM7bCQ,,W0FyY29iYWxlbm9dCk9rYXkhIElmIHlvdSBkb24ndCBtaW5kLCBtYXkgSSBhc2sgeW91ciBwYXJ0bmVycyByYWNlPw==,,,,,W0FyY29iYWxlbm9dClF1YWwgYSByYcOnYSBkYSBwZXNzb2EgYW1hZGE/,,W0FyY29iYWxlbm9dCsKhRGUgYWN1ZXJkbyEgU2kgbm8gdGUgaW1wb3J0YSwgwr9wdWVkbyBwcmVndW50YXJ0ZSBsYSByYXphIGRlIHR1IHBhcmVqYT8=
Jc7bCQ,,XjAwMDBDREh1bWFuXjAwMDAwMA==,,,,,XjAwMDBDREh1bWFub14wMDAwMDA=,,XjAwMDBDRFNlciBodW1hbm8uXjAwMDAwMA==
Js7bCQ,,XkVFMDAwMERvcmFtXjAwMDAwMA==,,,,,XkVFMDAwMERvcmFtXjAwMDAwMA==,,XkVFMDAwMERvcmFtLl4wMDAwMDA=
J87bCQ,,W0FyY29iYWxlbm9dCk9rYXkuIEh1bWFuLiBJcyB0aGlzIGNvcnJlY3Q/,,,,,W0FyY29iYWxlbm9dCkh1bWFubywgY2VydG8/,,W0FyY29iYWxlbm9dCkRlIGFjdWVyZG8uIEh1bWFuby4gwr9FcyBjb3JyZWN0bz8=
KM7bCQ,,Tm8sIG15IHBhcnRuZXIgaXMgYSBEb3JhbQ==,,,,,TsOjbywgRG9yYW0h,,Tm8sIG1pIHBhcmVqYSBlcyB1biBEb3JhbS4=
Kc7bCQ,,W0FyY29iYWxlbm9dCk9rYXkuIERvcmFtLiBJcyB0aGlzIGNvcnJlY3Q/,,,,,W0FyY29iYWxlbm9dCkRvcmFtLCBjZXJ0bz8=,,W0FyY29iYWxlbm9dCkRlIGFjdWVyZG8uIERvcmFtLiDCv0VzIGNvcnJlY3RvPw==
Ks7bCQ,,Tm8sIE15IHBhcnRuZXIgaXMgYSBIdW1hbg==,,,,,TsOjbywgSHVtYW5vIQ==,,Tm8sIG1pIHBhcmVqYSBlcyB1biBzZXIgaHVtYW5vLg==
K87bCQ,,W0FyY29iYWxlbm9dCk9rYXkhIEl0J3MgZG9uZS4=,,,,,W0FyY29iYWxlbm9dCkVzdMOhIGZlaXRvLg==,,W0FyY29iYWxlbm9dCsKhRGUgYWN1ZXJkbyEgVG9kbyB0ZXJtaW5hZG8u
LM7bCQ,,W0FyY29iYWxlbm9dCklmIHlvdSBib3RoIGNvbXBsZXRlZCB0aGUgYXBwbGljYXRpb24sIHBsZWFzZSBnbyBhbmQgc3BlYWsgdG8gdGhlIG9mZmljaWFudCB0byBnZXQgbWFycmllZCE=,,,,,W0FyY29iYWxlbm9dClNlIGFtYm9zIGNvbXBsZXRhcmFtIGVzc2EgZXRhcGEsIHbDoSBhdMOpIG8gUGVwZXJvY2lubyBwYXJhIGNvbXBsZXRhciBvIGNhc2FtZW50by4=,,W0FyY29iYWxlbm9dClNpIGFtYm9zIGNvbXBsZXRhcm9uIGxhIHNvbGljaXR1ZCwgwqFoYWJsZW4gY29uIGVsIG9maWNpYW50ZSBwYXJhIGNhc2Fyc2Uh
Lc7bCQ,,W0FyY29iYWxlbm9dCklmIHRoYXQncyB0aGUgY2FzZSwgeW91IGRvbid0IG5lZWQgdG8gY2hhbmdlIGFueXRoaW5nLiBQbGVhc2UgZ28gYW5kIHNwZWFrIHRvIHRoZSBvZmZpY2lhbnQgdG8gZ2V0IG1hcnJpZWQh,,,,,W0FyY29iYWxlbm9dClBhcmVjZSBxdWUgbsOjbyBwcmVjaXNhbSBtb2RpZmljYXIgbmFkYS4gUG9kZW0gaXIgYXTDqSBvIFBlcGVyb2Npbm8gZSBjb21wbGV0YXIgbyBjYXNhbWVudG8u,,W0FyY29iYWxlbm9dClNpIGVzIGFzw60sIG5vIHRpZW5lbiBxdWUgY2FtYmlhciBuYWRhLiDCoUhhYmxlbiBjb24gZWwgb2ZpY2lhbnRlIHBhcmEgY2FzYXJzZSE=
Ls7bCQ,,W0FyY29iYWxlbm9dCllvdSBkb24ndCBoYXZlIGEgcmVzZXJ2YXRpb24uIFBsZWFzZSBtYWtlIG9uZSBmaXJzdC4=,,,,,W0FyY29iYWxlbm9dClZvY8OqIG7Do28gdGVtIHVtYSByZXNlcnZhLi4uIEZhw6dhIHVtYSBhZ29yYS4=,,W0FyY29iYWxlbm9dCk5vIHRpZW5lcyB1bmEgcmVzZXJ2YS4gSGF6IHVuYSBwcmltZXJvLg==
L87bCQ,,W0FyY29iYWxlbm9dCk9rYXkuIEl0J3MgZG9uZS4=,,,,,W0FyY29iYWxlbm9dCkVzdMOhIGZlaXRvLg==,,W0FyY29iYWxlbm9dCkRlIGFjdWVyZG8uIFRvZG8gdGVybWluYWRvLg==
MM7bCQ,,W0FyY29iYWxlbm9dCklmIHlvdSBib3RoIGNvbXBsZXRlZCB0aGUgYXBwbGljYXRpb24sIHRoZW4gcGxlYXNlIGdvIGFuZCBzcGVhayB0byB0aGUgb2ZmaWNpYW50IHRvIGdldCBtYXJyaWVkLg==,,,,,W0FyY29iYWxlbm9dClNlIGFtYm9zIGNvbXBsZXRhcmFtIGVzc2EgZXRhcGEsIHbDoSBhdMOpIG8gUGVwZXJvY2lubyBwYXJhIGNvbXBsZXRhciBvIGNhc2FtZW50by4=,,W0FyY29iYWxlbm9dClNpIGFtYm9zIGNvbXBsZXRhcm9uIGxhIHNvbGljaXR1ZCwgZW50b25jZXMgaGFibGVuIGNvbiBlbCBvZmljaWFudGUgcGFyYSBjYXNhcnNlLg==
Mc7bCQ,,W0FyY29iYWxlbm9dClBsZWFzZSB2aXNpdCBtZSBhZ2FpbiE=,,,,,W0FyY29iYWxlbm9dClZlbmhhIG1lIHZlciBub3ZhbWVudGUh,,W0FyY29iYWxlbm9dCsKhVnVlbHZlIGEgdmlzaXRhcm1lIQ==
Ms7bCQ,,b2ZmaWNpYW50,,,,,UGVwZXJvY2lubw==,,UGVwZXJvY2lubw==
M87bCQ,,TmFtZTAx,,,,,TmFtZTAx,,Tm9tYnJlMDEu
NM7bCQ,,TmFtZTAy,,,,,TmFtZTAy,,Tm9tYnJlMDIu
Nc7bCQ,,W1BlcGVyb2Npbm9dCkhtbW1tLiB7MH0sIHlvdSBhcmUgdW5kZXIgdGhlIGNhcmUgb2YgeW91ciBwYXJlbnRzLCBhcmVuJ3QgeW91PyBZb3Ugc3RpbGwgd2FudCB0byBnZXQgbWFycmllZD8=,,,,,W1BlcGVyb2Npbm9dCkhtLCB7MH0sIHBhcmVjZSBxdWUgdm9jw6ogZXN0w6Egc29iIG9zIGN1aWRhZG9zIGRlIHNldXMgcGFpcy4uLiBFIGFpbmRhIHF1ZXIgY2FzYXIuLi4=,,W1BlcGVyb2Npbm9dCk1tbW0sIHswfSwgZXN0w6FzIGFsIGN1aWRhZG8gZGUgdHVzIHBhZHJlcywgwr9ubz8gwr9Bw7puIHF1aWVyZXMgY2FzYXJ0ZT8=
Ns7bCQ,,W1BlcGVyb2Npbm9dClVuZm9ydHVuYXRlbHksIHlvdSBhcmUgbm90IGFsbG93ZWQgdG8gZ2V0IG1hcnJpZWQu,,,,,W1BlcGVyb2Npbm9dClZvY8OqIG7Do28gcG9kZSBzZSBjYXNhciE=,,W1BlcGVyb2Npbm9dCkxhbWVudGFibGVtZW50ZSwgbm8gcHVlZGVzIGNhc2FydGUu
N87bCQ,,W1BlcGVyb2Npbm9dCllvdSBhbHJlYWR5IGhhdmUgYSBzcG91c2UuIFBsZWFzZSB0cnkgdG8gd29yayB0aGluZ3Mgb3V0IHdpdGggeW91ciBzcG91c2Uh,,,,,W1BlcGVyb2Npbm9dClZvY8OqIGrDoSB0ZW0gdW1hIHBlc3NvYSBhbWFkYS4uLiBTdWdpcm8gc2VyIGZlbGl6IGNvbSBvIHF1ZSB0ZW0h,,W1BlcGVyb2Npbm9dCllhIHRpZW5lcyB1biBjw7NueXVnZS4gwqFQcnVlYmEgc29sdWNpb25hciBsYXMgY29zYXMgY29uIHR1IGPDs255dWdlIQ==
OM7bCQ,,W1BlcGVyb2Npbm9dCk1hcnJpYWdlIGlzIGEgYmlnIHJlc3BvbnNpYmlsaXR5IGJlY2F1c2UgaXQgbWVhbnMgcHV0dGluZyBzb21lb25lIGVsc2UgZmlyc3Qu,,,,,W1BlcGVyb2Npbm9dCkNhc2FtZW50byDDqSB1bWEgcmVzcG9uc2FiaWxpZGFkZSBlIHRhbnRvLiBWb2PDqiBzZW1wcmUgZGV2ZSBwZW5zYXIgbmEgcGVzc29hIGFtYWRhIHByaW1laXJvIQ==,,W1BlcGVyb2Npbm9dCkVsIG1hdHJpbW9uaW8gZXMgdW5hIGdyYW4gcmVzcG9uc2FiaWxpZGFkIHBvcnF1ZSBzaWduaWZpY2EgcG9uZXIgYSBvdHJhIHBlcnNvbmEgZW4gcHJpbWVyIGx1Z2FyLg==
Oc7bCQ,,W1BlcGVyb2Npbm9dCkkgdW5kZXJzdGFuZCB0aGF0IHlvdSByZWFsbHkgd2FudCB0byBnZXQgbWFycmllZCwgYnV0IHlvdSBmaXJzdCBuZWVkIHRvIGJlIF4wMDAwQ0RzdHJvbmcgZW5vdWdoXjAwMDAwMC4gT25jZSB5b3UgYXJlLCBjb21lIGJhY2sgYW5kIHNwZWFrIHRvIG1lLg==,,,,,W1BlcGVyb2Npbm9dClNlaSBxdWUgZGVzZWphIGNhc2FyLCBtYXMgcHJlY2lzYSBmaWNhciBeMDAwMENEbWFpcyBmb3J0ZV4wMDAwMDAgcGFyYSBlbmNhcmFyIGVzc2EgcmVzcG9uc2FiaWxpZGFkZS4gUXVhbmRvIGVzdGl2ZXIgcHJvbnRvLCB2b2x0ZSBhdMOpIG1pbS4=,,W1BlcGVyb2Npbm9dCkVudGllbmRvIHF1ZSByZWFsbWVudGUgcXVpZXJlcyBjYXNhcnRlLCBwZXJvIHByaW1lcm8gbmVjZXNpdGFzIHNlciBeMDAwMENEbG8gc3VmaWNpZW50ZW1lbnRlIGZ1ZXJ0ZV4wMDAwMDAuIEN1YW5kbyBsbyBzZWFzLCB2dWVsdmUgeSBoYWJsYSBjb25taWdvLg==
Os7bCQ,,W1BlcGVyb2Npbm9dClBsZWFzZSBmb3JtIF4wMDAwQ0RhIHBhcnR5IG9mIHR3byB3aXRoIHlvdXIgcGFydG5lcl4wMDAwMDAgYW5kIHNwZWFrIHRvIG1lIGFnYWluLiBUaGlzIHdlZGRpbmcgaXMgYSBzYWNyZWQgY2VyZW1vbnkgZm9yIG9ubHkgdHdvIHBlb3BsZS4=,,,,,W1BlcGVyb2Npbm9dClBvciBmYXZvciwgZm9ybWUgdW0gXjAwMDBDRGdydXBvIGNvbSBhcGVuYXMgdm9jw6pzIGRvaXNeMDAwMDAwIGUgdm9sdGUgYXTDqSBtaW0uIENhc2FtZW50byDDqSBzYWdyYWRvLi4uIGUgdGVtIG11aXRhcyByZWdyYXMuLi4=,,W1BlcGVyb2Npbm9dCkZvcm1lbiBeMDAwMENEdW4gZ3J1cG8gZGUgZG9zIGNvbiB0dSBwYXJlamFeMDAwMDAwIHkgdnVlbHZhbiBhIGhhYmxhciBjb25taWdvLiBFc3RhIGJvZGEgZXMgdW5hIGNlcmVtb25pYSBzYWdyYWRhIHNvbG8gcGFyYSBkb3MgcGVyc29uYXMu
O87bCQ,,W1BlcGVyb2Npbm9dCkhhdmUgeW91IGFwcGxpZWQgZm9yIGEgbWFycmlhZ2UgYmV0d2VlbiBeMDAwMENEaHVtYW4gJiBodW1hbl4wMDAwMDA/IFBsZWFzZSBjaGVjayBhbmQgYXBwbHkgZm9yIHRoZSBjb3JyZWN0IG1hcnJpYWdlLg==,,,,,W1BlcGVyb2Npbm9dCkrDoSByZXNlcnZvdSB1bSBDYXNhbWVudG8gZW50cmUgXjAwMDBDREh1bWFub3NeMDAwMDAwPyBDb25maXJtZSBpc3NvIGUgdmVuaGEgZmFsYXIgY29taWdvIGRlcG9pcy4=,,W1BlcGVyb2Npbm9dCsK/QXBsaWNhc3RlIHBhcmEgdW4gbWF0cmltb25pbyBlbnRyZSBeMDAwMENEZG9zIHNlcmVzIGh1bWFub3NeMDAwMDAwPyBDb21wcnXDqWJhbG8geSBhcGxpY2EgcGFyYSBlbCBtYXRyaW1vbmlvIGNvcnJlY3RvLg==
PM7bCQ,,W1BlcGVyb2Npbm9dCkhhdmUgeW91IGFwcGxpZWQgZm9yIGEgbWFycmlhZ2UgYmV0d2VlbiBeMDAwMENEZG9yYW0gJiBkb3JhbV4wMDAwMDA/IFBsZWFzZSBjaGVjayBhbmQgYXBwbHkgZm9yIHRoZSBjb3JyZWN0IG1hcnJpYWdlLg==,,,,,W1BlcGVyb2Npbm9dCkrDoSByZXNlcnZvdSB1bSBDYXNhbWVudG8gZW50cmUgXjAwMDBDRERvcmFtXjAwMDAwMD8gQ29uZmlybWUgaXNzbyBlIHZlbmhhIGZhbGFyIGNvbWlnbyBkZXBvaXMu,,W1BlcGVyb2Npbm9dCsK/QXBsaWNhc3RlIHBhcmEgdW4gbWF0cmltb25pbyBlbnRyZSBeMDAwMENEZG9zIERvcmFtXjAwMDAwMD8gQ29tcHJ1w6liYWxvIHkgYXBsaWNhIHBhcmEgZWwgbWF0cmltb25pbyBjb3JyZWN0by4=
Pc7bCQ,,W1BlcGVyb2Npbm9dCk1hcnJpYWdlIGlzIGEgYmlnIHJlc3BvbnNpYmlsaXR5IGJlY2F1c2UgeW91IGhhdmUgdG8gdGhpbmsgYWJvdXQgc29tZW9uZSBvdGhlciB0aGFuIHlvdXJzZWxmIGZpcnN0Lg==,,,,,W1BlcGVyb2Npbm9dCkNhc2FtZW50byDDqSB1bWEgcmVzcG9uc2FiaWxpZGFkZSBlIHRhbnRvLiBWb2PDqiBzZW1wcmUgZGV2ZSBwZW5zYXIgbmEgcGVzc29hIGFtYWRhIHByaW1laXJvIQ==,,W1BlcGVyb2Npbm9dCkVsIG1hdHJpbW9uaW8gZXMgdW5hIGdyYW4gcmVzcG9uc2FiaWxpZGFkIHBvcnF1ZSB0aWVuZXMgcXVlIHBlbnNhciBlbiBhbGd1aWVuIG3DoXMgYW50ZXMgcXVlIGVuIHRpIG1pc21vLg==
Ps7bCQ,,W1BlcGVyb2Npbm9dCldoaWxlIHlvdSB0d28gaGFkIGRpZmZlcmVudCBob21ldG93bnMsIGRpZmZlcmVudCB3YXlzIG9mIGxpZmUsIGFuZCBkaWZmZXJlbnQgd2F5cyBvZiB0aGlua2luZywgdGhlIGZpcnN0IHRoaW5nIHRvIHRydWx5IHVuZGVyc3RhbmQgaXMgZWFjaCBvdGhlci4=,,,,,W1BlcGVyb2Npbm9dCkNvbmZsaXRvcyBlIGRpZmVyZW7Dp2FzIHPDo28gb2JzdMOhY3Vsb3MgcXVlIHNlbXByZSBlc3RhcsOjbyBwcmVzZW50ZXMsIG1hcyBvIG1haXMgaW1wb3J0YW50ZSDDqSBlbnRlbmRlciBvIG91dHJvLg==,,W1BlcGVyb2Npbm9dCkF1bnF1ZSBsb3MgZG9zIHRlbmdhbiBjaXVkYWRlcyBkZSBvcmlnZW4sIG1vZG9zIGRlIHZpZGEgeSBmb3JtYXMgZGUgcGVuc2FyIGRpZmVyZW50ZXMsIGxvIHByaW1lcm8gcXVlIGhheSBxdWUgZW50ZW5kZXIgZGUgdmVyZGFkIGVzIGFsIG90cm8u
P87bCQ,,W1BlcGVyb2Npbm9dClBsZWFzZSBjb21lIGJhY2sgd2hlbiB5b3UgYmVjb21lIG1lbnRhbGx5IHByZXBhcmVkIHRvIHVuZGVyc3RhbmQgYW5kIGNhcmUgZm9yIGVhY2ggb3RoZXIu,,,,,W1BlcGVyb2Npbm9dClBvciBxdWUgdm9jw6ogbsOjbyByZXRvcm5hIHF1YW5kbyBlc3RpdmVyIHRvdGFsbWVudGUgcHJlcGFyYWRvIHBhcmEgZW50ZW5kZXIgbyBwb250byBkZSB2aXN0YSBkbyBvdXRybz8=,,W1BlcGVyb2Npbm9dClZ1ZWx2YW4gY3VhbmRvIGVzdMOpbiBtZW50YWxtZW50ZSBwcmVwYXJhZG9zIHBhcmEgZW50ZW5kZXJzZSB5IGN1aWRhcnNlIG11dHVhbWVudGUu
QM7bCQ,,W1BlcGVyb2Npbm9dCklmIHlvdSB3YW50IHRvIGdldCBtYXJyaWVkLCBwbGVhc2UgYXBwbHkgZm9yIG1hcnJpYWdlIGZpcnN0Lg==,,,,,W1BlcGVyb2Npbm9dClNlIHF1aXNlciBjYXNhciwgZmHDp2EgdW1hIHJlc2VydmEgYW50ZXMu,,W1BlcGVyb2Npbm9dClNpIHF1aWVyZXMgY2FzYXJ0ZSwgcHJpbWVybyBhcGxpY2EgcGFyYSBlbCBtYXRyaW1vbmlvLg==
Qc7bCQ,,W1BlcGVyb2Npbm9dCk5vdyBJIHdpbGwgcGVyZm9ybSB0aGUgc2FjcmVkIHdlZGRpbmcuIFBsZWFzZSBjb21lIGZvcndhcmQu,,,,,W1BlcGVyb2Npbm9dCkEgcGFydGlyIGRlIGFnb3JhLCBlc3RhcmVtb3MgY2VsZWJyYW5kbyBtYWlzIHVtIENhc2FtZW50by4gUG9yIGZhdm9yLCBhcHJveGltZW0tc2Uu,,W1BlcGVyb2Npbm9dCkFob3JhLCByZWFsaXphcsOpIGxhIGJvZGEgc2FncmFkYS4gQWPDqXJxdWVuc2Uu
Qs7bCQ,,Tm93IEkgd2lsbCBwZXJmb3JtIHRoZSBzYWNyZWQgd2VkZGluZy4gUGxlYXNlIGNvbWUgZm9yd2FyZC4=,,,,,QSBwYXJ0aXIgZGUgYWdvcmEsIGVzdGFyZW1vcyBjZWxlYnJhbmRvIG1haXMgdW0gQ2FzYW1lbnRvLiBQb3IgZmF2b3IsIGFwcm94aW1lbS1zZS4=,,QWhvcmEsIHJlYWxpemFyw6kgbGEgYm9kYSBzYWdyYWRhLiBBY8OpcnF1ZW5zZS4=
Q87bCQ,,W1BlcGVyb2Npbm9dClRoZSB0d28gb2YgeW91IHN0YW5kaW5nIGluIGZyb250IG9mIG1lIGFyZSBoZXJlIHRvIHByb21pc2UgZWFjaCBvdGhlciBhIGhhcHB5IGZ1dHVyZS4=,,,,,W1BlcGVyb2Npbm9dClZlam8gZG9pcyBhbW9yZXMgcXVlIHTDqm0gY29tbyBkZXN0aW5vIHVtIGFsZWdyZSBmdXR1cm8h,,W1BlcGVyb2Npbm9dCkxvcyBkb3MgZXN0w6FuIGFxdcOtIGZyZW50ZSBhIG3DrSBwYXJhIHByb21ldGVyc2UgdW4gZnV0dXJvIGZlbGl6Lg==
RM7bCQ,,W1BlcGVyb2Npbm9dCllvdSBhcmUgYm90aCBoZXJlIHRvIG1ha2UgYSBwcm9taXNlIHRoYXQgd2lsbCBsYXN0IGZvciBhbGwgZXRlcm5pdHku,,,,,W1BlcGVyb2Npbm9dCkVzdGFyw6NvIGp1bnRvcyBwZWxhIGV0ZXJuaWRhZGUu,,W1BlcGVyb2Npbm9dCkxvcyBkb3MgZXN0w6FuIGFxdcOtIHBhcmEgaGFjZXIgdW5hIHByb21lc2EgcXVlIGR1cmFyw6EgcGFyYSB0b2RhIGxhIGV0ZXJuaWRhZC4=
