YK4/DA,7JiI7Ja47J6QIEs=,UHJvcGhldCBL,,,,,UHJvZmV0YSBL,,UHJvZmV0YSBL
jq4/DA,W+yYiOyWuOyekCBLXQrqt7jrnpguLi7qt7jrn7Ag7J287J20IOyeiOyXiOq1sC4K7KKL7JWELCDrgpjrqLjsp4DripQg64K06rCAIOyngeygkQrssL7slYTqsIDshJwg7J207JW86riwIO2VtCDrs7Trj4TroZ0K7ZWY6rKg7Ja0Lg==,W1Byb3BoZXQgS10KSSBzZWUuLi4gU28gdGhhdCdzIHdoYXQgaGFwcGVuZWQuCkdvb2QsIEkgd2lsbCBwZXJzb25hbGx5CmdvIGFuZCB0cnkgdG8gdGFsawp0byBoaW0gYWJvdXQgdGhlIHJlc3Qu,,,,,W1Byb2ZldGEgS10KRW50ZW5kby4uLiBFbnTDo28gZm9pIGlzc28gcXVlIGFjb250ZWNldS4Kw5N0aW1vLCBldSBwZXNzb2FsbWVudGUKaXJlaSB0ZW50YXIgY29udmVyc2FyCmNvbSBlbGUgc29icmUgbyByZXN0by4=,,W1Byb2ZldGEgS10KWWEgdmVvLi4uIEVzbyBmdWUgbG8gcXVlIHBhc8OzLgpCaWVuLCB5byBwZXJzb25hbG1lbnRlCmlyw6kgZSBpbnRlbnRhcsOpIGhhYmxhcgpjb24gw6lsIHNvYnJlIGVsIHJlc3RvLg==
j64/DA,W+yYiOyWuOyekCBLXQrqt7gg64+Z7JWIIOuEiOustCDqs6Drp4jsm6DrhKQK6re47JeQ64yA7ZWcIOuztOuLteycvOuhnArsnpDrhKTqsIAg6rWs7ZW07JmU642YCuylkOydmCDsmIHtmLwg7KGw6rCB7J20IOyhsOq4iCDrgqjslYTshJwK6re4IDEy7KeA7Iug7J2YIOq4sOyatOydhCDri7TslYQK66qo7J6Q66W8IO2VnOuyiCDrp4zrk6TslrTrtKTrhKQu,W1Byb3BoZXQgS10KVGhhbmsgeW91IHNvIG11Y2ggZm9yIGFsbCB5b3VyIGhlbHAuCkFzIGEgcmV3YXJkLAp0aGVyZSB3ZXJlIHNvbWUgTW91c2UgU291bCBGcmFnbWVudHMgbGVmdApmcm9tIHdoYXQgeW91IGdhdGhlcmVkLApzbyBJIGluZnVzZWQgdGhlbSB3aXRoIHRoZSBlbmVyZ3kgb2YgdGhlIDEyIFpvZGlhYyBEZWl0aWVzCmFuZCBtYWRlIGEgaGF0Lg==,,,,,W1Byb2ZldGEgS10KTXVpdG8gb2JyaWdhZG8gcG9yIHRvZGEgc3VhIGFqdWRhLgpDb21vIHJlY29tcGVuc2EsCmhhdmlhIGFsZ3VucyBGcmFnbWVudG9zIGRlIEFsbWEgZGUgUmF0byBzb2JyYW5kbwpkb3MgcXVlIHZvY8OqIGNvbGV0b3UsCmVudMOjbyBldSBvcyBpbmZ1bmRpIGNvbSBhIGVuZXJnaWEgZGFzIDEyIERpdmluZGFkZXMgZG8gWm9kw61hY28KZSBmaXogdW0gY2hhcMOpdS4=,,W1Byb2ZldGEgS10KTXVjaGFzIGdyYWNpYXMgcG9yIHRvZGEgdHUgYXl1ZGEuCkNvbW8gcmVjb21wZW5zYSwKc29icmFyb24gYWxndW5vcyBGcmFnbWVudG9zIGRlIEFsbWEgZGUgUmF0w7NuCmRlIGxvcyBxdWUgcmV1bmlzdGUsCmFzw60gcXVlIGxvcyBpbmZ1bmTDrSBjb24gbGEgZW5lcmfDrWEgZGUgbGFzIDEyIERlaWRhZGVzIGRlbCBab2TDrWFjbwplIGhpY2UgdW4gc29tYnJlcm8u
kK4/DA,W+yYiOyWuOyekCBLXQrtirnrs4TtlZwgMTLsp4Dsi6DsnZgg6riw7Jq07J20CuuLtOq4tCDrqqjsnpDrnbzshJwgMjAw66eMIOygnOuLiCDsoJXrj4TsnZgK6rCA7LmY6rCAIOyeiOyngOunjCDsnpDrhKTripQg64KY66W8CuuPhOyZgOykrOycvOuLiCDtirnrs4TtnoggMuunjOygnOuLiOyXkArso7zrj4TroZ0g7ZWY7KeALiDslrTrlqTqsIA/,W1Byb3BoZXQgS10KSXQncyBhIGhhdCBpbmZ1c2VkIHdpdGggc3BlY2lhbAoxMiBab2RpYWMgRGVpdHkgZW5lcmd5LCB3b3J0aCBhYm91dCAyIG1pbGxpb24gWmVueSwKYnV0IHNpbmNlIHlvdSBoZWxwZWQgbWUsCkknbGwgc3BlY2lhbGx5IGdpdmUgaXQgdG8geW91IGZvciAyMCwwMDAgWmVueS4KV2hhdCBkbyB5b3Ugc2F5Pw==,,,,,W1Byb2ZldGEgS10Kw4kgdW0gY2hhcMOpdSBpbmZ1bmRpZG8gY29tIGEgZW5lcmdpYSBlc3BlY2lhbApkYXMgMTIgRGl2aW5kYWRlcyBkbyBab2TDrWFjbywgdmFsZSBjZXJjYSBkZSAyIG1pbGjDtWVzIGRlIFplbnksCm1hcyBjb21vIHZvY8OqIG1lIGFqdWRvdSwKdm91IGRhciBlc3BlY2lhbG1lbnRlIHBhcmEgdm9jw6ogcG9yIDIwLjAwMCBaZW55LgpPIHF1ZSB2b2PDqiBkaXo/,,W1Byb2ZldGEgS10KRXMgdW4gc29tYnJlcm8gaW5mdW5kaWRvIGNvbiB1bmEgZW5lcmfDrWEgZXNwZWNpYWwKZGUgbGFzIDEyIERlaWRhZGVzIGRlbCBab2TDrWFjbywgdmFsZSB1bm9zIDIgbWlsbG9uZXMgZGUgWmVueXMsCnBlcm8gY29tbyBtZSBheXVkYXN0ZSwKdGUgbG8gZGFyw6kgZXNwZWNpYWxtZW50ZSBwb3IgMjAsMDAwIFplbnlzLgrCv1F1w6kgZGljZXM/
ka4/DA,7KCc64uI6rCAIOyXhuyWtOyEnC4u,SSBkb24ndCBoYXZlIHRoZSBaZW55Li4u,,,,,RXUgbsOjbyB0ZW5obyBaZW55Li4u,,Tm8gdGVuZ28gbG9zIFplbnlzLi4u
kq4/DA,65Oc66as6rKg7Iq164uI64uk,SSB3aWxsIGdpdmUgaXQgdG8geW91Lg==,,,,,RXUgdm91IHRlIGRhci4=,,VGUgbG9zIGRhcsOpLg==
k64/DA,W+yYiOyWuOyekCBLXQrtnZDtnaAuLi4uCjEy7KeA7Iug7J2YIOq4sOyatOydtCDri7TquLQhCjIwMOunjCDsoJzri4jsnZgg6rCA7LmY66W8IOyngOuLjArsi6DsnZgg7JiB66y87J24642wLi4uCuy5nOq1rO2VnO2FjOudvOuPhCDruYzroKTrs7TripQg6rG0CuyWtOuWpOqwgC4uPw==,W1Byb3BoZXQgS10KQWhlbS4uLgpJdCdzIGEgZGl2aW5lIGFydGlmYWN0IGltYnVlZCB3aXRoCnRoZSBlbmVyZ3kgb2YgdGhlIDEyIFpvZGlhYyBEZWl0aWVzIQpXb3J0aCAyIG1pbGxpb24gWmVueS4uLgpIb3cgYWJvdXQgYm9ycm93aW5nIGl0IGZyb20gYSBmcmllbmQuLi4/,,,,,W1Byb2ZldGEgS10KQWhlbS4uLgrDiSB1bSBhcnRlZmF0byBkaXZpbm8gaW1idcOtZG8gY29tCmEgZW5lcmdpYSBkYXMgMTIgRGl2aW5kYWRlcyBkbyBab2TDrWFjbyEKVmFsZSAyIG1pbGjDtWVzIGRlIFplbnkuLi4KUXVlIHRhbCBwZWRpciBlbXByZXN0YWRvIGEgdW0gYW1pZ28uLi4/,,W1Byb2ZldGEgS10KRWplbS4uLgrCoUVzIHVuIGFydGVmYWN0byBkaXZpbm8gaW1idWlkbyBjb24KbGEgZW5lcmfDrWEgZGUgbGFzIDEyIERlaWRhZGVzIGRlbCBab2TDrWFjbyEKUXVlIHZhbGUgMiBtaWxsb25lcyBkZSBaZW55cy4uLgrCv1F1w6kgdGFsIHNpIHNlIGxvIHBpZGVzIHByZXN0YWRvIGEgdW4gYW1pZ28uLi4/
lK4/DA,W+yYiOyWuOyekCBLXQrtirnrs4Ttnogg7JWE7KO8IO2bjOulre2VnCDsmLXshZjsnYQK64Sj7J2EIOyImCDsnojrj4TroZ0g64W466Cl7ZaI7KeA66eMLi4K7JWE7Im96rKM64+EIOq3uOugh+qyjArrp4zrk6Tsp4DripQg66q77ZaI7Ja0LgrslrTsqIvrk6Ag66eI7J2M7JeQIOuTpOyXiOycvOuptArsoovqsqDqtbAu,W1Byb3BoZXQgS10KSSB0cmllZCBzcGVjaWFsbHkgdG8gcHV0IGluCmV4Y2VsbGVudCBvcHRpb25zLi4uCkJ1dCB1bmZvcnR1bmF0ZWx5LApJIGNvdWxkbid0IG1ha2UgaXQgdGhhdCB3YXkuCkFueXdheSwgSSBob3BlIHlvdSBsaWtlIGl0Lg==,,,,,W1Byb2ZldGEgS10KVGVudGVpIGVzcGVjaWFsbWVudGUgY29sb2NhcgpvcMOnw7VlcyBleGNlbGVudGVzLi4uCk1hcywgaW5mZWxpem1lbnRlLApuw6NvIGNvbnNlZ3VpIGZhemVyIGFzc2ltLgpEZSBxdWFscXVlciBmb3JtYSwgZXNwZXJvIHF1ZSBnb3N0ZS4=,,W1Byb2ZldGEgS10KSW50ZW50w6kgZXNwZWNpYWxtZW50ZSBwb25lcgpvcGNpb25lcyBleGNlbGVudGVzLi4uClBlcm8gZGVzYWZvcnR1bmFkYW1lbnRlLApubyBwdWRlIGhhY2VybG8gZGUgZXNhIG1hbmVyYS4KRGUgdG9kb3MgbW9kb3MsIGVzcGVybyBxdWUgdGUgZ3VzdGUu
la4/DA,W+yYiOyWuOyekCBLXQrtlZjsp4Drp4wsCuyVhOustOuemOuPhCDrgpjsnZgg7JiI7KeA66q97J2ACuyVhOyngSDrgZ3rgpjsp4Ag7JWK7J2AIOqygyDqsJnslYQuCuu2hOuqhe2eiCDqt7gg7J207ZuEIDEy7KeA7Iug7J2YCuq4sOyatOydhCDrsJvsnYAg7JiB7JuF65Ok7JeQIOuMgO2VnArsmIjsp4Drqr3snbQg7J207Ja07KeIIOqygyDqsJnrhKQu,W1Byb3BoZXQgS10KSG93ZXZlciwKaXQgc2VlbXMgbXkgcHJlY29nbml0aXZlIGRyZWFtCmlzIG5vdCBvdmVyIHlldC4KSXQgc2VlbXMgdGhlIHByZWNvZ25pdGl2ZSBkcmVhbXMKYWJvdXQgdGhlIGhlcm9lcyB3aG8gcmVjZWl2ZWQgdGhlIGVuZXJneQpvZiB0aGUgb3RoZXIgWm9kaWFjIERlaXRpZXMgd2lsbCBzdXJlbHkgY29udGludWUu,,,,,W1Byb2ZldGEgS10KTm8gZW50YW50bywKcGFyZWNlIHF1ZSBtZXUgc29uaG8gcHJlbW9uaXTDs3JpbwphaW5kYSBuw6NvIHRlcm1pbm91LgpQYXJlY2UgcXVlIG9zIHNvbmhvcyBwcmVtb25pdMOzcmlvcwpzb2JyZSBvcyBoZXLDs2lzIHF1ZSByZWNlYmVyYW0gYSBlbmVyZ2lhCmRhcyBvdXRyYXMgRGl2aW5kYWRlcyBkbyBab2TDrWFjbyBjZXJ0YW1lbnRlIGNvbnRpbnVhcsOjby4=,,W1Byb2ZldGEgS10KU2luIGVtYmFyZ28sCnBhcmVjZSBxdWUgbWkgc3Vlw7FvIHByZW1vbml0b3Jpbwphw7puIG5vIGhhIHRlcm1pbmFkby4KUGFyZWNlIHF1ZSBsb3Mgc3Vlw7FvcyBwcmVtb25pdG9yaW9zCnNvYnJlIGxvcyBow6lyb2VzIHF1ZSByZWNpYmllcm9uIGxhIGVuZXJnw61hCmRlIGxhcyBvdHJhcyBEZWlkYWRlcyBkZWwgWm9kw61hY28gc2VndXJhbWVudGUgY29udGludWFyw6FuLg==
lq4/DA,W+yYiOyWuOyekCBLXQrslrzrp4gg7ZuEIOuLpOyLnCDrgpjrpbwg7LC+7JWE7JmA7KO86rKMCuu2hOuqhe2eiCDrj4TsmYDspIQg7J287J20IOyeiOydhOqxsOyVvC4=,W1Byb3BoZXQgS10KQ29tZSBmaW5kIG1lIGFnYWluIHNvbWV0aW1lIGxhdGVyLgpJJ20gc3VyZSB0aGVyZSB3aWxsIGJlIHRoaW5ncyB5b3UgY2FuIGhlbHAgd2l0aC4=,,,,,W1Byb2ZldGEgS10KVmVuaGEgbWUgZW5jb250cmFyIG5vdmFtZW50ZSBtYWlzIHRhcmRlLgpUZW5obyBjZXJ0ZXphIHF1ZSBoYXZlcsOhIGNvaXNhcyBjb20gYXMgcXVhaXMgdm9jw6ogcG9kZSBhanVkYXIu,,W1Byb2ZldGEgS10KVmVuIGEgYnVzY2FybWUgZGUgbnVldm8gZW4gYWxnw7puIG1vbWVudG8uCkVzdG95IHNlZ3VybyBkZSBxdWUgaGFicsOhIGNvc2FzIGNvbiBsYXMgcXVlIHBvZHLDoXMgYXl1ZGFyLg==
l64/DA,W+yYiOyWuOyekCBLXQrsoJzri4jqsIAg67aA7KGx7ZWY6rWwIQoxMuyngOyLoOydmCDquLDsmrTsnbQg64u06ri0IQoyMDDrp4wg7KCc64uI7J2YIOqwgOy5mOulvCDsp4Dri4wK7Iug7J2YIOyYgeusvOyduOuNsC4uLgrsuZzqtaztlZzthYzrnbzrj4Qg67mM66Ck67O064qUIOqxtArslrTrlqTqsIAuLj8=,W1Byb3BoZXQgS10KWW91IGxhY2sgWmVueSEKSXQncyBhIGRpdmluZSBhcnRpZmFjdCBpbWJ1ZWQgd2l0aAp0aGUgZW5lcmd5IG9mIHRoZSAxMiBab2RpYWMgRGVpdGllcyEKV29ydGggMiBtaWxsaW9uIFplbnkuLi4KSG93IGFib3V0IGJvcnJvd2luZyBpdCBmcm9tIGEgZnJpZW5kLi4uPw==,,,,,W1Byb2ZldGEgS10KVm9jw6ogZXN0w6Egc2VtIFplbnkhCsOJIHVtIGFydGVmYXRvIGRpdmlubyBpbWJ1w61kbyBjb20KYSBlbmVyZ2lhIGRhcyAxMiBEaXZpbmRhZGVzIGRvIFpvZMOtYWNvIQpWYWxlIDIgbWlsaMO1ZXMgZGUgWmVueS4uLgpRdWUgdGFsIHBlZGlyIGVtcHJlc3RhZG8gYSB1bSBhbWlnby4uLj8=,,W1Byb2ZldGEgS10KwqFUZSBmYWx0YW4gWmVueXMhCsKhRXMgdW4gYXJ0ZWZhY3RvIGRpdmlubyBpbWJ1aWRvIGNvbgpsYSBlbmVyZ8OtYSBkZSBsYXMgMTIgRGVpZGFkZXMgZGVsIFpvZMOtYWNvIQpRdWUgdmFsZSAyIG1pbGxvbmVzIGRlIFplbnlzLi4uCsK/UXXDqSB0YWwgc2kgc2UgbG8gcGlkZXMgcHJlc3RhZG8gYSB1biBhbWlnby4uLj8=
mK4/DA,W+yYiOyWuOyekCBLXQrslYTrrLTrnpjrj4Qg64KY7J2YIOyYiOyngOuqveydgArslYTsp4Eg64Gd64KY7KeAIOyViuydgCDqsoMg6rCZ7JWELgrrtoTrqoXtnogg6re4IOydtO2bhCAxMuyngOyLoOydmArquLDsmrTsnYQg67Cb7J2AIOyYgeybheuTpOyXkCDrjIDtlZwK7JiI7KeA66q97J20IOydtOyWtOyniCDqsoMg6rCZ7JWELg==,W1Byb3BoZXQgS10KSXQgc2VlbXMgbXkgcHJlY29nbml0aXZlIGRyZWFtCmlzIG5vdCBvdmVyIHlldC4KSXQgc2VlbXMgdGhlIHByZWNvZ25pdGl2ZSBkcmVhbXMKYWJvdXQgdGhlIGhlcm9lcyB3aG8gcmVjZWl2ZWQgdGhlIGVuZXJneQpvZiB0aGUgb3RoZXIgWm9kaWFjIERlaXRpZXMgd2lsbCBzdXJlbHkgY29udGludWUu,,,,,W1Byb2ZldGEgS10KUGFyZWNlIHF1ZSBtZXUgc29uaG8gcHJlbW9uaXTDs3JpbwphaW5kYSBuw6NvIHRlcm1pbm91LgpQYXJlY2UgcXVlIG9zIHNvbmhvcyBwcmVtb25pdMOzcmlvcwpzb2JyZSBvcyBoZXLDs2lzIHF1ZSByZWNlYmVyYW0gYSBlbmVyZ2lhCmRhcyBvdXRyYXMgRGl2aW5kYWRlcyBkbyBab2TDrWFjbyBjZXJ0YW1lbnRlIGNvbnRpbnVhcsOjby4=,,W1Byb2ZldGEgS10KUGFyZWNlIHF1ZSBtaSBzdWXDsW8gcHJlbW9uaXRvcmlvCmHDum4gbm8gaGEgdGVybWluYWRvLgpQYXJlY2UgcXVlIGxvcyBzdWXDsW9zIHByZW1vbml0b3Jpb3MKc29icmUgbG9zIGjDqXJvZXMgcXVlIHJlY2liaWVyb24gbGEgZW5lcmfDrWEKZGUgbGFzIG90cmFzIERlaWRhZGVzIGRlbCBab2TDrWFjbyBzZWd1cmFtZW50ZSBjb250aW51YXLDoW4u
ma4/DA,7IqI66eI7Iqk,U2NobXV0aA==,,,,,U2NobXV0aA==,,U2NobXV0aA==
mq4/DA,W+yKiOuniOyKpF0K7KeA66Oo7ZWcIOydvOyDgS4uLiDsnqzrr7jsl4bri6QuLgrrrZAg7ZmU64GI7ZWcIOydvCDsl4bsnYTquYwuLg==,W1NjaG11dGhdCkJvcmluZyBkYWlseSBsaWZlLi4uIEl0J3MgZHVsbC4uLgpJIHdvbmRlciBpZiB0aGVyZSdzIGFueXRoaW5nIGV4Y2l0aW5nLi4u,,,,,W1NjaG11dGhdClZpZGEgZGnDoXJpYSB0ZWRpb3NhLi4uIMOJIG1vbsOzdG9uby4uLgpTZXLDoSBxdWUgbsOjbyB0ZW0gbmFkYSBlbW9jaW9uYW50ZS4uLg==,,W1NjaG11dGhdCkxhIHZpZGEgZGlhcmlhIGFidXJyaWRhLi4uIEVzIG1vbsOzdG9uYS4uLgpNZSBwcmVndW50byBzaSBoYWJyw6EgYWxnbyBlbW9jaW9uYW50ZS4uLg==
m64/DA,LeyYiOyWuOyekCBL6rCAIOunkO2VnCDsgqzrnozsnbQg66ee64qUIOqygyDqsJnsnYDrjbAgXjRENERGRuyYiOyWuOyekCBL7J2YIOuwgOyEnF4wMDAwMDDqsIAg7JeG64ukLi0=,LSBJdCBzZWVtcyBsaWtlIHRoZSBwZXJzb24gUHJvcGhldCBLIG1lbnRpb25lZCBpcyBjb3JyZWN0LCBidXQgSSBkb24ndCBoYXZlIF40RDRERkZQcm9waGV0IEsncyBTZWNyZXQgTGV0dGVyXjAwMDAwMC4gLQ==,,,,,LSBQYXJlY2UgcXVlIGEgcGVzc29hIHF1ZSBvIFByb2ZldGEgSyBtZW5jaW9ub3UgZXN0w6EgY29ycmV0YSwgbWFzIGV1IG7Do28gdGVuaG8gYSBeNEQ0REZGQ2FydGEgU2VjcmV0YSBkbyBQcm9mZXRhIEteMDAwMDAwLiAt,,LSBQYXJlY2UgcXVlIGxhIHBlcnNvbmEgcXVlIG1lbmNpb27DsyBlbCBQcm9mZXRhIEsgZXMgY29ycmVjdGEsIHBlcm8gbm8gdGVuZ28gbGEgXjRENERGRkNhcnRhIFNlY3JldGEgZGVsIFByb2ZldGEgS14wMDAwMDAuIC0=
nK4/DA,LSDrrZDrnbzqs6Ag66eQ7J2EIOqxuOyWtOyVvCDtlaDquYw/IC0=,LSBXaGF0IHNob3VsZCBJIHNheSB0byBoaW0/IC0=,,,,,LSBPIHF1ZSBkZXZvIGRpemVyIGEgZWxlPyAt,,LSDCv1F1w6kgZGViZXLDrWEgZGVjaXJsZT8gLQ==
na4/DA,7J247IOB7J20IOywuCDsoovsnLzshLjsmpQu,WW91IGhhdmUgYSB2ZXJ5IGdvb2QgaW1wcmVzc2lvbi4=,,,,,Vm9jw6ogY2F1c2EgdW1hIGltcHJlc3PDo28gbXVpdG8gYm9hLg==,,VGllbmVzIHVuYSBtdXkgYnVlbmEgaW1wcmVzacOzbi4=
nq4/DA,6riw7Jq07J20IOywuCDsoovsnLzshLjsmpQ=,WW91IGhhdmUgdmVyeSBnb29kIGVuZXJneS4=,,,,,Vm9jw6ogdGVtIHVtYSBlbmVyZ2lhIG11aXRvIGJvYS4=,,VGllbmVzIG11eSBidWVuYSBlbmVyZ8OtYS4=
n64/DA,7Ja86rW07JeQ7IScIOu5m+ydtCDrgpjsi5zrhKTsmpQ=,WW91ciBmYWNlIGlzIGdsb3dpbmcu,,,,,U2V1IHJvc3RvIGVzdMOhIHJhZGlhbnRlLg==,,VHUgcm9zdHJvIGVzdMOhIHJhZGlhbnRlLg==
oK4/DA,7KGw7IOB64uY7J20IOqzteuNleydhCDrp47snbQg7IyT7JWY64KY67SQ7JqU,SXQgc2VlbXMgeW91ciBhbmNlc3RvcnMgYWNjdW11bGF0ZWQgbXVjaCBtZXJpdC4=,,,,,UGFyZWNlIHF1ZSBzZXVzIGFuY2VzdHJhaXMgYWN1bXVsYXJhbSBtdWl0byBtw6lyaXRvLg==,,UGFyZWNlIHF1ZSB0dXMgYW5jZXN0cm9zIGFjdW11bGFyb24gbXVjaG8gbcOpcml0by4=
oa4/DA,W+yKiOuniOyKpF0K7Jqw7ZuXLi4g7KCc6rCAIOyigArqt7jrn7Ag7IaM66asIOunjuydtCDrk6TslrTsmpQ=,W1NjaG11dGhdCk9ob2hvLi4uIEkgZG8gaGVhcgp0aGF0IGtpbmQgb2YgdGhpbmcgcXVpdGUgb2Z0ZW4u,,,,,W1NjaG11dGhdCk9ob2hvLi4uIEV1IGVzY3V0bwplc3NlIHRpcG8gZGUgY29pc2EgY29tIGJhc3RhbnRlIGZyZXF1w6puY2lhLg==,,W1NjaG11dGhdCk9ob2hvLi4uIEVzbyBzw60gcXVlCmxvIGVzY3VjaG8gYmFzdGFudGUgc2VndWlkby4=
oq4/DA,W+yKiOuniOyKpF0K6re465+w642wIOustOyKqOydvOuhnC4uLgrsoIDrpbwg7LC+7JWEIOyYpOyFqOuCmOyalD8=,W1NjaG11dGhdCkJ1dCBmb3Igd2hhdCByZWFzb24uLi4KaGF2ZSB5b3UgY29tZSB0byBmaW5kIG1lPw==,,,,,W1NjaG11dGhdCk1hcyBwb3IgcXVhbCBtb3Rpdm8uLi4Kdm9jw6ogdmVpbyBtZSBlbmNvbnRyYXI/,,W1NjaG11dGhdClBlcm8sIHBvciBxdcOpIHJhesOzbi4uLgpoYXMgdmVuaWRvIGEgYnVzY2FybWU/
o64/DA,7JiI7Ja47J6QIEvsnZgg67CA7ISc66W8IOqxtOuEqOuLpA==,SGFuZCBvdmVyIFByb3BoZXQgSydzIHNlY3JldCBsZXR0ZXIu,,,,,RW50cmVnYXIgYSBjYXJ0YSBzZWNyZXRhIGRvIFByb2ZldGEgSy4=,,RW50cmVnYXIgbGEgY2FydGEgc2VjcmV0YSBkZWwgUHJvZmV0YSBLLg==
pK4/DA,LSDsl5DslrjsnpAgS+ydmCDrsIDshJzrpbwgLQotIOqxtOuEpOqzoCDsnpDstIjsp4DsooXsnYQgLQotIOydtOyVvOq4sCDtlojri6QuIC0=,LSBJIGhhbmRlZCBvdmVyIFByb3BoZXQgSydzIHNlY3JldCBsZXR0ZXIgLQotIGFuZCBleHBsYWluZWQgdGhlIHdob2xlIHN0b3J5IGZyb20gYmVnaW5uaW5nIHRvIGVuZC4gLQ==,,,,,LSBFbnRyZWd1ZWkgYSBjYXJ0YSBzZWNyZXRhIGRvIFByb2ZldGEgSyAtCi0gZSBleHBsaXF1ZWkgYSBoaXN0w7NyaWEgdG9kYSBkbyBjb21lw6dvIGFvIGZpbS4gLQ==,,LSBFbnRyZWd1w6kgbGEgY2FydGEgc2VjcmV0YSBkZWwgUHJvZmV0YSBLIC0KLSB5IGV4cGxpcXXDqSBsYSBoaXN0b3JpYSBjb21wbGV0YSBkZSBwcmluY2lwaW8gYSBmaW4uIC0=
pa4/DA,W+yKiOuniOyKpF0K7IaU7KeB7Z6IIOuLueyLoOydmCDrp5DsnYQK7Im96rKMIOuvv+ydhCDsiJjripQg7JeG7Ja07JqULgrqvK0g7IaM7ISk7IaN7JeQIOuCmOyYpOuKlArsnbTslbzquLAg6rCZ7J6W7JWE7JqUPw==,W1NjaG11dGhdCkZyYW5rbHksIEkgY2FuJ3QgZWFzaWx5CmJlbGlldmUgeW91ciB3b3Jkcy4KSXQgc291bmRzIGp1c3QgbGlrZSBhIHN0b3J5CmZyb20gYSBub3ZlbCwgZG9lc24ndCBpdD8=,,,,,W1NjaG11dGhdCkZyYW5jYW1lbnRlLCBuw6NvIHBvc3NvCmFjcmVkaXRhciBmYWNpbG1lbnRlIGVtIHN1YXMgcGFsYXZyYXMuClNvYSBleGF0YW1lbnRlIGNvbW8gdW1hIGhpc3TDs3JpYQpkZSB1bSByb21hbmNlLCBuw6NvIGFjaGE/,,W1NjaG11dGhdCkZyYW5jYW1lbnRlLCBubyBwdWVkbwpjcmVlciB0dXMgcGFsYWJyYXMgZsOhY2lsbWVudGUuClN1ZW5hIGp1c3RvIGNvbW8gdW5hIGhpc3RvcmlhCmRlIHVuYSBub3ZlbGEsIMK/bm8gY3JlZXM/
pq4/DA,W+yKiOuniOyKpF0K64u57Iug7J2YIOunkOydhCDrr7/qs6AK7J20IOuwgOyEnOulvCDsnb3qsowg7ZWY6rOgIOyLtuuLpOuptArri7nsi6Dsl5Ag64yA7ZWcIOyLoOuisOqwgCDtlYTsmpTtlbTsmpQu,W1NjaG11dGhdCklmIHlvdSB3YW50IG1lIHRvIGJlbGlldmUgeW91ciB3b3JkcwphbmQgcmVhZCB0aGlzIHNlY3JldCBsZXR0ZXIsCkkgbmVlZCB0byB0cnVzdCB5b3Uu,,,,,W1NjaG11dGhdClNlIHZvY8OqIHF1ZXIgcXVlIGV1IGFjcmVkaXRlIGVtIHN1YXMgcGFsYXZyYXMKZSBsZWlhIGVzdGEgY2FydGEgc2VjcmV0YSwKcHJlY2lzbyBjb25maWFyIGVtIHZvY8OqLg==,,W1NjaG11dGhdClNpIHF1aWVyZXMgcXVlIGNyZWEgdHVzIHBhbGFicmFzCnkgbGVhIGVzdGEgY2FydGEgc2VjcmV0YSwKbmVjZXNpdG8gY29uZmlhciBlbiB0aS4=
p64/DA,7KCc6rCAIOyWtOuWu+qyjCDtlZjrqbQuLuuQoOq5jOyalD8=,V2hhdCBzaG91bGQgSSBkby4uLj8=,,,,,TyBxdWUgZGV2byBmYXplci4uLj8=,,wr9RdcOpIGRlYm8gaGFjZXIuLi4/
qK4/DA,W+yKiOuniOyKpF0K7J2MLi4uIOygnOqwgCDsp4DquIgK6rytIO2VhOyalO2VnOqyjCDsnojqsbDrk6DsmpQsCuq3uCDqsbgg6rCA7KC464ukIOyjvOyLnOuptArqt7jsqr3sl5DshJwg6re466eM7YG8IOydmOyngOqwgArsnojripQg6rG466GcIO2MkOuLqCDtlaDqsozsmpQ=,W1NjaG11dGhdCkhtbS4uLiBUaGVyZSdzIHNvbWV0aGluZwpJIHJlYWxseSBuZWVkIHJpZ2h0IG5vdy4KSWYgeW91IGJyaW5nIHRoYXQgdG8gbWUsCkknbGwgdGFrZSBpdCBhcyBhIHNpZ24gb2YgeW91cgpzaW5jZXJpdHku,,,,,W1NjaG11dGhdCkhtbS4uLiBUZW0gdW1hIGNvaXNhCnF1ZSBldSByZWFsbWVudGUgcHJlY2lzbyBhZ29yYS4KU2Ugdm9jw6ogdHJvdXhlciBpc3NvIHBhcmEgbWltLAp2b3UgdG9tYXIgY29tbyB1bSBzaW5hbCBkYSBzdWEKc2luY2VyaWRhZGUu,,W1NjaG11dGhdCk1tbS4uLiBIYXkgYWxnbwpxdWUgcmVhbG1lbnRlIG5lY2VzaXRvIGFob3JhIG1pc21vLgpTaSBtZSB0cmFlcyBlc28sCmxvIHRvbWFyw6kgY29tbyB1bmEgc2XDsWFsIGRlIHR1CnNpbmNlcmlkYWQu
