IKE8DA,,V2VsY2g=,,,,,V2VsY2g=,,V2VsY2g=
e6E8DA,,W1JvbGFuZCBCdXR6XQpUaGUgbW9zdCB0cm91Ymxlc29tZSBvbmVzIGFyZSwgb2YgY291cnNlLCB0aGUgQnVmYWxsbyBiYW5kaXRzLi4uIGJ1dCB2YXJpb3VzIHdpbGQgYW5pbWFscyBhbHNvIGNhdXNlIHF1aXRlIGEgaGVhZGFjaGUuCkFuZCBpbiB0aGUgdHVubmVscyBiZW5lYXRoIHRoZSB0b3duLi4uIHVnaCwgdXV1Z2guIEknZCByYXRoZXIgbm90IHRhbGsgYWJvdXQgdGhpcy4=,,,,,W1JvbGFuZCBCdXR6XQpPcyBtYWlzIHByb2JsZW3DoXRpY29zIHPDo28sIGNsYXJvLCBvcyBCw7pmYWxvcyBCYW5kaWRvcy4uLiBtYXMgdsOhcmlvcyBhbmltYWlzIHNlbHZhZ2VucyB0YW1iw6ltIGTDo28gYmFzdGFudGUgZG9yIGRlIGNhYmXDp2EuCkUgbm9zIHTDum5laXMgc29iIGEgY2lkYWRlLi4uIHVnaCwgdXV1Z2guIFByZWZpcm8gbsOjbyBmYWxhciBzb2JyZSBpc3NvLg==,,W1JvbGFuZCBCdXR6XQpMb3MgbcOhcyBwcm9ibGVtw6F0aWNvcyBzb24sIHBvciBzdXB1ZXN0bywgbG9zIGJhbmRpZG9zIGLDumZhbG8uLi4gcGVybyB2YXJpb3MgYW5pbWFsZXMgc2FsdmFqZXMgdGFtYmnDqW4gZGFuIGJhc3RhbnRlIGRvbG9yIGRlIGNhYmV6YS4KWSBlbiBsb3MgdMO6bmVsZXMgZGViYWpvIGRlbCBwdWVibG8uLi4gdWdoLCB1dXVnaC4gUHJlZmllcm8gbm8gaGFibGFyIGRlIGVzdG8u
fKE8DA,,Q29uc3RhbmNl,,,,,Q29uc3RhbmNl,,Q29uc3RhbmNl
faE8DA,,VWhoYWhhLCBJJ2xsIG1pbmUgaXQgYWxsIQ==,,,,,VWhoYWhhLCB2b3UgbWluZXJhciB0dWRvIQ==,,wqFVamphamEsIHZveSBhIGV4dHJhZXJsbyB0b2RvIQ==
fqE8DA,,SGV5LCB5b3UsIHN0b3AgdGhhdCBwaWNrYXhpbmcgcmlnaHQgbm93IQ==,,,,,RWksIHZvY8OqLCBwYXJlIGRlIHBpY2FyZXRhciBpc3NvIGFnb3JhIQ==,,wqFPeWUsIHTDuiwgZGVqYSBkZSBwaWNhciBlc2Egcm9jYSBhaG9yYSBtaXNtbyE=
f6E8DA,,W0NvbnN0YW5jZV0KQWgsIHlvdSdyZSBhbiBUcmF2ZWxlcj8gU2lnaCwgcGxlYXNlIGhlbHAgbWUgdGFsayBzb21lIHNlbnNlIGludG8gdGhhdCBndXkh,,,,,W0NvbnN0YW5jZV0KQWgsIHZpYWphbnRlPyBVZmEuLi4gcG9yIGZhdm9yIG1lIGFqdWRlIGEgZmF6ZXIgZXNzZSBjYXJhIHZvbHRhciDDoCBzaSE=,,W0NvbnN0YW5jZV0KwqFBaCwgwr9lcmVzIHVuIFZpYWplcm8/IFN1c3Bpcm8sIHBvciBmYXZvciBhecO6ZGFtZSBhIGhhY2VyIGVudHJhciBlbiByYXrDs24gYSBlc2UgdGlwbyE=
gKE8DA,,W0NvbnN0YW5jZV0KSGUgZ290IG9mZiB0aGUgc2hpcCBmcm9tIHRoZSBtYWlubGFuZCB3ZWFyaW5nIHRoYXQgaGVhdnkgbWluZXIncyBvdXRmaXQsIGxvb2tlZCBhcm91bmQsIGFuZCBqdXN0IHN0YXJ0ZWQgcGlja2F4aW5nIHRoYXQgcm9jayBmb3Igbm8gcmVhc29uIQ==,,,,,W0NvbnN0YW5jZV0KRWxlIGRlc2NldSBkbyBuYXZpbyBkbyBjb250aW5lbnRlIGNvbSBhcXVlbGUgdHJhamUgcGVzYWRvIGRlIG1pbmVpcm8sIG9saG91IGVtIHZvbHRhIGUgc2ltcGxlc21lbnRlIGNvbWXDp291IGEgcGljYXJldGFyIGFxdWVsYSBwZWRyYSBzZW0gbW90aXZvIQ==,,W0NvbnN0YW5jZV0KwqFCYWrDsyBkZWwgYmFyY28gZGVzZGUgZWwgY29udGluZW50ZSBjb24gZXNlIHBlc2FkbyB0cmFqZSBkZSBtaW5lcm8sIG1pcsOzIGFscmVkZWRvciB5IGVtcGV6w7MgYSBwaWNhciBlc2Egcm9jYSBzaW4gcmF6w7NuIGFsZ3VuYSE=
gaE8DA,,W0NvbnN0YW5jZV0KSSB0b2xkIGhpbSBpdCdzIG5vdCBvcmUsIGl0J3MgYSBkZWNvcmF0aXZlIHBpZWNlIHRoZSB2aWxsYWdlcnMgd29ya2VkIHRvZ2V0aGVyIHRvIHNldCB1cCwgYnV0IGhlIHdvbid0IGxpc3RlbiEKV2hhdCBraW5kIG9mIG1pbmVyIHdvcmsgZG9lcyBoZSB0aGluayBoZSBjYW4gZG8gd2hlbiBoZSBjYW4ndCBldmVuIHRlbGwgd2hhdCdzIHByZWNpb3VzIG9yZSE=,,,,,W0NvbnN0YW5jZV0KRXUgZGlzc2UgYSBlbGUgcXVlIG7Do28gw6kgbWluw6lyaW8sIMOpIHVtYSBwZcOnYSBkZWNvcmF0aXZhIHF1ZSBvcyBhbGRlw7VlcyB0cmFiYWxoYXJhbSBqdW50b3MgcGFyYSBjb2xvY2FyLCBtYXMgZWxlIG7Do28gZXNjdXRhIQpRdWUgdGlwbyBkZSB0cmFiYWxobyBkZSBtaW5laXJvIGVsZSBhY2hhIHF1ZSBwb2RlIGZhemVyIHF1YW5kbyBuZW0gY29uc2VndWUgZGl6ZXIgbyBxdWUgw6kgdW0gbWluw6lyaW8gcHJlY2lvc28h,,W0NvbnN0YW5jZV0KwqFMZSBkaWplIHF1ZSBubyBlcyBtaW5lcmFsLCBxdWUgZXMgdW5hIHBpZXphIGRlY29yYXRpdmEgcXVlIGxvcyBhbGRlYW5vcyBjb2xvY2Fyb24ganVudG9zLCBwZXJvIG5vIGVzY3VjaGEhCsKhUXXDqSBjbGFzZSBkZSB0cmFiYWpvIG1pbmVybyBjcmVlIHF1ZSBwdWVkZSBoYWNlciBzaSBuaSBzaXF1aWVyYSBwdWVkZSBkaXN0aW5ndWlyIGxvIHF1ZSBlcyB1biBtaW5lcmFsIHByZWNpb3NvIQ==
gqE8DA,,V2FsdGVyIEdydW53YWxk,,,,,V2FsdGVyIEdydW53YWxk,,V2FsdGVyIEdydW53YWxk
g6E8DA,,W1dhbHRlciBHcnVud2FsZF0KWW91IG11c3QgaGF2ZSBhIHB1cnBvc2UgZm9yIGNvbWluZyBhbGwgdGhlIHdheSBvdXQgaGVyZSBmcm9tIHRoZSBtYWlubGFuZD8KT25jZSB5b3UndmUgYWNjb21wbGlzaGVkIHlvdXIgZ29hbCwgYW5kIGlmIHlvdSBmZWVsIHVuc3VyZSBhYm91dCB3aGF0IHRvIGRvIG5leHQuLi4=,,,,,W1dhbHRlciBHcnVud2FsZF0KVm9jw6ogZGV2ZSB0ZXIgdW0gcHJvcMOzc2l0byBwYXJhIHZpciBhdMOpIGFxdWkgZG8gY29udGluZW50ZSwgY2VydG8/ClVtYSB2ZXogcXVlIHZvY8OqIGN1bXByaXUgc2V1IG9iamV0aXZvLCBlIHNlIHNlbnRpciBpbnNlZ3VybyBzb2JyZSBvIHF1ZSBmYXplciBhIHNlZ3Vpci4uLg==,,W1dhbHRlciBHcnVud2FsZF0KRGViZXMgdGVuZXIgdW4gcHJvcMOzc2l0byBwYXJhIHZlbmlyIGhhc3RhIGFxdcOtIGRlc2RlIGVsIGNvbnRpbmVudGUsIMK/dmVyZGFkPwpVbmEgdmV6IHF1ZSBoYXlhcyBsb2dyYWRvIHR1IG9iamV0aXZvLCB5IHNpIHRlIHNpZW50ZXMgaW5zZWd1cm8gc29icmUgcXXDqSBoYWNlciBkZXNwdcOpcy4uLg==
hKE8DA,,W1dhbHRlciBHcnVud2FsZF0KRm9sbG93IHRoZSBtYWluIHJvYWQgdG8gdGhlIGVhc3QgZW50cmFuY2Ugb2YgdGhlIHRvd24sIGFuZCBnbyBhIGJpdCBmdXJ0aGVyIHNvdXRoIGZyb20gdGhlcmUuCk9uIHRoZSBtYXAsIHRoYXQncyByb3VnaGx5IHRoZSAzIG8nY2xvY2sgZGlyZWN0aW9uLg==,,,,,W1dhbHRlciBHcnVud2FsZF0KU2lnYSBhIGVzdHJhZGEgcHJpbmNpcGFsIHBhcmEgYSBlbnRyYWRhIGxlc3RlIGRhIGNpZGFkZSwgZSB2w6EgdW0gcG91Y28gbWFpcyBhbyBzdWwgZGFsaS4KTm8gbWFwYSwgaXNzbyDDqSBtYWlzIG91IG1lbm9zIG5hIGRpcmXDp8OjbyBkYXMgMyBob3Jhcy4=,,W1dhbHRlciBHcnVud2FsZF0KU2lndWUgZWwgY2FtaW5vIHByaW5jaXBhbCBoYWNpYSBsYSBlbnRyYWRhIGVzdGUgZGVsIHB1ZWJsbywgeSB2ZSB1biBwb2NvIG3DoXMgYWwgc3VyIGRlc2RlIGFsbMOtLgpFbiBlbCBtYXBhLCBlc28gZXMgbcOhcyBvIG1lbm9zIGVuIGRpcmVjY2nDs24gYSBsYXMgMyBlbiBwdW50by4=
haE8DA,,W1dhbHRlciBHcnVud2FsZF0KVGhlcmUgYXJlIHBlb3BsZSB0aGVyZSBvZmZlcmluZyB3b3JrIGFuZCBtZWFscy4KT2YgY291cnNlLCB0aGVyZSBhcmUgYWxzbyBtYW55IHBlb3BsZSBnYXRoZXJlZCB0aGVyZSB0byByZWNlaXZlIHRoZW0u,,,,,W1dhbHRlciBHcnVud2FsZF0KSMOhIHBlc3NvYXMgbMOhIG9mZXJlY2VuZG8gdHJhYmFsaG8gZSByZWZlacOnw7Vlcy4KQ2xhcm8sIHRhbWLDqW0gaMOhIG11aXRhcyBwZXNzb2FzIHJldW5pZGFzIGzDoSBwYXJhIHJlY2Viw6otbG9zLg==,,W1dhbHRlciBHcnVud2FsZF0KQWxsw60gaGF5IGdlbnRlIHF1ZSBvZnJlY2UgdHJhYmFqbyB5IGNvbWlkYXMuClBvciBzdXB1ZXN0bywgdGFtYmnDqW4gaGF5IG11Y2hhIGdlbnRlIHJldW5pZGEgYWxsw60gcGFyYSByZWNpYmlybG9zLg==
hqE8DA,,Q29yZGVsbA==,,,,,Q29yZGVsbA==,,Q29yZGVsbA==
h6E8DA,,W0NvcmRlbGxdCkxvb2tpbmcgYXQgdGhlIHRyYWluIHN0YXRpb24gbWFrZXMgbWUgaGFwcHkuIEl0J3MgbGlrZSBhIHN5bWJvbCBvZiBvdXIgdG93bi4=,,,,,W0NvcmRlbGxdCk9saGFyIHBhcmEgYSBlc3Rhw6fDo28gZGUgdHJlbSBtZSBkZWl4YSBmZWxpei4gw4kgY29tbyB1bSBzw61tYm9sbyBkYSBub3NzYSBjaWRhZGUu,,W0NvcmRlbGxdCk1pcmFyIGxhIGVzdGFjacOzbiBkZSB0cmVuIG1lIGhhY2UgZmVsaXouIEVzIGNvbW8gdW4gc8OtbWJvbG8gZGUgbnVlc3RybyBwdWVibG8u
iKE8DA,,W0NvcmRlbGxdCkF0IGZpcnN0LCB0aGUgbWluZSB3YXMgcXVpdGUgZmFyIGZyb20gdGhlIHRvd24sIHNvIGV2ZW4gYWZ0ZXIgZGV2ZWxvcGluZyB0aGUgbWluZSwgd2Ugc3RydWdnbGVkIGZvciBhIHdoaWxlLg==,,,,,W0NvcmRlbGxdCk5vIGluw61jaW8sIGEgbWluYSBlc3RhdmEgYmVtIGxvbmdlIGRhIGNpZGFkZSwgZW50w6NvIG1lc21vIGRlcG9pcyBkZSBkZXNlbnZvbHZlciBhIG1pbmEsIGx1dGFtb3MgcG9yIHVtIHRlbXBvLg==,,W0NvcmRlbGxdCkFsIHByaW5jaXBpbywgbGEgbWluYSBlc3RhYmEgYmFzdGFudGUgbGVqb3MgZGVsIHB1ZWJsbywgYXPDrSBxdWUgaW5jbHVzbyBkZXNwdcOpcyBkZSBkZXNhcnJvbGxhciBsYSBtaW5hLCBsdWNoYW1vcyBwb3IgdW4gdGllbXBvLg==
iaE8DA,,W0NvcmRlbGxdCk9uY2UgdGhlIHRyYWlucyBzdGFydGVkIHJ1bm5pbmcsIFJvY2tyaWRnZSdzIGRldmVsb3BtZW50IGZpbmFsbHkgYmVnYW4uCkFsdGhvdWdoIHRoZSBidWZmYWxvIGJhbmRpdHMgYmVjYW1lIG1vcmUgcGVyc2lzdGVudCB0b28uLi4gYnV0IGhhcmRzaGlwIGZvbGxvd3MgYWxsIHByb2dyZXNzLCBhcyB0aGV5IHNheS4=,,,,,W0NvcmRlbGxdClVtYSB2ZXogcXVlIG9zIHRyZW5zIGNvbWXDp2FyYW0gYSBmdW5jaW9uYXIsIG8gZGVzZW52b2x2aW1lbnRvIGRlIFJvY2tyaWRnZSBmaW5hbG1lbnRlIGNvbWXDp291LgpFbWJvcmEgb3MgQsO6ZmFsb3MgQmFuZGlkb3MgdGVuaGFtIHNlIHRvcm5hZG8gbWFpcyBwZXJzaXN0ZW50ZXMgdGFtYsOpbS4uLiBtYXMgYSBkaWZpY3VsZGFkZSBzZWd1ZSB0b2RvIHByb2dyZXNzbywgY29tbyBkaXplbS4=,,W0NvcmRlbGxdClVuYSB2ZXogcXVlIGxvcyB0cmVuZXMgZW1wZXphcm9uIGEgZnVuY2lvbmFyLCBlbCBkZXNhcnJvbGxvIGRlIFJvY2tyaWRnZSBmaW5hbG1lbnRlIGNvbWVuesOzLgpBdW5xdWUgbG9zIGJhbmRpZG9zIGLDumZhbG8gc2Ugdm9sdmllcm9uIG3DoXMgcGVyc2lzdGVudGVzIHRhbWJpw6luLi4uIHBlcm8gbGEgZGlmaWN1bHRhZCBzaWd1ZSBhIHRvZG8gcHJvZ3Jlc28sIGNvbW8gZGljZW4u
iqE8DA,,W0NvcmRlbGxdCkJ1dCBub3Qgc3RvcHBpbmcgaW4gdGhlIGZhY2Ugb2YgaGFyZHNoaXAgaXMgdGhlIHZlcnkgc3Bpcml0IG9mIFJvY2tyaWRnZSE=,,,,,W0NvcmRlbGxdCk1hcyBuw6NvIHBhcmFyIGRpYW50ZSBkYSBkaWZpY3VsZGFkZSDDqSBvIHByw7NwcmlvIGVzcMOtcml0byBkZSBSb2NrcmlkZ2Uh,,W0NvcmRlbGxdCsKhUGVybyBubyBkZXRlbmVyc2UgZnJlbnRlIGEgbGFzIGRpZmljdWx0YWRlcyBlcyBlbCBtaXNtw61zaW1vIGVzcMOtcml0dSBkZSBSb2NrcmlkZ2Uh
i6E8DA,,TWFiZWw=,,,,,TWFiZWw=,,TWFiZWw=
jKE8DA,,W01hYmVsXQpSb2NrcmlkZ2UgaXMgYSBjb2FzdGFsIHRvd24uIEF0IGZpcnN0Li4uIG5vLCBhY3R1YWxseSwgZXZlbiBub3csIHdlIGFyZSBmaWdodGluZyBhZ2FpbnN0IHRoZSBzZWEu,,,,,W01hYmVsXQpSb2NrcmlkZ2Ugw6kgdW1hIGNpZGFkZSBjb3N0ZWlyYS4gTm8gaW7DrWNpby4uLiBuw6NvLCBuYSB2ZXJkYWRlLCBtZXNtbyBhZ29yYSwgZXN0YW1vcyBsdXRhbmRvIGNvbnRyYSBvIG1hci4=,,W01hYmVsXQpSb2NrcmlkZ2UgZXMgdW4gcHVlYmxvIGNvc3Rlcm8uIEFsIHByaW5jaXBpby4uLiBubywgZW4gcmVhbGlkYWQsIGluY2x1c28gYWhvcmEsIGVzdGFtb3MgbHVjaGFuZG8gY29udHJhIGVsIG1hci4=
jaE8DA,,W01hYmVsXQpEaWQgeW91IGtub3cgdGhlcmUncyBhY3R1YWxseSBhbm90aGVyIGxldmVsIGJlbmVhdGggb3VyIHRvd24gbm93PyBUaGF0IHdhcyB0aGUgb3JpZ2luYWwgUm9ja3JpZGdlLiBCdXQgc2Vhd2F0ZXIga2VwdCBjb21pbmcgaW4sIGFuZCBncm91bmR3YXRlciBiYWNrZmxvdyBtYWRlIGl0IGFuIHVubGl2YWJsZSBlbnZpcm9ubWVudC4=,,,,,W01hYmVsXQpWb2PDqiBzYWJpYSBxdWUgbmEgdmVyZGFkZSBow6Egb3V0cm8gbsOtdmVsIHNvYiBub3NzYSBjaWRhZGUgYWdvcmE/IEVzc2EgZXJhIGEgUm9ja3JpZGdlIG9yaWdpbmFsLiBNYXMgYSDDoWd1YSBkbyBtYXIgY29udGludWF2YSBlbnRyYW5kbywgZSBvIHJlZmx1eG8gZGUgw6FndWEgc3VidGVycsOibmVhIGEgdG9ybm91IHVtIGFtYmllbnRlIGluYWJpdMOhdmVsLg==,,W01hYmVsXQrCv1NhYsOtYXMgcXVlIGVuIHJlYWxpZGFkIGhheSBvdHJvIG5pdmVsIGRlYmFqbyBkZSBudWVzdHJvIHB1ZWJsbyBhY3R1YWw/IEVzYSBlcmEgbGEgUm9ja3JpZGdlIG9yaWdpbmFsLiBQZXJvIGVsIGFndWEgZGUgbWFyIHNlZ3XDrWEgZW50cmFuZG8sIHkgZWwgcmVmbHVqbyBkZSBhZ3VhcyBzdWJ0ZXJyw6FuZWFzIGxhIGNvbnZpcnRpw7MgZW4gdW4gYW1iaWVudGUgaW5oYWJpdGFibGUu
jqE8DA,,W01hYmVsXQpNYXlvciBDb3N0ZWxsbyBkZWNpZGVkIHRvIGNvdmVyIG92ZXIgdGhlIHRvd24ncyBmaXJzdCBsZXZlbCBhbmQgYnVpbGQgYSBuZXcgdG93biBvbiB0b3AuIFNvIHRoZSBvbGQgZmlyc3QgbGV2ZWwgYmVjYW1lIHRoZSB1bmRlcmdyb3VuZCwgYW5kIHRoZSBzZWNvbmQgbGV2ZWwgYmVjYW1lIHRoZSBjdXJyZW50IGZpcnN0IGxldmVsLg==,,,,,W01hYmVsXQpPIFByZWZlaXRvIENvc3RlbGxvIGRlY2lkaXUgY29icmlyIG8gcHJpbWVpcm8gbsOtdmVsIGRhIGNpZGFkZSBlIGNvbnN0cnVpciB1bWEgY2lkYWRlIG5vdmEgZW0gY2ltYS4gRW50w6NvIG8gYW50aWdvIHByaW1laXJvIG7DrXZlbCBzZSB0b3Jub3UgbyBzdWJ0ZXJyw6JuZW8sIGUgbyBzZWd1bmRvIG7DrXZlbCBzZSB0b3Jub3UgbyBwcmltZWlybyBuw612ZWwgYXR1YWwu,,W01hYmVsXQpFbCBBbGNhbGRlIENvc3RlbGxvIGRlY2lkacOzIGN1YnJpciBlbCBwcmltZXIgbml2ZWwgZGVsIHB1ZWJsbyB5IGNvbnN0cnVpciB1biBwdWVibG8gbnVldm8gZW5jaW1hLiBBc8OtIHF1ZSBlbCBhbnRpZ3VvIHByaW1lciBuaXZlbCBzZSBjb252aXJ0acOzIGVuIGVsIHN1YnRlcnLDoW5lbywgeSBlbCBzZWd1bmRvIG5pdmVsIHNlIGNvbnZpcnRpw7MgZW4gZWwgcHJpbWVyIG5pdmVsIGFjdHVhbC4=
j6E8DA,,W01hYmVsXQpXZSBzdGlsbCBoYXZlIHRvIGtlZXAgcHVtcGluZyB3YXRlciBvdXQsIG9yIHdobyBrbm93cyB3aGVuIHRoZSB0b3duIG1pZ2h0IGZsb29kIGFnYWluLiBCdXQgc3RlcHBpbmcgYmFjayBvbmNlIHdhcyB0byB0YWtlIHR3byBzdGVwcyBmb3J3YXJkLiBPdXIgdG93biB3aWxsIGRldmVsb3AgZnVydGhlci4=,,,,,W01hYmVsXQpBaW5kYSB0ZW1vcyBxdWUgY29udGludWFyIGJvbWJlYW5kbyDDoWd1YSwgb3UgcXVlbSBzYWJlIHF1YW5kbyBhIGNpZGFkZSBwb2RlIGludW5kYXIgbm92YW1lbnRlLiBNYXMgcmVjdWFyIHVtYSB2ZXogZm9pIHBhcmEgZGFyIGRvaXMgcGFzc29zIMOgIGZyZW50ZS4gTm9zc2EgY2lkYWRlIHNlIGRlc2Vudm9sdmVyw6EgYWluZGEgbWFpcy4=,,W01hYmVsXQpUb2RhdsOtYSB0ZW5lbW9zIHF1ZSBzZWd1aXIgYm9tYmVhbmRvIGFndWEsIG8gcXVpw6luIHNhYmUgY3XDoW5kbyBlbCBwdWVibG8gcG9kcsOtYSBpbnVuZGFyc2UgZGUgbnVldm8uIFBlcm8gcmV0cm9jZWRlciB1bmEgdmV6IGZ1ZSBwYXJhIGRhciBkb3MgcGFzb3MgYWRlbGFudGUuIE51ZXN0cm8gcHVlYmxvIHNlIGRlc2Fycm9sbGFyw6EgYcO6biBtw6FzLg==
kKE8DA,,Um9zZW1hcnkgV2ViZXI=,,,,,Um9zZW1hcnkgV2ViZXI=,,Um9zZW1hcnkgV2ViZXI=
kaE8DA,,W1Jvc2VtYXJ5IFdlYmVyXQpUaGF0IHBlc2t5IHNlYXdhdGVyISBUaGUgcmVjbGFtYXRpb24gYW5kIGJ1aWxkaW5nIG1haW50ZW5hbmNlIG5ldmVyIGVuZHMuCllvdSBrbm93IHdlIGNvbXBsZXRlbHkgY292ZXJlZCB0aGUgZmlyc3QgbGV2ZWwgb2Ygb3VyIHRvd24/IEl0IHdhcyBhIHRyZW1lbmRvdXMgZGVjaXNpb24sIGJ1dCB0aGF0IG9uZSBhY3QgZGlkbid0IHNvbHZlIGFsbCBvdXIgcHJvYmxlbXMu,,,,,W1Jvc2VtYXJ5IFdlYmVyXQpFc3NhIMOhZ3VhIGRvIG1hciBpbmPDtG1vZGEhIEEgcmVjdXBlcmHDp8OjbyBlIGEgbWFudXRlbsOnw6NvIGRvcyBlZGlmw61jaW9zIG51bmNhIHRlcm1pbmFtLgpWb2PDqiBzYWJpYSBxdWUgY29icmltb3MgY29tcGxldGFtZW50ZSBvIHByaW1laXJvIG7DrXZlbCBkYSBub3NzYSBjaWRhZGU/IEZvaSB1bWEgZGVjaXPDo28gdHJlbWVuZGEsIG1hcyBhcXVlbGUgYXRvIG7Do28gcmVzb2x2ZXUgdG9kb3Mgb3Mgbm9zc29zIHByb2JsZW1hcy4=,,W1Jvc2VtYXJ5IFdlYmVyXQrCoUVzYSBmYXN0aWRpb3NhIGFndWEgZGUgbWFyISBMYSByZWN1cGVyYWNpw7NuIHkgZWwgbWFudGVuaW1pZW50byBkZSBlZGlmaWNpb3MgbnVuY2EgdGVybWluYW4uCsK/U2FiZXMgcXVlIGN1YnJpbW9zIHBvciBjb21wbGV0byBlbCBwcmltZXIgbml2ZWwgZGUgbnVlc3RybyBwdWVibG8/IEZ1ZSB1bmEgZGVjaXNpw7NuIHRyZW1lbmRhLCBwZXJvIGVzZSBhY3RvIG5vIHJlc29sdmnDsyB0b2RvcyBudWVzdHJvcyBwcm9ibGVtYXMu
kqE8DA,,W1Jvc2VtYXJ5IFdlYmVyXQpNb3N0IG9mIHRoZSB0b3duJ3MgYnVpbGRpbmdzIGFyZSB3b29kZW4sIHNvIGl0IHRvb2sgYW4gZW5vcm1vdXMgZWZmb3J0IGp1c3QgdG8gcmVpbmZvcmNlIHRoZSBmb3VuZGF0aW9uIHNvIHRoZSBjb3ZlcmVkIGZpcnN0IGxldmVsIHdvdWxkbid0IHJvdCBhbmQgY29sbGFwc2Uu,,,,,W1Jvc2VtYXJ5IFdlYmVyXQpBIG1haW9yaWEgZG9zIGVkaWbDrWNpb3MgZGEgY2lkYWRlIHPDo28gZGUgbWFkZWlyYSwgZW50w6NvIGZvaSB1bSBlc2ZvcsOnbyBlbm9ybWUgYXBlbmFzIHJlZm9yw6dhciBhIGZ1bmRhw6fDo28gcGFyYSBxdWUgbyBwcmltZWlybyBuw612ZWwgY29iZXJ0byBuw6NvIGFwb2RyZWNlc3NlIGUgZGVzYWJhc3NlLg==,,W1Jvc2VtYXJ5IFdlYmVyXQpMYSBtYXlvcsOtYSBkZSBsb3MgZWRpZmljaW9zIGRlbCBwdWVibG8gc29uIGRlIG1hZGVyYSwgYXPDrSBxdWUgZnVlIHVuIGVzZnVlcnpvIGVub3JtZSBzw7NsbyByZWZvcnphciBsb3MgY2ltaWVudG9zIHBhcmEgcXVlIGVsIHByaW1lciBuaXZlbCBjdWJpZXJ0byBubyBzZSBwdWRyaWVyYSB5IGNvbGFwc2FyYS4=
k6E8DA,,W1Jvc2VtYXJ5IFdlYmVyXQ==,,,,,W1Jvc2VtYXJ5IFdlYmVyXQ==,,W1Jvc2VtYXJ5IFdlYmVyXQ==
lKE8DA,,QW5kIHRoZSB3b3JrIHN0aWxsIGlzbid0IGZpbmlzaGVkLiBQaGV3Li4uIFdhcyB0aGlzIHJlYWxseSB0aGUgcmlnaHQgZGVjaXNpb24/IFNvbWV0aW1lcyBJIGhhdmUgbXkgZG91YnRzLg==,,,,,RSBvIHRyYWJhbGhvIGFpbmRhIG7Do28gdGVybWlub3UuIFVmYS4uLiBFc3RhIGZvaSByZWFsbWVudGUgYSBkZWNpc8OjbyBjZXJ0YT8gw4BzIHZlemVzIHRlbmhvIG1pbmhhcyBkw7p2aWRhcy4=,,WSBlbCB0cmFiYWpvIHRvZGF2w61hIG5vIGhhIHRlcm1pbmFkby4gVWYuLi4gwr9GdWUgZXN0YSByZWFsbWVudGUgbGEgZGVjaXNpw7NuIGNvcnJlY3RhPyBBIHZlY2VzIHRlbmdvIG1pcyBkdWRhcy4=
laE8DA,,RXpuamE=,,,,,RXpuamE=,,RXpuamE=
lqE8DA,,W0V6bmphXQpEaWQgeW91IGtub3cgdGhhdCBtb3N0IG9mIHRoZSBmaXJzdC1sZXZlbCBidWlsZGluZ3MgaW4gUm9ja3JpZGdlIGhhdmUgaHVnZSBzaWducyBpbiBmcm9udCBvZiB0aGVtPw==,,,,,W0V6bmphXQpWb2PDqiBzYWJpYSBxdWUgYSBtYWlvcmlhIGRvcyBlZGlmw61jaW9zIGRvIHByaW1laXJvIG7DrXZlbCBlbSBSb2NrcmlkZ2UgdGVtIHBsYWNhcyBlbm9ybWVzIG5hIGZyZW50ZT8=,,W0V6bmphXQrCv1NhYsOtYXMgcXVlIGxhIG1heW9yw61hIGRlIGxvcyBlZGlmaWNpb3MgZGVsIHByaW1lciBuaXZlbCBlbiBSb2NrcmlkZ2UgdGllbmVuIGxldHJlcm9zIGVub3JtZXMgZW4gZnJlbnRlPw==
l6E8DA,,W0V6bmphXQpJdCdzIGFuIGludGVyZXN0aW5nIHBoZW5vbWVub24hIEkgdGhpbmsgdGhleSBidWlsdCB0aG9zZSBzdHJ1Y3R1cmVzIHRvIG1ha2UgdGhlbSBsb29rIGxpa2UgdHdvLXN0b3J5IGJ1aWxkaW5ncyBmcm9tIHRoZSBmcm9udC4=,,,,,W0V6bmphXQrDiSB1bSBmZW7DtG1lbm8gaW50ZXJlc3NhbnRlISBBY2hvIHF1ZSBjb25zdHJ1w61yYW0gZXNzYXMgZXN0cnV0dXJhcyBwYXJhIGZhesOqLWxvcyBwYXJlY2VyIGVkaWbDrWNpb3MgZGUgZG9pcyBhbmRhcmVzIHBlbGEgZnJlbnRlLg==,,W0V6bmphXQrCoUVzIHVuIGZlbsOzbWVubyBpbnRlcmVzYW50ZSEgQ3JlbyBxdWUgY29uc3RydXllcm9uIGVzYXMgZXN0cnVjdHVyYXMgcGFyYSBxdWUgcGFyZWNpZXJhbiBlZGlmaWNpb3MgZGUgZG9zIHBpc29zIGRlc2RlIGVsIGZyZW50ZS4=
